# Constructed from biom file
#OTU ID	Julianne-331-CEC_S246_L001_R1_001_F_filt-fastq-gz	Julianne-331-JEJ_S219_L001_R1_001_F_filt-fastq-gz	Julianne-337-CEC_S242_L001_R1_001_F_filt-fastq-gz	Julianne-337-COL_S269_L001_R1_001_F_filt-fastq-gz	Julianne-351-CEC_S244_L001_R1_001_F_filt-fastq-gz	Julianne-351-COL_S271_L001_R1_001_F_filt-fastq-gz	Julianne-536-COL_S265_L001_R1_001_F_filt-fastq-gz	Julianne-536-JEJ_S211_L001_R1_001_F_filt-fastq-gz	Julianne-540-COL_S267_L001_R1_001_F_filt-fastq-gz	Julianne-542-CEC_S232_L001_R1_001_F_filt-fastq-gz	Julianne-542-COL_S259_L001_R1_001_F_filt-fastq-gz	Julianne-542-JEJ_S205_L001_R1_001_F_filt-fastq-gz	Julianne-544-COL_S255_L001_R1_001_F_filt-fastq-gz	Julianne-547-CEC_S233_L001_R1_001_F_filt-fastq-gz	Julianne-547-COL_S260_L001_R1_001_F_filt-fastq-gz	Julianne-547-JEJ_S206_L001_R1_001_F_filt-fastq-gz	Julianne-579-CEC_S234_L001_R1_001_F_filt-fastq-gz	Julianne-579-JEJ_S207_L001_R1_001_F_filt-fastq-gz	Julianne-582-CEC_S243_L001_R1_001_F_filt-fastq-gz	Julianne-582-COL_S270_L001_R1_001_F_filt-fastq-gz	Julianne-604-CEC_S235_L001_R1_001_F_filt-fastq-gz	Julianne-604-JEJ_S208_L001_R1_001_F_filt-fastq-gz	Julianne-661-COL_S266_L001_R1_001_F_filt-fastq-gz	Julianne-661-JEJ_S212_L001_R1_001_F_filt-fastq-gz	Julianne-663-CEC_S241_L001_R1_001_F_filt-fastq-gz	Julianne-663-COL_S268_L001_R1_001_F_filt-fastq-gz	Julianne-665-JEJ_S210_L001_R1_001_F_filt-fastq-gz	Julianne-667-CEC_S236_L001_R1_001_F_filt-fastq-gz	Julianne-667-JEJ_S209_L001_R1_001_F_filt-fastq-gz	Julianne-716-CEC_S231_L001_R1_001_F_filt-fastq-gz	Julianne-716-COL_S258_L001_R1_001_F_filt-fastq-gz	Julianne-717-CEC_S230_L001_R1_001_F_filt-fastq-gz	Julianne-717-COL_S257_L001_R1_001_F_filt-fastq-gz	Julianne-719-CEC_S245_L001_R1_001_F_filt-fastq-gz	Julianne-719-COL_S272_L001_R1_001_F_filt-fastq-gz	Julianne-719-JEJ_S218_L001_R1_001_F_filt-fastq-gz	Julianne-791-CEC_S229_L001_R1_001_F_filt-fastq-gz	Julianne-791-COL_S256_L001_R1_001_F_filt-fastq-gz	Julianne-835-JEJ_S198_L001_R1_001_F_filt-fastq-gz	Julianne-838-CEC_S281_L001_R1_001_F_filt-fastq-gz	Julianne-838-JEJ_S277_L001_R1_001_F_filt-fastq-gz	Julianne-841-CEC_S278_L001_R1_001_F_filt-fastq-gz	Julianne-841-COL_S282_L001_R1_001_F_filt-fastq-gz	Julianne-847-CEC_S279_L001_R1_001_F_filt-fastq-gz	Julianne-847-COL_S283_L001_R1_001_F_filt-fastq-gz	Julianne-853-CEC_S280_L001_R1_001_F_filt-fastq-gz	Julianne-853-COL_S284_L001_R1_001_F_filt-fastq-gz	Julianne-856-COL_S254_L001_R1_001_F_filt-fastq-gz	Julianne-856-JEJ_S200_L001_R1_001_F_filt-fastq-gz	Julianne-882-COL_S253_L001_R1_001_F_filt-fastq-gz	Julianne-882-JEJ_S199_L001_R1_001_F_filt-fastq-gz	Julianne-891-CEC_S220_L001_R1_001_F_filt-fastq-gz	Julianne-891-COL_S247_L001_R1_001_F_filt-fastq-gz	Julianne-891-JEJ_S193_L001_R1_001_F_filt-fastq-gz	Julianne-899-CEC_S221_L001_R1_001_F_filt-fastq-gz	Julianne-899-COL_S248_L001_R1_001_F_filt-fastq-gz	Julianne-899-JEJ_S194_L001_R1_001_F_filt-fastq-gz	Julianne-923-CEC_S223_L001_R1_001_F_filt-fastq-gz	Julianne-923-JEJ_S196_L001_R1_001_F_filt-fastq-gz	Julianne-924-CEC_S224_L001_R1_001_F_filt-fastq-gz	Julianne-924-JEJ_S197_L001_R1_001_F_filt-fastq-gz	Julianne-962-CEC_S222_L001_R1_001_F_filt-fastq-gz	Julianne-962-JEJ_S195_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-337-JEJ_S134_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-351-JEJ_S150_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-536-CEC_S103_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-540-CEC_S119_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-540-JEJ_S118_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-544-CEC_S179_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-544-JEJ_S178_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-579-COL_S159_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-582-JEJ_S142_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-604-COL_S166_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-661-CEC_S111_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-663-JEJ_S126_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-665-COL_S180_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-667-COL_S173_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-716-JEJ_S110_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-717-JEJ_S102_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-835-CEC_S158_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-835-COL_S151_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-838-COL_S128_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-CEC_S109_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-COL_S141_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-JEJ_S177_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-841-JEJ_S104_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-842-CEC_S117_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-842-COL_S133_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-847-JEJ_S112_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-853-JEJ_S120_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-856-CEC_S172_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-CEC_S171_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-COL_S149_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-JEJ_S164_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-CEC_S125_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-COL_S157_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-JEJ_S101_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-882-CEC_S165_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-923-COL_S135_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-924-COL_S143_L001_R1_001_F_filt-fastq-gz	taxonomy
k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	4487.0	11425.0	935.0	2753.0	1949.0	4186.0	3261.0	4597.0	1537.0	3470.0	3073.0	19312.0	4649.0	2021.0	5314.0	12488.0	3863.0	12657.0	2914.0	7690.0	679.0	8208.0	3655.0	11432.0	1980.0	5941.0	22337.0	1848.0	12879.0	2110.0	3049.0	1439.0	2549.0	2044.0	3328.0	4757.0	1629.0	3248.0	7794.0	4343.0	7331.0	1996.0	2305.0	1286.0	1476.0	3206.0	2779.0	1968.0	18401.0	4948.0	20765.0	2325.0	2017.0	18705.0	3347.0	2614.0	27449.0	1991.0	9825.0	1059.0	15166.0	636.0	27607.0	11692.0	9738.0	1762.0	768.0	3709.0	1249.0	7459.0	3405.0	10633.0	3089.0	1221.0	15176.0	4689.0	2522.0	7846.0	10573.0	3118.0	1623.0	3187.0	984.0	1314.0	7647.0	7475.0	2932.0	2672.0	9796.0	2663.0	1198.0	2517.0	2485.0	16272.0	2290.0	3667.0	21288.0	2002.0	2449.0	1965.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	10090.0	7694.0	2769.0	7179.0	5864.0	4717.0	7656.0	0.0	8394.0	6638.0	4339.0	1264.0	6201.0	2714.0	5792.0	2476.0	9947.0	1871.0	5461.0	8186.0	2368.0	6479.0	7006.0	4436.0	5924.0	4750.0	383.0	3517.0	5998.0	9153.0	9502.0	7704.0	6261.0	11820.0	6856.0	4522.0	5330.0	10089.0	4879.0	7389.0	3216.0	6575.0	7711.0	1450.0	1573.0	8798.0	8105.0	2243.0	5943.0	6256.0	195.0	8506.0	7858.0	6161.0	9488.0	8140.0	602.0	7837.0	5500.0	5759.0	1384.0	6860.0	0.0	2784.0	8482.0	5234.0	2635.0	8571.0	3033.0	3131.0	3799.0	2046.0	5924.0	2852.0	5270.0	16521.0	4993.0	5822.0	4839.0	4071.0	2801.0	4755.0	4921.0	6434.0	6707.0	7163.0	3832.0	4887.0	4484.0	3281.0	2384.0	5270.0	4996.0	2820.0	2553.0	3983.0	29.0	5774.0	6819.0	7395.0
k__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae	101.0	2820.0	43.0	105.0	9.0	20.0	199.0	0.0	5882.0	47.0	22.0	53.0	275.0	487.0	1057.0	1084.0	218.0	570.0	429.0	948.0	78.0	1605.0	1487.0	579.0	92.0	66.0	442.0	8.0	89.0	116.0	360.0	47.0	40.0	114.0	243.0	44.0	14.0	22.0	296.0	41.0	30.0	1355.0	1526.0	0.0	6.0	2141.0	1223.0	0.0	35.0	438.0	302.0	37.0	49.0	56.0	1202.0	755.0	9655.0	76.0	80.0	14.0	278.0	80.0	0.0	1127.0	72.0	412.0	3229.0	3181.0	115.0	396.0	195.0	2208.0	244.0	332.0	593.0	391.0	110.0	591.0	155.0	858.0	728.0	64.0	1712.0	3427.0	2543.0	258.0	513.0	430.0	190.0	10604.0	52.0	50.0	31.0	325.0	12.0	50.0	76.0	201.0	131.0	70.0
k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae	383.0	1002.0	112.0	34.0	123.0	4.0	41.0	0.0	35.0	49.0	22.0	31.0	129.0	102.0	18.0	256.0	251.0	41.0	151.0	118.0	101.0	810.0	29.0	361.0	99.0	78.0	0.0	64.0	220.0	227.0	19.0	255.0	115.0	460.0	55.0	189.0	136.0	212.0	381.0	157.0	174.0	176.0	203.0	761.0	163.0	222.0	92.0	62.0	474.0	41.0	6.0	70.0	30.0	125.0	166.0	72.0	9.0	212.0	93.0	134.0	53.0	261.0	0.0	47.0	704.0	137.0	159.0	51.0	264.0	440.0	8.0	89.0	67.0	64.0	121.0	302.0	12.0	534.0	1071.0	6.0	110.0	32.0	570.0	1282.0	933.0	322.0	85.0	23.0	296.0	74.0	45.0	110.0	65.0	1967.0	103.0	24.0	28.0	105.0	52.0	41.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	621.0	34.0	103.0	343.0	162.0	80.0	556.0	0.0	789.0	236.0	136.0	0.0	71.0	106.0	305.0	0.0	808.0	24.0	559.0	461.0	43.0	72.0	263.0	0.0	304.0	93.0	14.0	97.0	0.0	249.0	335.0	98.0	36.0	219.0	130.0	28.0	251.0	691.0	0.0	348.0	7.0	280.0	294.0	5841.0	5957.0	190.0	160.0	110.0	0.0	337.0	0.0	311.0	170.0	17.0	189.0	188.0	18.0	191.0	7.0	371.0	0.0	537.0	0.0	139.0	23.0	274.0	266.0	0.0	44.0	0.0	168.0	0.0	76.0	136.0	206.0	413.0	125.0	0.0	0.0	313.0	183.0	334.0	124.0	137.0	17.0	79.0	86.0	124.0	60.0	147.0	84.0	185.0	142.0	0.0	95.0	239.0	0.0	256.0	253.0	308.0
k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	9748.0	440.0	8224.0	4489.0	5515.0	1154.0	4292.0	0.0	230.0	5076.0	2631.0	6.0	2635.0	9895.0	1928.0	81.0	9086.0	976.0	3252.0	2755.0	2979.0	874.0	1384.0	255.0	4117.0	4791.0	14.0	5279.0	278.0	5306.0	1402.0	4465.0	4096.0	4300.0	1028.0	352.0	4967.0	5007.0	42.0	3914.0	23.0	3471.0	4003.0	3881.0	3212.0	3523.0	2541.0	8428.0	298.0	2292.0	0.0	3182.0	2437.0	142.0	3965.0	1546.0	17.0	4808.0	60.0	6474.0	37.0	9242.0	20.0	743.0	606.0	5957.0	2199.0	10.0	5828.0	46.0	613.0	33.0	1303.0	3452.0	2141.0	8116.0	997.0	289.0	181.0	501.0	2895.0	1666.0	1812.0	1792.0	210.0	656.0	3198.0	1825.0	507.0	988.0	3607.0	4022.0	2357.0	240.0	9591.0	2824.0	0.0	4126.0	3285.0	3382.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae	67.0	15.0	7.0	4.0	0.0	2.0	9.0	3.0	525.0	6.0	0.0	0.0	7.0	0.0	11.0	0.0	15.0	5.0	112.0	117.0	25.0	6.0	0.0	0.0	6.0	6.0	0.0	2.0	5.0	112.0	305.0	0.0	7.0	531.0	800.0	9.0	0.0	0.0	0.0	7.0	0.0	7.0	4.0	4858.0	4228.0	62.0	81.0	0.0	5.0	10.0	0.0	8.0	10.0	5.0	98.0	79.0	0.0	0.0	0.0	10.0	5.0	13.0	0.0	6.0	4.0	5.0	101.0	10.0	0.0	0.0	19.0	0.0	69.0	2.0	6.0	43.0	12.0	48.0	0.0	0.0	5.0	0.0	31.0	31.0	91.0	470.0	834.0	674.0	658.0	82.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	11.0	9.0
k__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae	0.0	0.0	6.0	13.0	0.0	0.0	295.0	9735.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	135.0	384.0	206.0	737.0	0.0	0.0	0.0	0.0	0.0	0.0	191.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	155.0	0.0	10.0	632.0	0.0	107.0	0.0	0.0	0.0	0.0	8.0	5121.0	0.0	38.0	115.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	609.0	0.0	187.0	323.0	177.0	73.0	596.0	0.0	117.0	217.0	57.0	0.0	144.0	547.0	271.0	0.0	776.0	39.0	136.0	126.0	59.0	55.0	91.0	0.0	182.0	148.0	0.0	86.0	0.0	325.0	137.0	141.0	136.0	246.0	63.0	26.0	222.0	457.0	0.0	317.0	7.0	201.0	231.0	17.0	14.0	124.0	98.0	589.0	5.0	101.0	0.0	175.0	91.0	0.0	239.0	155.0	0.0	181.0	0.0	226.0	0.0	465.0	0.0	85.0	46.0	630.0	76.0	0.0	116.0	0.0	79.0	0.0	92.0	209.0	218.0	415.0	109.0	0.0	0.0	75.0	70.0	240.0	20.0	36.0	0.0	79.0	123.0	133.0	41.0	102.0	212.0	169.0	87.0	0.0	221.0	339.0	0.0	451.0	210.0	152.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae	68.0	296.0	16.0	72.0	24.0	35.0	89.0	0.0	117.0	36.0	18.0	24.0	90.0	27.0	51.0	0.0	251.0	19.0	123.0	251.0	9.0	144.0	119.0	0.0	50.0	54.0	10.0	14.0	26.0	84.0	93.0	59.0	52.0	21.0	55.0	10.0	37.0	103.0	68.0	157.0	149.0	63.0	135.0	356.0	334.0	129.0	94.0	41.0	150.0	51.0	4.0	287.0	259.0	308.0	103.0	175.0	43.0	199.0	218.0	25.0	53.0	149.0	0.0	23.0	52.0	33.0	27.0	141.0	27.0	22.0	56.0	106.0	37.0	30.0	37.0	77.0	27.0	148.0	34.0	43.0	34.0	115.0	31.0	64.0	50.0	77.0	23.0	31.0	124.0	38.0	21.0	43.0	34.0	24.0	22.0	46.0	0.0	48.0	111.0	85.0
