"Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz"	"Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.667.COL_S173_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.COL_S151_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.COL_S141_L001_R1_001_F_filt.fastq.gz"	"Julianne.540.COL_S267_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.COL_S268_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.COL_S256_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.COL_S283_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.838.COL_S128_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.COL_S149_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.923.COL_S135_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.924.COL_S143_L001_R1_001_F_filt.fastq.gz"
"PWY-7446"	0	0	1.10631751227496	0	0	0	0	0	0	0	0	0	0	1.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.71	0	0	0	0
"PWY-7456"	966.461869277375	58.4708977034916	1355.03989127459	76.4461079715193	742.985024015026	592.674269133058	895.264521256693	912.164331946906	329.854215397587	371.620634811012	477.453404823932	421.243030481837	463.569146264155	277.262484692136	77.1852715327841	254.378212152513	200.023528687001	654.55829462026	677.994567382396	246.669927636188	299.182984178276	1275.4202985624	346.947055314416	206.485298887693	433.810648125488	1348.69560087013	696.859193863335	1239.69076989755	6001.36045891524	417.253250351258	610.083882663629	364.303498136204	648.878643079205
"PWY-7539"	9537.20292733536	2883.42826976557	7318.27407560106	4909.3934242232	3956.98875199057	7024.88207767977	5743.34682683677	3422.95150915414	6046.71039206433	4625.9964064133	2234.29054569583	3748.98336606491	3403.81703052779	4341.98203180393	3480.27695743896	4184.63230471516	4976.00067973187	5612.04287044467	4554.38782440741	4068.09233135323	4608.04047909501	11125.2465179536	2943.50106457147	3044.07032700725	3945.85098739542	4373.95945829234	4675.430235868	7995.83661105342	9929.24958402867	3408.6015281858	3235.5273303654	4762.6193316253	4891.24362097637
"PWY-7560"	11860.2429423728	3280.45709238383	9554.18334957425	6761.14457790029	6379.4860975306	8788.79238183382	6190.22585762255	4277.28992340297	11425.7857570957	5280.20424945677	2676.00662669147	4500.95946090927	5047.37861338781	5572.7363631274	4481.17782114409	6238.41724643648	7138.44354517275	8984.19240374579	6934.61997730361	5694.79577052426	5816.99966084425	14866.5461816183	3312.92659844007	4731.1016459271	6639.46197233728	6088.54710976909	7389.91927666186	10677.009251012	11813.2837609589	5001.76607441855	4561.64892733279	6202.22430889036	6333.41900386923
"PWY-7616"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7663"	14984.8175499469	8118.34769966188	13381.4605186823	12148.8572106813	12397.5063017955	17724.3016282244	9487.24557000145	8011.60537255648	14293.7383088281	6878.8686022217	6045.41927717944	7261.09411467085	7630.43455524791	9115.96116877324	8025.76125622109	9710.4389283511	10158.8438950274	11800.4849011741	10357.6781590991	11261.642629402	8071.33546725572	20510.395343341	5605.47416618332	6561.21281141387	7292.70243064064	7232.33044763751	14266.645147231	15375.6057600948	15849.2225396491	8404.29003849934	7616.36321086849	8855.68186680471	8849.04495838249
"PWY-7664"	20.9799740098931	0	162.985668454426	0	227.732118254299	96.2376866894639	73.8024215549955	93.3909029030085	80.5369928685277	0	60.8250023825142	12.2358006347852	93.3589248988695	123.470203946398	92.7087939228193	100.772575912372	26.2033354888535	271.775320752955	99.092632786991	154.96379546118	83.0550490531431	167.061199673903	20.9457918988063	168.475492128074	117.344015824971	378.528479318408	39.1259394358363	300.080954309713	3135.68487479131	197.634944315961	99.5470325151426	89.3250672400402	96.2226707345002
"PWY-841"	7637.21036148064	6663.17692688467	8927.45833549492	9417.41962733415	9438.42316488593	14747.9800588095	6633.04325064672	6602.17773132467	6375.13372581344	4337.96795366189	5353.66274218859	5507.64066247417	5252.51117538761	5713.02695756104	5800.59562698425	6858.87988450246	6238.09371867912	6164.26593443873	7470.95610044885	9195.62552638695	5095.24208116858	13282.8629402651	4235.74507568464	3509.22235971855	5493.37921171308	5798.60797647454	11461.7626477978	10499.7586743475	13916.363458168	5943.12865799946	5782.07188028928	5493.02912248507	5413.69529329636
"PWY-922"	3052.80172911906	3564.16113526965	3809.11676440004	4003.30071747389	5319.04014040037	7737.58495962747	3081.91119547894	2826.49717135328	2236.47865172286	2139.7725080857	2609.06087964718	3113.9353937062	2825.41199041888	3866.82802031059	3009.64042377478	3845.28388130147	2721.12553091579	2586.42097606453	2914.77988824842	4115.40922965746	2800.16642993642	5010.44631697531	2471.42227751387	1780.99251530054	1562.61385863576	1686.95899071059	5355.6898321548	3438.18376207793	1515.47413922485	3328.2751036835	2419.18095137252	2633.43525253149	2114.2516138599
"PWY0-1061"	390.200099603571	254.410016944057	836.083902742088	550.140415647853	317.499851244833	893.435128891158	631.958893772924	1017.29703234698	340.175469306059	204.149744759603	290.37995720769	402.851441906796	827.131445598145	584.235926211432	275.698027528667	944.215941350767	467.673117740639	356.821125772377	876.312153712611	261.457512977666	415.233866635624	1292.56449139738	190.770552373081	158.432201748109	498.847618756578	747.475032812221	621.097129136186	1943.82978117102	4824.29342537725	434.031278354899	362.102296095504	557.343443532848	399.069833131527
"PWY0-1241"	116.006402673679	20.9223540333514	133.232124140751	249.813085903874	66.9046357890961	278.755784615496	242.989158994275	480.529299168469	130.919008732144	73.2837798066473	35.1670296733931	141.328575102693	368.576548328088	74.5423448405206	34.2125641179699	68.2995828867986	185.62620476989	356.435107652562	216.271370481082	72.0725237614979	214.562111227799	467.244298964071	33.2449973986931	135.270729913821	1508.0766332502	347.503212245446	156.200462700313	403.484571747552	2169.5984780322	92.0075030820338	112.667587518067	132.273246085582	84.0490971590152
"PWY0-1261"	1504.16077635973	704.063064948478	1922.01891811588	1452.49877735409	1653.49517585816	2907.93967437405	1775.9354268133	1606.72033728054	788.972482098228	2376.86670066142	870.375184392385	626.743089159158	620.450914732272	811.033576809343	610.913673321588	2006.39019312282	1636.39390719328	2225.05268020565	2045.3154289326	666.019886145459	2177.14388727159	2760.301364398	521.62779828315	631.60004075268	1193.12024161734	1745.12135570192	1989.50686042793	2549.31533261413	4272.879433937	1497.16944593952	877.988889896101	2002.47363682926	1309.78834594153
"PWY0-1277"	0	0	8.13150669103425	0	0	0	0	0	0	0	0	0	0	3.26353077817852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.3269177832015	0	0	0	0
"PWY0-1296"	9201.87369942164	7203.23908743169	9559.8541125405	9088.86330191869	10807.7213372828	14362.0830332287	6606.5798044012	5892.47125593941	11341.8274326418	4456.10386299977	4623.34806591205	5332.38230218869	6410.59712109239	6825.38899576861	7304.35959221148	8144.34705909263	7807.4975137502	10131.3096360684	8029.48349821176	9397.32297347527	5942.98767392858	17709.1585759278	4305.48786869059	6171.8045593713	5537.38109409237	5855.22373310151	11450.2756341385	10935.6883380431	8123.36402159543	6796.726126821	6449.53973448253	6525.5501856343	6397.34538636187
"PWY0-1297"	7116.28612018666	6239.12339108174	8187.00831264304	8122.16531241169	9649.30071520523	12488.0292154084	5496.27915868726	5402.13823423139	7986.12662357196	3930.30308234839	4557.83877961846	5002.25016607468	5455.14899363973	6190.0277193746	5877.24088551475	7618.4755955911	6237.4274701311	7916.61124597246	6820.56591817208	8202.46247323455	5421.04937644441	13089.1353502997	3988.6465772564	4893.39233090161	3899.54007463363	3959.95153843992	10096.4434585224	8825.31036517342	7138.03284095866	5891.36353018226	5254.16850451458	5459.78118472027	5033.24176442386
"PWY0-1298"	7243.12357934367	5977.13859122973	8194.99376045416	7650.54324471095	8769.43481346346	11864.7850691373	5397.27472096779	4928.96689387007	8203.03974250635	3942.82246866231	4202.5288895695	4806.61082615748	5269.64578152856	6308.33801315633	5516.67776616022	6967.56437054005	6183.76719307993	7628.72961760982	6498.85101398231	7575.29478622808	5243.31737561239	12438.5969099049	3777.79649009684	4660.09811465918	3715.5569938336	3958.64778367575	9449.72998831329	8643.80832219348	6699.61075134076	5635.03611888642	4872.0587038306	5448.83187430248	5058.59168284021
"PWY0-1319"	14326.6290465551	7733.92521667337	13666.5885476815	11902.2505002459	12285.2166664869	17747.346758708	8963.63881509019	7969.45917963161	15076.1253608197	7581.03955290891	6343.84514108478	7795.661590795	8078.54823680003	9788.26892623278	8034.56384257743	10346.2406958841	10431.8355778692	12159.1015252873	10385.9522168613	11220.8885231445	8751.77264674892	20803.8788104623	5976.30442922751	6898.04958426009	8250.94644087648	6904.15482233845	14638.1723993215	14908.9481463715	12664.1924272352	8568.9607685759	7617.29572143654	9102.1463993023	8683.96343122461
"PWY0-1338"	0	0	2.14623786746868	0	0	0	0	0	0	0	0	0	0	7.21289102052707	0	0	0	0	0	0	0	0	0	0	4.96044076265022	0	0	0	30.2822657893331	0	0	0	0
"PWY0-1415"	205.829046568746	26.0795673583084	238.232172588037	247.039399350578	63.4499232620219	613.886052821207	247.947015171939	58.4366174568203	35.6954915281987	34.8413610584818	85.1929128886919	101.506760294625	18.7656513995363	49.0473081945846	0	8.87358835044835	41.3383784381639	70.2241523633432	83.2817263941242	53.8287687363221	50.7970378894009	122.051772599273	70.2056813066607	36.4583493758964	32.5678549918443	204.972764256739	14.3167727209964	200.946384008597	617.286073612543	57.1007847650905	38.6202212196647	80.323486341303	180.065358460183
"PWY0-1479"	297.355587967241	105.035127880995	498.715525549653	462.00196679319	253.039848575271	1253.34970552394	281.131320704512	357.863532454773	264.220065699729	621.568668389169	204.666140262962	279.830152064931	151.007358452319	176.621169453011	104.977725650501	677.952214602119	441.192747815022	692.528680882626	581.528654494952	228.081396111782	535.246512419865	1025.51136603584	107.501059508379	285.107847047471	1130.47672287525	451.999334959971	342.253407488714	769.214873687581	1899.13716489968	391.111909803111	307.99428873197	409.207562023836	327.994156616677
"PWY0-1533"	0	0	105.063804887213	45.2721873765943	0	390.391393837946	58.0782877210024	52.4187803956166	0	0	0	0	0	2.82008596227803	26.5306226564294	30.1618412454412	0	85.5179749209384	90.522810758586	0	53.055874560889	72.9447760654997	0	0	0	0	0	75.4871316817999	106.692737641587	0	76.9167708742067	47.7384718766459	0
"PWY0-1586"	10279.1133476192	7314.97683326208	10388.5906675292	10103.2189907572	10730.4848517819	15128.2393384787	6503.59072406573	6325.11437742072	13673.2995823374	5716.28275103868	5629.74497168865	6418.12063906853	6735.27481211202	9150.1947476466	7842.43465388297	8060.98127593139	9416.40511911087	8482.83243772799	7825.5214910681	10085.9131329269	6277.27385998884	16817.7979550438	5080.32944924234	5873.1367483126	4605.56034400558	4809.78947566547	14444.9949074415	12429.0422488437	8408.66971974963	7485.84528642973	6867.67532415069	7455.6171282215	6868.33648287068
"PWY0-162"	7249.93862124947	6726.83011901389	8959.77496310399	9384.73549839946	9562.81180105253	14845.4532288704	6529.41343665711	6650.52203162491	6455.52828297644	4238.30995099563	5467.46983609982	5555.12037121352	5278.93268987552	5892.63835221179	5865.10128888503	6862.45539255242	6208.54050255955	5943.00022430762	7378.6278893416	9228.56929628344	4979.15849548857	13072.0600629921	4273.36232534522	3432.30246132162	5426.16968249427	5667.7566921593	11622.6389835715	10457.3779501532	13505.0096268294	6015.41891421372	5776.09396152828	5473.12728034477	5380.2524998565
"PWY0-166"	5441.31756782973	5666.50170484406	6984.18167557119	7513.35832184934	8224.97488249561	12600.6471246294	5258.2010672407	5468.95674307173	4502.06070986649	3495.35910922111	4721.77330120315	4701.76283462048	4517.67861439035	4947.84653386072	4695.34268583998	6138.97072737756	4847.8845980537	5115.01999110544	5973.62365257025	7566.9571905357	4370.9278931012	10007.9076385221	3644.69242713342	2942.85088715115	4495.33644200846	4788.2490502333	9336.85825342832	7743.02894672239	7945.28351699039	5042.63178997179	4473.19814513128	4386.06022540379	4067.41616381803
"PWY0-321"	6.84873125859576	0	3.54895239788544	0	0	0	0	0	0	0	0	0	0	3.03180121342777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8837341439196	0	0	0	0
"PWY0-41"	49.0979053983139	0	175.464604422831	308.698194400601	0	592.578980479531	0	0	126.548515720423	0	4.7581027510078	0	19.5754606105281	36.268292095406	0	0	29.4570171770598	41.2629928885932	0	0	0	29.876038289757	0	0	0	0	66.9991418129887	0	866.767313007283	0	0	0	38.6726356042213
"PWY0-42"	4.375	0	2.06582776362854	0	0	0	0	0	0	0	0	0	0	2.24	0	0	0	0	0	0	0	0	0	0	1.24561403508772	0	0	0	19.71	0	0	0	0
"PWY0-781"	4475.57730437105	3268.56541400811	5191.90773833346	2290.63439212319	5348.60765241333	7619.76427652905	3282.50819064702	2167.04400475182	4817.20657145215	2246.67034851972	1754.69049170895	2344.7466774037	3389.96001346664	3881.11987459373	3015.82811912847	4365.28764916013	2535.6744506674	4255.37886497312	1659.59922306569	2176.85057873723	3085.65123738345	4299.74766629342	2012.19592645442	2576.34812938385	2083.95458377679	4012.61627860817	2283.68066998286	1593.46763944259	788.099596322437	3713.76426324009	573.150159117511	3435.71005854242	3168.01197730256
"PWY0-845"	1947.54553366646	319.59633595613	2264.97048975684	402.226074918769	1089.37455362367	2149.47324865814	1278.85463522315	1349.98789157355	497.487588342481	735.116072334903	718.504821989429	570.984064408093	1044.37671764266	667.802803330769	300.493891506338	813.63484282196	194.476196252575	750.301071572323	910.391871177735	814.747175007943	659.312975721075	1840.60321973617	576.268900863615	323.785355181069	527.868277263028	1800.62323983218	534.493370306076	2214.17511865244	8080.19087216822	818.24407417189	525.550552686806	769.799049470418	983.13850871662
"PWY0-862"	17.9855969441996	0	139.898101968872	0	195.63844161751	82.5438229364258	63.3170262020564	80.1616935170087	69.0767312570634	0	52.1978004449633	10.489887307616	80.1405963676987	106.001842542317	79.5754846837958	86.4834384452817	22.4668266976098	233.576537036149	85.0320546707685	133.043837989918	71.2793504846622	143.329140309614	17.9615485548113	144.836681240265	100.763207971878	326.470488073774	33.5473274811406	257.786084143725	2741.64393913982	169.879498642383	85.4559691817178	76.6550798724811	82.5829840577917
"PWY1G-0"	0	0	19.3471564200747	0	0	79.8372868595426	0	0	0	0	1.56209539592936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY490-3"	217.008736269353	331.295891454087	632.839523016086	544.881116551574	370.180435233043	801.356092573949	497.81470045758	328.738654159859	485.520058427411	746.409790351486	179.047208773301	285.838652748327	591.205217180216	330.466548960314	966.83638796624	340.225360385886	734.635443072114	1299.16037409867	542.116568492588	849.696847436919	562.620571332852	3930.3152495261	286.879470595936	1125.67646545055	1692.82821167286	2025.23201458406	810.815207507742	1118.33790851566	2.24994714930392	967.163342913936	755.948874295807	738.062443288081	719.067216832943
"PWY4FS-7"	11212.1634351669	6772.97941280528	11544.0032508863	10063.5161116217	10867.1981473073	15777.533654829	7066.30756635555	6707.78623845219	13156.6681031525	5959.89150740739	5547.41967926929	6532.50017637761	7039.74670673806	8485.19001278214	7025.83081470989	9114.88213681662	8944.42319474766	10282.528183102	8814.53884101683	9860.73801022286	7162.29282798175	17371.1786606688	5000.49605555202	6056.14513458788	7151.69028305157	5941.06200337619	13010.6024789784	12521.6027330766	11592.2851776936	7361.51621254563	6531.05727684966	7594.87120709606	7158.59336642763
"PWY4FS-8"	11212.1634351669	6772.97941280528	11544.0032508863	10063.5161116217	10867.1981473073	15777.533654829	7066.30756635555	6707.78623845219	13156.6681031525	5959.89150740739	5547.41967926929	6532.50017637761	7039.74670673806	8485.19001278214	7025.83081470989	9114.88213681662	8944.42319474766	10282.528183102	8814.53884101683	9860.73801022286	7162.29282798175	17371.1786606688	5000.49605555202	6056.14513458788	7151.69028305157	5941.06200337619	13010.6024789784	12521.6027330766	11592.2851776936	7361.51621254563	6531.05727684966	7594.87120709606	7158.59336642763
"PWYG-321"	21.7899230722322	0	169.057003453605	0	235.224869188456	99.8725255727301	76.5791998008641	96.8417138763844	83.236102993221	0	63.0501713797195	12.7032462300084	96.740228738345	127.531554624843	95.2593165158508	104.46675615356	27.1137697027347	279.293546825481	102.636737361152	160.014234251909	85.9630687430661	173.105636887364	21.7348677409639	172.213772456161	121.098328745479	391.980558734397	40.5338536645684	310.619065817572	3245.01646939542	203.935539682804	102.870036411444	92.4806128786916	99.6689738765278
"PYRIDNUCSAL-PWY"	9825.0597369331	2455.57397273414	7587.21201635678	5334.67079152452	4553.78582634584	6157.38087877218	4506.28319882774	2585.07522032018	9953.4754219221	4014.55925348887	1777.26609100934	3141.32464554527	3609.93060431711	4735.52180294178	3747.66646256254	3943.0876278475	5957.58520484984	6867.72276273025	4929.50400007766	4463.63645877045	3981.21416453342	11564.1410941126	2258.2157709018	3800.31510314866	3916.69277682593	2973.65252343012	6352.53395415593	8422.12137101641	10194.0148045716	3888.88050140597	3684.9349098628	5058.61117343192	5113.25491122864
"PYRIDNUCSYN-PWY"	7372.86339676376	2742.12044169106	6890.6004611198	4918.20670732971	4071.84817593602	6545.04505204636	5338.05409585317	3594.00215218897	3665.11765763497	4037.24148868176	2338.48766173232	3415.37402393965	3422.77945227043	2982.92309786947	3374.1104878721	3969.00848536015	4773.36467096486	5375.78150772674	4857.59627877335	4211.77743939861	4248.70698988263	11457.3501221166	2654.661094088	3005.37133184539	5278.82710323727	5105.35615317792	5042.23484957833	8582.43044265186	10710.6095100747	3489.90493996784	3575.78545111133	4505.57560006757	4655.71915571924
"PYRIDOXSYN-PWY"	1565.13551010471	248.911886794114	1771.89657253357	316.390063348883	831.670526213427	1597.2929602387	1042.45309272341	1049.44927049887	380.855222174931	592.204063715225	544.739126681024	451.33166141664	815.405617844689	519.353567181874	234.251554944253	643.213986032901	153.669833395238	598.234559777804	713.571259815691	623.351780295791	531.034648158363	1450.77517867628	455.221673684343	252.775621656516	435.465868277886	1659.70234218205	408.471863378699	1725.27855773217	7292.37658348109	634.48131936178	407.026630185129	610.850754857068	784.054438059044
"REDCITCYC"	64.4590807423345	0	1569.57891319425	0	0	3300.57039974416	24.397076584249	0	0	0	22.5722636354758	0	0	10.1718059501926	0	0	0	0	0	0	0	17.4844790579907	0	0	6.9946077133354	0	0	0	1841.28964386258	0	0	0	0
"RHAMCAT-PWY"	3853.9837522598	204.937013115798	1275.84964450378	1255.32763714311	549.396027382916	773.411763242987	1557.95679917706	368.865240318719	194.146707584602	307.661022645183	348.159626249686	569.992219632047	211.744676892927	319.906886278036	233.605501043267	502.05568662648	329.070799843016	454.344809037766	478.379492900299	458.793849555252	386.956176223442	1113.68869429794	382.600718622069	274.541881965602	251.087058927508	1217.17638080172	710.732908034283	1324.09565757806	9576.50346675307	408.231059978451	353.827292687231	594.252538166755	522.202837221244
"RIBOSYN2-PWY"	9781.18281148054	4621.83841514735	9164.14268119534	5959.94835079113	6998.88588290044	9684.52090242785	6919.06720229641	4400.14497209646	6311.63735304222	5302.38546160847	3101.29109775072	4758.41373349495	5078.86450002576	6075.9513806195	4660.09207630263	6076.97126647889	5650.86095054292	6950.03694802663	5245.42030762808	5277.2501387852	5851.4084671307	12809.9855677525	3820.69708382349	4009.89400940504	5854.95201767825	5463.29083574636	5813.21339552222	8918.30697707293	9931.87909227416	5637.90006678526	3784.18679698447	6050.02376977421	5756.06278454206
"RUMP-PWY"	806.892225864755	895.584668541975	1927.71389420445	1294.51069378666	1265.58253072056	2335.34711224486	1421.44508002592	1457.85016130375	1377.78207661314	616.586475031291	689.746944664451	731.443715318047	898.440035129767	319.453058360949	1834.65826693462	1181.85263105677	1782.51194537461	2185.00374316283	1935.60860712556	1429.59712476816	1285.06322333269	5886.39909446999	684.829625400949	1522.33182919447	2454.20744588607	2900.69187775275	1912.35548603863	2677.37168185919	3513.93186750618	1284.60369515861	2005.49425374646	1082.20389390741	845.627537604592
"SALVADEHYPOX-PWY"	1214.0032376992	1253.9612311407	2662.42206810216	2609.30144753859	1903.70772328839	1916.29067902954	2066.24594363951	1545.57145650661	1213.24584519869	674.164760974077	711.455675797887	1394.73739150778	1818.73936203908	507.483942150583	1825.32359360791	2198.60590393756	1929.85275305267	2560.35125827913	2183.97356866581	2281.93110821922	1593.03118968636	8829.55368505656	1112.89280365525	2077.60998619863	1478.72050670601	27.3164709420083	2813.56812629648	3052.20560001398	10479.2853289049	2172.5700615481	2978.05525778401	1816.12394469387	1874.60423716219
"SER-GLYSYN-PWY"	11531.9962758962	4988.43705692413	10304.6653578637	9441.81737223569	7567.53950733193	11511.5110163917	6908.36999152689	5802.17107123957	11766.0943328387	5687.13844132199	3811.14058110775	5325.9104776152	5272.71707099214	5907.54882512	5907.60607841011	6028.20845055817	8339.51613489385	8141.84422113163	8260.29582286589	8110.84619585569	5759.19190328231	17705.8928243217	4002.66117495348	4487.00784941551	6115.76423445333	6170.66596806225	10900.4613922482	12844.4184388552	12587.5650234679	5968.08229474671	6473.75708475118	6767.32485400563	6982.2106680681
"SO4ASSIM-PWY"	415.513671831975	184.269009185063	1068.23794839958	376.193781388842	412.373384086338	1179.63191766203	624.876741130227	611.418443005754	226.819675219819	237.040514123248	202.897562020508	271.036247295496	554.931943671435	138.452637125079	259.548379265846	386.99058897884	310.757690034774	623.638831437339	460.105943870048	470.512693140947	369.798117153449	1176.93317552104	225.139874611619	456.980956334664	1481.4655970564	577.89759602852	417.568890152051	1086.57511093366	4451.94465859777	489.193620140783	347.51883905521	420.961288700038	461.859016901098
"SULFATE-CYS-PWY"	887.000547385807	388.437807026445	2076.98877540547	790.734708634549	850.603399189464	2274.15599957972	1251.95667549731	1180.93577828523	481.413194248924	503.938834620889	419.686092189066	564.346574086951	1079.82501266263	297.767277141831	541.222487943969	797.276529275121	658.447430859553	1262.80569032399	952.788366060316	959.163522852909	765.038918348953	2397.43016090338	464.628272023684	881.999664856583	2582.91274487995	1163.80126795066	872.029458943773	2163.00164819741	7224.47522918934	985.484078940118	718.529210507156	868.657813791696	948.538574790264
"TCA"	4540.85007825189	1066.49896386605	5623.94485429538	2304.51075129627	2529.34820235413	5482.63911910994	2744.39455505195	2354.92081326901	1844.56894077864	2662.15089816747	1386.92840135686	1953.73834213586	2271.92405424457	1856.35144433084	1134.01027430933	2888.15809020065	1741.18480271325	3252.87200316479	3064.99854984465	2266.67056137384	2314.86881017616	6295.46301339618	1380.95270599762	1466.30907400981	3640.16632973159	3215.86258455656	1868.05627594785	5418.71111991734	12849.1122189665	2321.27954671186	1840.71720304699	2677.20031899608	2865.43226566815
"TCA-GLYOX-BYPASS"	66.949617271697	0	98.8166740966332	0	0	408.177074920069	0	0	0	0	17.6374278378444	0	0	12.0535886271032	0	0	0	0	0	0	0	0	0	0	8.97805922781776	0	0	0	83.9631801075359	0	0	0	0
"TEICHOICACID-PWY"	1859.60248786447	847.410503781448	2648.32626243946	869.355440005827	2059.88806386732	4432.69310121816	1812.41217790446	1162.04487538601	454.092106544703	1110.11337350384	1481.1207925585	1834.76565930846	1289.52929258613	1034.71175761739	1078.55649849118	1945.97681451932	1038.10486556372	952.035216504175	1074.57363289475	1067.19942212055	1691.19921082211	2343.07712910133	1456.16064284054	643.050020258702	2188.85280335774	2747.95467411628	972.094355085005	2037.02160675676	2318.37439728199	1594.14891129757	557.113800249929	1335.80554220063	921.622321231948
"THISYN-PWY"	6053.13120078085	2354.90067551101	5907.72130981352	4239.73329669227	3528.5400022241	5328.38075077174	5250.48277868325	3449.83281404905	3142.67965887217	3978.56370763976	2027.16475406799	3218.32752607898	2958.98977725297	2983.39878531066	2394.64522401971	3665.6495098913	3501.26882599041	4477.7658704886	4101.06478341518	3317.36274786419	4126.12234743121	9003.61600025354	2533.12916620933	1950.62773045202	4565.5582476185	4814.29267348989	3176.92463606887	6836.87974100317	11271.4893001827	3146.48695227324	2694.25975116452	4039.96711878652	4167.70856460372
"THREOCAT-PWY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"THRESYN-PWY"	12396.6973770274	5152.67748269855	11572.9709513833	9782.76572701017	9044.78557569481	12652.7003483028	7924.0935701314	6655.49455424854	11550.7281810716	6973.5951803626	4664.24879365734	6422.10297839485	6335.46126173817	6519.69357607778	6123.50873870266	8400.29164117685	8922.95780797502	10164.4081607422	9464.83076094272	8679.39575510416	7704.42517298879	18598.4945211241	4881.33832019322	5376.52866860308	7734.17210550287	7245.28562825426	10805.7496637158	13891.2911312666	14208.390548558	6641.7261919669	6513.15720595168	7585.9444364452	7598.94966560806
"TRNA-CHARGING-PWY"	13065.2232534242	6205.78151412667	11827.6681222493	9988.2137945303	10245.4122582692	14267.4890341625	8405.72352365636	6871.20218960679	12209.2692770938	6760.19912703872	5109.95067864335	6716.92793327445	6934.11786677496	8073.92430172371	6717.46181667643	8927.81348569138	8954.26550462457	10574.9823541779	9049.25008242093	9258.15591083662	7716.19423773946	18443.6646128037	5148.71986181558	5876.51734064352	7674.80350522005	7312.62622686572	11869.2668715704	13104.8395386919	12815.6668523362	7373.62375389767	6565.62816032393	7955.0347161996	7719.34482626736
"TRPSYN-PWY"	8453.03963987494	2845.57633262067	8267.55704039511	5231.05440041315	4629.60076629365	7593.22370237156	5132.96300694783	3938.74061632487	9752.3038847484	4587.01341642205	2264.07938708204	3682.09564801163	4042.933501853	4486.98060900212	3671.73482165702	4152.05004110345	5995.27176725593	6224.74637674622	5510.03591336708	4990.77320698033	4384.87894620675	13199.1172859893	2792.65700295808	3289.85151751549	5240.20837876681	4333.26826770609	6787.08092817209	9425.34413593219	10854.736037813	3848.321400144	3994.37030057515	5287.15755454756	5529.84807443112
"TYRFUMCAT-PWY"	5.64360262852725	0	0	0	0	0	0	0	0	0	0	0	0	0.953485785977018	0	0	0	0	0	0	0	0	0	0	1.4280962873654	0	0	0	0	0	0	0	0
"UBISYN-PWY"	16.6411668435528	13.9491172478769	2.06233092783412	0	28.22684799637	0	0	57.5146215414873	0	80.552399445184	27.3960180371618	18.93894166286	30.6121398934041	5.35692557296869	20.6532132179452	0	0	26.0457821140379	0	246.79268842309	236.719645880333	111.285777673639	0	0	163.973141044901	0	30.2734954952721	153.022458682187	63.2675272424372	246.295310841748	47.4362978236101	0	11.854321842393
