"Julianne.331.JEJ_S219_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.JEJ_S211_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.JEJ_S206_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.JEJ_S207_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.JEJ_S208_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.JEJ_S218_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.JEJ_S200_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.JEJ_S193_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.337.JEJ_S134_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.351.JEJ_S150_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.JEJ_S178_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.582.JEJ_S142_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.716.JEJ_S110_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.JEJ_S101_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.JEJ_S205_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.JEJ_S212_L001_R1_001_F_filt.fastq.gz"	"Julianne.665.JEJ_S210_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.JEJ_S209_L001_R1_001_F_filt.fastq.gz"	"Julianne.835.JEJ_S198_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.JEJ_S199_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.JEJ_S194_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.717.JEJ_S102_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.JEJ_S177_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.841.JEJ_S104_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.853.JEJ_S120_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.JEJ_S277_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.JEJ_S196_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.JEJ_S197_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.JEJ_S195_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.JEJ_S118_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.663.JEJ_S126_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.847.JEJ_S112_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.JEJ_S164_L001_R1_001_F_filt.fastq.gz"
"GLYCOCAT-PWY"	10326.2709309105	2369.2899400509	3215.21938129575	4670.87767834954	6935.23826026752	3687.14618746914	6789.34871864404	4071.4346609292	6214.959823574	7226.21370613601	3938.91568247567	4750.15490595281	4945.46306050011	309.318511471205	1643.47065562524	8761.54042448404	5822.39348048271	4890.36234551631	3647.96721797472	3820.38509145935	2572.26977943453	5667.77907069607	7876.75952297228	7003.2912179973	6249.362458967	2602.07978473806	3809.21135889678	3605.14034231289	715.276362229661	5530.96741909788	11044.8545806935	6056.96343531891	9401.09165140443
"GLYCOGENSYNTH-PWY"	15378.5847841276	6328.66923008899	8878.90692719739	15284.5066511453	9605.70730877883	5798.87307259193	16970.7932863873	4841.90819356944	13703.5575045537	10387.6351022156	8330.87475616579	7036.60443128334	6452.04490714753	13394.6022088785	8805.29674349524	10932.0927139777	25292.0966443854	8217.59862159199	5637.28655750845	24112.4912539577	18533.4940804817	9012.24575085563	12598.8990281192	9765.63749333657	16472.276543186	4663.46627725381	7195.54960970289	7669.00917784307	21199.5888899525	5112.6308754301	21713.5467538371	11159.1028884461	21627.1881327862
"GLYCOL-GLYOXDEG-PWY"	1400.53559900103	1.33983165715521	478.832754221165	68.4840270927845	1082.73812278956	319.021327034119	885.057420900539	239.208551027005	162.738174491368	1210.94397633118	815.373890273037	172.988714203342	765.441499826524	55.5949115324829	75.4176733958249	649.580315529043	4.85271257844773	391.690134889424	609.459680092837	25.4200607704548	17.95614727684	1635.81469965577	757.84763398756	582.146788012792	103.154896364003	305.07326634734	164.537453102998	586.842508202392	0	138.614128711665	204.261840896944	527.922042001368	459.796332080214
"GLYCOLYSIS"	15624.5223929313	15243.3220976875	9891.98940497638	10222.6403562591	13625.6143237893	5712.74370367394	13517.7279532693	13910.3157077309	12597.8322846543	11983.0609678695	8061.33451812441	17532.6034039003	9556.07492330205	1427.16465751264	4314.51858328768	11327.950572033	10728.1845788636	10462.298381173	8007.2107900265	8163.77842105209	31425.3260972573	13471.8539072424	12187.6504123682	10611.4321075839	14507.0594688572	5978.98153602615	7984.20499621432	11173.2930639366	2177.28830467323	6833.55357100939	16593.7330164089	10090.7967540242	20530.4907815164
"GLYCOLYSIS-E-D"	13296.4880995519	4.3537261320845	6121.1923712393	1429.07130225297	10351.972787742	3579.89056514994	10355.5729028529	6681.58291662389	4376.77353053796	8569.20907164742	5494.24488110788	3437.13795039878	7587.22210718602	827.1012922355	1331.48339170061	7692.03735582679	213.040060698337	6063.83063644208	6228.43408849218	256.178658483223	11103.1605800376	7769.09681793538	9245.49128728133	6432.79909743057	2283.7102267584	4568.35090784809	4371.39143067058	5741.44643836484	1325.43269339767	2225.36620731968	4447.99950457353	6164.44681013332	5330.64483096416
"GLYCOLYSIS-TCA-GLYOX-BYPASS"	0	4.01899337863548	245.54710773223	268.712166154856	30.6523524861504	13.3418249580916	0	22.0468144333137	584.478972098109	0	341.329457880813	710.913137814883	0	26.8810903645468	49.471115326572	6.3778871619289	20.4449211135771	0	224.514317121664	76.274163101278	0	13.4537882731347	0	230.873291149001	0	11.133865670927	0	864.889761995234	0	179.329778240966	587.464818253773	6.37274757983138	0
"GLYOXYLATE-BYPASS"	1554.3084021037	1.33989427976197	365.151115165929	68.2906192011911	1242.25509535739	307.741752556133	724.978500000905	211.05433988885	159.450030390156	1076.30430142458	665.305012222255	175.195105541192	812.748964845652	22.5562336530078	60.4297880532167	635.972653764802	4.81805029879327	369.99586994541	531.497197692942	23.366482504604	17.3876297849161	1337.78172561101	1320.42241687862	580.522014774024	110.157750404087	264.322729394064	150.064658683432	436.555705869743	0	140.074577623972	216.390160488887	504.63414474026	1881.2773881893
"GOLPDLCAT-PWY"	483.62405223201	341.338462317526	287.173641549411	738.035588836774	685.890823591351	334.143239735463	592.308596712343	2431.76201149244	2996.47892979195	596.657404783817	389.744334010104	761.539421905406	180.857827919328	48.6895575156562	332.379416523994	191.225510783925	1214.71369774054	417.609142034771	169.021477083069	430.437892753548	3133.94737091812	847.367297694512	118.269694094278	654.860756437898	407.264885779943	375.22716285035	352.544235659089	4739.07644517458	755.193475521701	76.3697528608314	1210.13720752452	508.975730064092	132.883896842719
"HCAMHPDEG-PWY"	0	0	7.78909090909091	0	3.74181818181818	0	0	0	1.93380338525649	0	0	0	0	0	0	0.774545454545454	0	0	0	0	0	0	0	1.24363636363636	0	0	0	141.501818181818	0	0	0	0.774545454545454	0
"HEME-BIOSYNTHESIS-II"	123.546904274324	9801.37656805837	26.6661859259329	670.960661163432	39.6475189584478	7.96445727238584	7.98659651653119	2.49818960551798	450.19801462511	19.9138076976297	94.5847716126537	6115.57248486734	21.8546728835044	3.95924358816609	23.4068333755347	39.7729294563929	155.187400784986	17.8227477761734	28.1563414126944	93.8003025583534	0	1.49950516958758	39.6377644057444	340.739584856116	17.867240168219	18.7470813234423	0	249.956264572764	30.2318871132638	31.3127564703889	138.723057350726	227.059211794882	63.545022450533
"HEMESYN2-PWY"	3429.53966712446	9627.87815755407	1037.07683912615	1796.99317937453	2532.37364137359	861.057742202724	2121.14614414206	1598.1042352971	2041.51976702487	2180.38056979586	1688.4062982626	6738.35615422355	1670.72226452651	133.695638298532	405.108693492998	3446.77229147725	3082.78061213641	881.545607864783	1119.82068405581	2167.93753624104	1299.74737466193	2037.60134156924	2177.13138206034	1808.15502770196	1364.24180596863	677.37939894679	576.538747711377	2724.57106242537	318.766771583219	760.587843051943	3373.56425195064	1557.80147363826	3656.2938025843
"HEXITOLDEGSUPER-PWY"	909.29768749386	13949.98764072	1122.34854009113	1472.71631690188	624.70352211946	185.12713486712	666.746920000408	1264.88778347667	3196.83527609576	653.898209327889	1340.08982104091	10389.4559794195	977.805230034833	177.019647350187	652.546784880627	454.472048109049	261.243647881073	835.113741909101	302.715561981633	4133.59906765841	2007.21063369128	511.474996497305	600.451042429442	301.487378830369	920.1625030047	0	31.8350061514222	4899.77852642377	828.910050940188	255.804722444534	2034.30895895024	268.371621046595	634.440322352484
"HISDEG-PWY"	145.202824133505	8801.00473846066	142.5	495.023203382709	288.021989804811	52.780081300813	113.684210526316	209.46222512519	794.324106787196	120.210952990701	249.134210526316	4967.55412747917	14.5494186046512	26.5	102.985872790083	20	1453.2020637183	34.3121387283237	67.0087666263603	1039.56345303212	331.992775436484	20.1036585365854	21.4844947735192	602.521310770283	272.735728226397	29.2117505168849	9.30050251256282	879.351057463401	154.5	53.1283459162663	869.502768703816	361.364437731241	38.6976744186047
"HISTSYN-PWY"	5140.87656855136	9210.37723915958	1064.18039914095	1954.5307431518	3918.1595904354	1826.25713743339	2691.0372620123	2355.97639105544	2539.3589718707	3801.25830619992	1645.98002466576	6618.35384197803	2849.02408417568	47.3036942836914	446.651095907567	3891.44593748172	400.810941986109	2249.37500941169	1909.35377656513	168.559223746513	451.074584453502	2610.3095734101	3604.68418432156	3636.02741475926	2437.02839314737	1326.39702636494	1911.83600176152	1067.4729324211	43.7246649656667	3629.17140183158	4551.55736611048	2643.78995951574	2916.48904783699
"HOMOSER-METSYN-PWY"	4445.64432924979	7525.33204525863	2176.7752186534	1679.20687530379	2680.32699437097	1526.18207065744	4796.26993625195	3636.97457286538	3111.81429090344	4845.5041988303	2354.61007284712	7773.45171448508	2925.99935906723	380.572741473584	1030.6084036687	4004.57997878725	2629.58031130222	2523.73736602487	2836.49675277575	1673.25293104969	979.928073023225	3668.69553139486	1514.91698994298	3015.12222514419	812.935410780753	1726.91251527354	2002.70369144085	3173.98477115135	452.675821651071	2467.16653957443	1846.58866396697	2781.01414615421	1241.43423033742
"HSERMETANA-PWY"	4294.59555300415	8391.0166127179	1377.46783125326	1442.86307702535	2589.99848761237	1337.04596273161	3285.19977876797	2488.8373573297	2511.55239487444	3929.7265566105	1724.47755975866	5861.93524701764	2602.9597726656	84.1015641878754	567.666559635914	3961.34583590598	459.96984089829	2114.04052854005	2085.72843881389	173.404558199401	590.912318736091	2832.59953085995	1422.0327624481	2741.37037485003	796.618186772862	1313.12343111046	1633.34037989563	1016.8638170531	68.1880937962673	2392.03806552866	1746.46161881387	2357.84265223878	1153.95568646607
"ILEUSYN-PWY"	6924.94516319148	13556.6872721894	2104.04708679869	3664.23138092137	5878.66964762337	2836.77699740004	4771.47992957966	3658.33788430532	4646.37609207694	5943.89943859726	3226.54784197596	9384.00196243622	3949.21092326104	162.408319397638	1071.13050066872	5791.5045488437	5614.19186012493	3450.6290603888	2783.89170601207	2252.65294365	1310.27839246096	4334.41167801744	5656.68934779176	6000.6038567558	4246.30360117534	1885.73016567393	2411.36809045775	3095.10841816183	389.643687995191	4340.42196337148	8832.21068452007	4758.62344517657	6313.02260303986
"KDO-NAGLIPASYN-PWY"	0	0	54.0917230464754	0	27.2011200716361	0	0	0	12.1920194122848	0	0	0	0	0	0	5.66279111855652	51.8950429474138	0	0	0	0	0	0	9.09334346950846	0	0	0	414.430472771033	0	0	0	5.66589856885703	0
"KETOGLUCONMET-PWY"	0	1.33932130869946	12.100843802058	0	0	0	0	0	44.0989131248317	0	0	0	0	0	0	0	2.82233066512524	0	0	1.97558829140362	0	0	0	5.79838709677419	0	0	0	73.0388312016281	0	0	14.3589743589744	0	0
"LACTOSECAT-PWY"	1356.63649659885	15608.457011388	4665.02772973721	14251.8417332604	6789.67317475952	4154.50580426086	7739.45338213163	15648.4871627033	11190.3872816519	6547.99939590956	5849.01247465432	10836.6486264661	4705.60981729877	5656.99959127738	7874.72473393356	5811.42075532779	24994.7439005041	10651.9409097631	3601.56984037728	23783.3407241098	23320.5069611138	7789.18791021691	7930.86247763092	6217.84861624858	2820.95744553156	4706.31240537319	5186.57300337623	7020.85788174818	22920.9566637742	2285.80524750832	16853.8833776145	8736.67942240992	18408.7129902457
"LEU-DEG2-PWY"	76.720082049501	0.957133506383825	0	0	0	2.72695688091899	8.91731716539506	0	57.1451524495818	0	4.99928111341155	0	18.0307860337847	0	8.1047241734971	14.2794320162482	0	19.1072335849831	0	1.42855241685284	0	0	0	16.2701315861334	0	0	0	0	8.57036702573696	22.8324999174558	27.2616387787908	0	44.912757580404
"MET-SAM-PWY"	6727.96729995735	9911.34869472291	3195.36805631884	3124.26017737245	4325.73126250174	2404.40740260685	7013.03803648731	5868.42106487593	5363.614049077	7451.41079099422	3884.87144956346	10520.128970457	4705.20355056313	582.227677267896	1544.86555106996	6251.46608226139	4922.67807904591	4635.67304926512	4127.23715664876	3385.21462302621	1558.08845679232	6007.09596485496	2390.29204134086	4588.55000915153	1337.46498062856	2893.09416437619	3610.48295758219	4531.67555328879	708.529665803838	3542.86413472052	2941.06429905369	4623.49103335095	2007.8259979217
"METH-ACETATE-PWY"	138.661870607884	0	0	162.191957561016	115.484988422991	116.632331460692	0	0	218.72103174833	413.060425030708	0	60.7346758684792	113.371549765683	83.9022662937202	0	0	0	0	0	0	0	292.588023547083	47.3204937558797	432.542360365851	243.254506941707	44.9912140770903	0	0	0	42.3033305738652	431.657325396046	298.320531560248	0
"METHGLYUT-PWY"	0	1.67432309172547	11.8835114536505	0	5.7109483230766	0	0	0	1.77337847936045	0	75.6483711066674	0	0	0	9.47748931213671	1.18316139078815	0	0	0	2.32875090101316	0	0	0	13.5212448738731	0	0	0	211.890030734872	0	17.0846185469998	0	1.67057628100759	0
"METHYLGALLATE-DEGRADATION-PWY"	0	0	0	0	0	1.8749030309508	0	0	28.7413602116876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99822567476341	12.9070956673352	0	0
"NAD-BIOSYNTHESIS-II"	355.413368163976	0	75.6962680205957	405.947273167338	170.314955201335	109.703901932866	327.414380201238	94.373513104057	186.027604107668	362.967002650316	118.607183524972	0	236.071142932503	0	0	276.025181511387	25.7429231720611	222.899376923037	54.0864475207273	1.88836603435643	7.75845834937897	131.160267838555	173.515585202242	266.356946571098	473.251088783715	0	7.5953696641776	202.054977083959	10.7554653130288	15.4708538102256	819.395915047979	179.935763053126	210.92029713532
"NADSYN-PWY"	0	0	0	0	0	0	0	0	0	0	6.73163547044083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63880082281519	0	0	0	0
"NAGLIPASYN-PWY"	3730.70547034663	1.77144152311877	968.964153191982	658.593661841369	2968.58085647738	1513.29317409923	2413.31128157733	2178.00809970808	1105.87856297976	3312.97169514999	1412.91841546194	778.073551064115	2410.70528771384	36.4951278928136	420.241202824533	1654.46320885939	139.919361593644	2020.14983447839	1868.58698609303	71.8699284009547	242.822797909976	2501.67221859682	2983.24676385633	2958.68438128294	1314.09872597688	1300.39616891598	1885.29762515242	642.71118606707	10.4635463546355	2644.94829727646	2110.05929442139	2171.66820077075	2886.1404140414
"NONMEVIPP-PWY"	6882.11175294523	9668.77943611095	2897.18037665258	3247.87256018135	6250.89983314723	2292.44298755698	3816.59615862865	3253.91605516916	4176.85509376732	4887.5456122151	2464.59106246425	8874.72151657541	3586.2639590236	100.939239043757	673.443968194408	5342.43236299887	751.054910533591	3049.533414299	2808.80996762908	521.919218568371	12426.3737437257	3613.21645596129	5600.66238340658	4888.36026326895	12982.3818487759	1759.29502588741	2439.9322740381	1607.87361538934	71.0224413610754	4016.5908380268	6296.74755387536	3775.76284506095	4332.50147205461
"NONOXIPENT-PWY"	15214.6737037008	10425.3305426461	11107.2113269895	7185.51239798062	14112.4057845388	4823.68853040775	12476.9520481196	18746.4895988324	9796.28205227806	11208.2770026018	5621.823841466	17908.7466787632	10301.2187521742	12577.0735169119	15039.7809539278	12892.1484136762	3573.90331045465	12478.3540659382	8402.2373253864	1279.09726531124	32910.7830633961	10346.4015508449	9436.74383545967	9665.03716914879	15782.3111394894	6682.98985560661	8229.70647345088	12784.9532060437	12068.0216589007	8651.44251427638	14505.2673783736	8429.55484143915	8220.79892404681
"OANTIGEN-PWY"	11849.9299986081	3118.32003966545	12266.5320320156	7335.61535232818	11083.145472397	4599.43442358918	14786.3329786585	20228.1896444344	10874.2060827306	10514.7652490891	6634.78696869202	13059.4299599076	8806.02465261106	16055.7028096719	17555.1542428304	12018.0417260915	8990.15959497877	12648.2792091823	8419.57445752848	4778.53218458193	34307.8100025067	10741.5469857049	8511.31072098507	8389.22551634478	8874.98919163006	7179.96324032788	9088.64045471165	16162.1469792195	18588.4879058985	5920.00620911883	11437.5129370833	8705.17699582418	8384.68849798359
"ORNARGDEG-PWY"	0	0	16.4451727744722	0	7.98540735764772	0	0	0	3.22120250690299	0	0	0	0	0	0	1.65582019104151	3.30769147475129	0	0	0	0	0	0	3.64701153235681	0	0	0	246.838752750796	0	15.0784853657356	0	1.65567072585905	0
"ORNDEG-PWY"	0	0	14.2718494062874	0	6.85718620138742	0	0	0	63.7352637908988	0	0	0	0	0	0	1.41991182538593	0	0	0	0	0	0	0	12.2700389726029	0	0	0	256.850390671952	0	0	0	1.41989838875322	0
"P101-PWY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99950064933989	0	2.38889395133799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"P105-PWY"	0	5209.87349117689	96.3484746904999	367.054101204577	50.7740981380085	22.1570829002264	0	0	311.555194306771	0	475.704127935776	3560.58437636964	0	0	71.6845467294661	10.6232938971271	200.066540436875	0	0	65.4823880541179	0	0	0	89.5979074667467	0	18.3729620900953	0	734.053374774498	0	211.079826829777	116.149527421166	10.6073618279883	0
"P108-PWY"	5082.75344016425	2.39973120819963	1511.97355834173	1155.69880975245	4362.80709756391	2296.38806059836	3525.86597780305	3237.75079635705	1937.00122759186	4821.70794244266	2014.71533326444	1376.9619105161	3464.68337911506	35.5610431577104	683.613379560782	2840.57727198025	228.721761925365	3208.31292513185	2743.80216378113	120.273776968266	373.93639445169	3339.51417022843	4082.32858570248	4487.34316361526	2191.70618406787	1871.93870649089	2774.84288160824	825.489549327046	0	3840.14067007708	3727.43523574571	3252.29257365114	2570.60750752672
"P122-PWY"	15438.7435172129	8302.95230248053	14942.5193178626	14424.2911331735	11390.75639425	6202.81881538317	21813.0757388999	21770.5675318664	14414.9471890272	12759.4130980222	9208.29598548182	14967.1406585564	10173.0578117464	23639.0926070839	21722.785068221	15379.7965969229	25003.0377500888	15419.4514452972	9862.6117760483	22651.594097154	32876.7233571649	13028.2386573775	10390.4190624478	10136.75051445	4911.65630312459	8818.25020923553	11966.0027518145	18327.2053282832	29829.5940508371	5893.63412437503	18585.0046019418	12036.842652711	18772.9653602109
"P124-PWY"	18079.523483121	10442.9217663977	18030.8174657759	17369.6214866207	13671.2676385128	7488.67748755842	26975.6972939406	25736.3418778425	17700.4696603789	15831.7500938324	11418.7652929085	18255.2488514355	12028.113819197	28228.2874784714	26825.7592795587	18022.560194876	29421.0047051279	17911.871349822	11824.4882261762	26873.5451933986	40818.4150537418	15862.4632128996	12896.8609661824	12421.5262935912	7337.06511081846	10348.059490837	13633.8267683448	22931.2159662024	36230.5643845676	7198.49868559464	22564.7396252139	14779.5001497977	22425.5722115341
"P125-PWY"	29.9532030135379	9297.7875407528	192.280642421041	507.18868680659	115.0436388113	17.2327525700208	121.197526664595	238.340531007451	557.054402138882	14.9940549726923	277.484975421216	5685.65318103155	0	36.7161292004949	130.164794006349	0	2019.50694266594	28.4774823644811	59.1014871327774	1459.02250746225	428.119178627207	22.4866620195148	0	11.9949483400915	16.4771175628596	0	0	1181.70689091509	218.338467310432	73.1098646249623	233.099508772858	0	0
"P161-PWY"	17737.591701474	9110.25421597016	20086.290717265	20174.9624644955	14705.0351129422	7462.6203491773	28119.4517240209	28642.8279180725	20219.8796011153	15789.4575220819	12190.6668243089	18514.3512081295	11859.6524492937	30646.7468650699	29377.4335368526	18699.9194622545	35759.8628110162	18651.9439106616	12318.4259626657	32869.6018501817	52856.5881538108	16659.490750462	14118.0228734897	12409.5499089112	18568.7951769172	10662.7613202101	13673.4417190924	26370.9469129731	40721.7968992864	6194.72024105332	25245.3096236899	15523.329341351	25926.0056689893
"P162-PWY"	0	0	0	45.7454268104796	108.020032853941	0	0	0	133.117790665897	37.0803157227341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.0387892522064	0	0	0	0	0	278.180170791777	37.6986898691379	0
"P163-PWY"	0	0	0	9.12558432877658	5.26611677253574	0	0	0	6.63775450983229	5.15791017983912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.5635617887447	0	0	0	0	0	27.5636210103459	1.78237073919353	0
"P164-PWY"	452.247165781571	158.646713147743	155.832549423109	539.400076372641	396.989265112509	169.178128323936	417.020504915547	112.597538282552	872.978746231132	511.974005030531	135.949695309943	280.117553813452	474.760600492714	0	74.2389602309694	312.768864469217	32.6215256115097	411.794101718965	94.6745154279348	106.610186869746	84.8499180293673	201.164545288627	337.159301482168	1059.42658832855	962.424687242063	25.9248090424163	15.9778607392876	789.357214484676	18.9807420887828	59.413310945499	2191.25291409818	812.037969826643	326.176607125288
"P184-PWY"	0	0	0	0	0	2.03217669432418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"P221-PWY"	0	2.67976217212225	0	0	0	0	0	0	45.7089155898774	0	250.753035182816	0	0	0	7.9486157735365	0	1.99649950282292	0	0	3.9736344296032	0	0	0	29.8869724400932	0	0	0	0	0	31.8849621111929	15.9727505813278	0	0
"P23-PWY"	4329.53452691084	4.68835794870203	762.142454946763	985.876337319144	3266.93523124956	665.970210411691	1962.13191918434	836.47365980256	1835.22616059703	2319.66890537248	1355.09898651233	3140.44996849507	2038.01948757506	67.5826374682321	127.247944425412	4271.8955020484	158.376335597144	1144.92827948011	1140.96397129057	120.434610782076	100.633374051078	2580.60414372327	2528.76206266646	2330.83677643732	1054.1579296512	739.60194955356	493.589214899408	1104.76039579445	14.2795309629748	747.980370518857	1553.67187115718	2227.90441393882	1495.34480193045
"P261-PWY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74509803921569	0
"P281-PWY"	0	0.888889218889219	0	0	0	2.29411764705882	0	0	0	0	0	0	0	0	6.08588957055215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"P341-PWY"	282.494613725903	0	32.4594634618869	284.445392041218	163.928917374907	143.294971009777	552.042219790177	99.7463646645218	29.9696644033269	215.684903387592	42.3966610231594	0	153.8052693417	0	0	210.929248073925	0	104.596790747886	99.4503229055797	0	0	0	64.8089997143112	247.152207055965	323.539623928598	0	0	0	0	0	365.136202136864	166.318922904152	104.68150031704
"P381-PWY"	0	0	0	0	0	0	0	0	109.68506004075	0	0	0	0	0	15.2036252669839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"P4-PWY"	6497.53360852538	4785.28208909377	1968.74642621994	3456.03844563898	5305.0817794869	2107.47458678077	4920.76437558876	3488.5073319151	5289.60240915278	5120.71618095042	3087.82580487189	8461.58997803728	3797.01069259135	294.764331544638	796.763181744186	5357.44141943383	2038.76073190954	2603.49053718429	2570.74236182188	965.979520700908	2068.15017005065	4756.11529138167	3933.31331140225	4481.37937847841	2925.48502950095	1831.41691804373	1911.93263142536	3834.42014710557	213.224824003139	3412.63348872172	4832.17160912302	3965.77250386742	3097.94088444435
"P42-PWY"	6814.17016467963	11240.6336171554	2513.14599205001	2875.24360140793	6210.25664967987	3291.73655103678	5609.78525116047	4930.21883418095	3988.56774909177	6954.86082422377	3160.70191080428	8331.09867297551	4602.82783986299	160.55004417894	1078.66874890999	5646.61872733026	688.682867869935	4491.55996564089	3625.7434123862	372.414605795829	1079.73503148331	4706.14442396255	6405.69091656323	6637.98995797554	4177.01012968949	2646.21297645477	3395.19636490326	1982.90794608895	35.2862296820529	4727.11220642602	6694.79794570361	5120.66814563295	5836.68043009753
"P441-PWY"	13674.9414823395	9.10632997225794	8249.46206259137	2883.67618733624	11423.7972813146	5200.42372578864	14909.9439918417	10887.6480458098	7987.3975654282	12243.6509353521	8534.0356849404	5683.67665283135	7501.28705087937	1453.76535303207	2584.5689530742	10057.3335797393	448.544576314726	7914.36779405268	6613.09555954632	547.711678054239	16899.5905901934	11524.7021178135	12511.6038123702	9151.74153606612	4158.40912473764	5055.57528224607	3746.94664301645	11482.7081986538	2497.66202039878	3373.97095544009	8433.94759308949	9861.1744268916	19647.796063234
"P461-PWY"	10620.7552036822	12329.3358679222	4336.58645077036	968.554490396183	5288.34328368273	2908.30838476711	8531.55682479176	3856.49633386185	3323.80796603348	7842.50844075434	5522.08052107509	7697.55988491917	4503.34355627209	428.450527459782	852.207130016185	5772.2863330076	133.317595569385	4140.97060398192	3944.89022949457	3615.95173202987	6108.16132896251	7203.14205698361	8952.35598804321	5028.85572758344	1388.34968709121	3099.81518506935	2140.55366125087	5763.54351399357	737.097404416287	1301.01596821113	3196.50126556465	5335.15789859797	12799.9713554791
"P562-PWY"	90.262390670554	8596.54373236819	38.3145055461163	426.345820616413	28.9317873295407	0	6.5	17.4308741475511	205.799403960582	94.3887958230551	11	4339.15422672819	113.5	0	0	59.5	14.8901961755635	96	0	17.7997889096371	0	51.7475961538462	78.7277227722772	107.585105653012	166.240688380953	1.25	4	0	0	0	326.327741834564	67.8612422280158	81.5
"P621-PWY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PANTO-PWY"	5661.49327837211	12119.6414691009	1705.74165338182	1914.86829283569	4098.28345902156	1945.10342671811	4064.34788306475	3690.0253065505	2474.23776105739	4856.58382554677	2369.3735298232	9521.45195527883	3588.03304214965	112.210461016465	757.218662153241	3791.67685878784	494.944484038304	3058.13845918782	2910.19847788702	199.945829124671	520.999258821513	3867.25761751256	3546.71841501989	3982.04161606397	1831.15200068527	2030.21004997449	2740.54190401059	1257.62749215934	35.9587557423208	3331.40780184318	3457.6984869641	3189.72446617865	3819.00020863359
"PANTOSYN-PWY"	7519.43546643822	12028.8156936449	2429.70186260038	2792.94369776777	5624.8681321932	2673.32363934219	5617.3179679087	5119.87192350639	3417.37557700871	6240.60714260279	3242.814233622	10881.1580355285	4727.72258216316	167.912447790424	1114.94877723499	5149.63369435384	697.620640838498	4339.31221692399	3849.97181592934	303.657523792896	777.306262159933	5144.06207292307	4140.53082246952	5300.5868695992	2790.01886489381	2783.01829792428	3816.94552661167	1816.44598001842	53.9135780280838	4193.82885475852	4910.5936200681	4412.26817654348	3158.02646720446
"PENTOSE-P-PWY"	10453.7170591729	8763.47209282076	9758.48641269438	4732.0289979214	7327.59466487608	3028.96293997082	12799.8770939287	12183.7377685966	7347.98281635073	9265.69437767461	4931.10563375519	14421.1376053653	6837.95047140603	13726.37259412	15299.2499289334	10196.4695550743	2774.09825247936	6492.66229846419	6926.06146158978	915.279915947348	14896.9805541691	8262.56240788005	4895.80676116421	6104.08764589676	3250.79991653579	4712.38022132832	5100.55741588947	12654.1972073513	10881.6620027123	4097.06689780119	8084.79716186408	5890.3885992435	6744.56045069546
