"Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz"	"Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.856.CEC_S172_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.CEC_S125_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.667.COL_S173_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.COL_S151_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.COL_S141_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz"	"Julianne.540.COL_S267_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.COL_S268_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.COL_S256_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.CEC_S279_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.COL_S283_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.838.COL_S128_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.COL_S149_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.923.COL_S135_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.924.COL_S143_L001_R1_001_F_filt.fastq.gz"
"COBALSYN-PWY"	9041.63901378213	8644.35272764571	7256.44451987735	4057.14474085578	993.912202017486	4288.53100462916	3188.03510143235	8410.66373404776	2077.36389009689	8005.02508060538	2779.25080744345	2559.78874294984	2405.47658785369	4460.65934558163	2124.99837702754	3786.71088062723	1321.93904867096	7577.37697388406	2533.52048050619	1922.01945037644	4958.24910021177	5131.68886966809	736.407471010318	1490.33050760729	1666.20934982953	3180.43211059656	8961.95470904742	2596.53614375401	2302.37678251206	3703.46272217124	1925.2545367301	1406.51929922689	2782.34300990942	3810.65324806907	3455.9822522366	2583.42490725137	2975.39900428395	3211.86554144601	2375.29696095642	1835.94209677017	4424.54814947001	1947.49681994756	2787.00017537309	5657.53216087321	914.36753557277	548.645129756435	1832.2713535978	2155.57071056946	2693.51889974813	3756.6491858196	973.777240720072	3403.99248382693	3613.20170136506	4074.17602425916	5352.97838771249	3123.99903009768	8043.93789170805	7050.33288892613	3369.13167020159	4828.95091178431	8081.50527609321	2063.15210612713	1871.24425932891	3373.85152940646	1957.8132045266	2621.97426526261	2604.20640549423
"CODH-PWY"	274.977702515715	40.9243434169771	155.039159311777	73.6852265724876	76.5590838105154	188.411436949889	187.24049044217	87.7230570722726	110.414166138888	566.869115065729	253.266502816134	508.240808697026	36.8488882413196	228.383572122032	194.681411382347	54.8497079614537	117.990392293302	92.6145478011532	569.079849947054	504.884059197975	101.972944527553	65.7355461009442	116.759130072114	77.5526141628061	75.5806817406354	50.7685131620871	49.9017944124949	113.17535664112	63.7438488708338	97.5212525198548	45.8428698091715	248.55291084272	63.7157371679205	137.817154534557	118.175837926238	169.328174330464	316.873493701879	285.2814869956	204.633846775717	110.361491087512	226.773888429959	342.063522914715	68.5971481371169	225.019315590144	53.7214724137338	92.2638522427441	81.4030189979171	61.6281319531779	141.846962644956	117.184339123721	235.068537841037	123.053310396716	127.320332366765	95.4409524190819	263.160095236107	309.472957399076	692.944863302819	650.887205057936	422.613097018812	74.6805251541714	374.593011804758	57.6772782391134	226.372379061015	100.388474717707	81.4741616616617	240.155882527654	187.087574921703
"COLANSYN-PWY"	8714.38748577066	3304.54063528976	6571.44570854136	3729.61500843629	2503.33986791656	5493.54405641393	4918.68278604138	3858.06192015485	3862.02925019966	9011.94378563075	4191.98905283039	5770.36616456172	2110.37216600951	5375.00606947653	5260.87128252806	5679.88132900119	3617.87640801683	3468.46369473842	4441.80566969943	3682.22152061962	4374.06800865044	3171.98029277818	2285.40895878316	3654.98676032903	3159.92693499917	2154.09899326452	3156.08413693661	3359.51675455212	3139.9257482069	3985.56507165789	2484.31081731302	4055.00390863195	2543.43369138741	3896.77262321277	3648.48437849746	4345.35473292967	5001.0026961422	5465.22283317392	4520.17045808445	3789.72389557005	5463.14870617213	4062.9765973539	2356.39263861897	8817.86270377015	2661.59051025353	2371.74425255134	2115.07793503176	3166.92698954992	4681.67471273322	4062.17919437897	4449.94091016659	3645.56311506802	3761.47554694499	3576.95208056859	6218.00120744167	4956.17979539983	8991.32697486432	8186.89050838781	4779.93884958781	3564.47441527044	4980.53766076832	2415.85755024667	3315.19649106537	3689.74321200077	2885.02257759259	3959.33188876148	3945.28817976896
"COMPLETE-ARO-PWY"	17571.6615663842	12622.7466588644	10801.6881762082	8124.18441222581	2772.79847016682	9594.18123952736	6130.63209451948	15418.8707265681	5954.64030244522	16761.2092289896	6775.48306830016	8287.20720678904	4660.71919799662	9468.58353019699	5190.95318171147	9262.49903878711	3921.55633970719	12012.6384258878	6603.3008550272	5115.83072566931	10259.6577387784	8826.01301827036	2331.17015363179	4038.09369597896	4863.23970550915	5553.50083194645	13445.1039567736	5284.74329266666	6056.7931148481	7717.31481411696	4254.40506654305	5940.96005680649	6552.61035575115	8066.28969051646	7226.57039833684	7725.68535860764	8925.27107592826	8959.90486149741	6811.613916517	5340.98882168597	9763.84446707496	5488.64959845913	5761.34601755987	14675.0416990822	2907.49442375074	2846.69831343733	4767.1760756398	5221.29137720742	6562.70575706716	7983.98631764686	5574.75045382306	7213.26012233749	7422.51737961905	7903.29810542859	10682.3783958464	7690.13541430309	12253.7494836857	11086.651833497	8226.13291273024	9296.66475909128	15292.7071457789	5255.37752399931	4731.32041167859	6888.56049156208	4477.89158023279	6068.17269627796	6226.14390038781
"CRNFORCAT-PWY"	0	0	10.6691394658754	0	0	0	0	0	0	11.8836659462178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DAPLYSINESYN-PWY"	18642.9477945791	9211.67534442951	8837.3454562164	8374.2351498643	3909.63939283996	9050.29276305234	6877.60405708469	14277.4310683352	6795.48182418588	15574.1618641044	6969.23917438031	9299.39405394249	4180.42221152177	8952.99886783073	4356.07590601718	8343.17805184889	3588.34299086292	10525.753283169	6107.73446611998	4618.03024323536	9398.60164588239	8429.07378576465	2413.55161950431	3928.07053992862	4703.56840902606	5121.07515759521	12089.2312050691	5964.63857378403	6269.56156500511	8517.32050700007	5140.62360501894	6226.32001917593	6652.86524662174	7376.03108473836	7282.95535778332	6834.13233248295	7934.66034496844	8490.67007947697	6338.66265612533	5937.87228141316	9120.36082124895	4785.70504890289	5408.07006838222	14455.2637998926	2750.19092345858	3993.31548513904	4705.95234813072	4815.21704653604	6445.99508242337	7570.64770665124	5634.76279338286	7133.11129478991	9227.05391188616	7623.51300678215	10397.6623789771	8535.56484855211	9338.50802201346	7870.81212674411	7723.79118772342	8498.93399091429	12896.4187168	5075.1343883364	5193.32622508732	7385.01604292927	4961.70754054676	6134.25597096389	6032.35450363029
"DENITRIFICATION-PWY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DENOVOPURINE2-PWY"	13830.7862056162	4015.63948288115	8111.92723548848	6568.71939609118	6957.3881642815	9358.53151090997	9932.06870148953	7622.02358213014	10018.0748139071	14023.8297620194	8165.9159192451	15337.9519855984	2519.33421060271	7064.40482424339	6943.96298323457	8092.11637557537	6872.48182002984	7023.80410223354	5628.05896513115	4577.01501133188	6564.52318826732	5384.77708135986	5582.89826813797	5830.5075892016	5606.32753148698	3919.61554782394	5979.65242996358	6163.71267398593	6612.21702745456	8310.68553707734	6195.85191870674	7413.67394855048	4119.85832679999	5459.07740026451	6749.36356359565	6074.73488036408	6813.44015948098	9996.43065759083	7962.77685580834	9684.34936146219	7891.46003338632	5496.25732215907	3961.48370143869	14160.6023817487	4490.58477967594	4821.36392779248	3890.22558771642	3889.74135749018	5627.77408181695	6713.33640786244	5935.83740122468	6703.16648726266	12144.8831992137	6387.01321820239	11042.2423952214	9306.23821413081	14707.4003329251	14003.0994567945	5202.26935891511	5383.87813163762	6496.37989972474	3611.94192946903	6305.48815851055	7439.59787936093	6120.26466458744	5873.7945050384	5759.05643176766
"DHGLUCONATE-PYR-CAT-PWY"	0	0	4.44444444444444	0	0	0	0	0	0	4.97685185185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881786133960047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DTDPRHAMSYN-PWY"	17045.3818808919	11128.1644533074	12368.5222172385	8347.15459733305	4673.28732070511	10340.9936195082	6838.20453230878	13477.7134563648	7935.91080842671	16751.16907414	7676.5931614252	10261.7580923472	4370.10065919174	9892.2540186173	7392.73232214301	9191.75329926693	4768.02734715966	10566.4422444658	8187.63039786151	6620.43444869941	9646.69072458628	7819.68161444047	3412.65592922142	5325.88964829677	6057.33097540862	5070.88343058547	12156.9918656957	6853.71831185184	6973.91221498862	8634.46778680872	5212.75873743401	7544.25921568993	6870.28054910553	7554.95562472256	7056.20782475088	8138.66702885957	9502.47955053528	8916.33189145428	6954.17715841092	6375.39677854312	11516.6138019656	7466.36514087802	5484.91268166171	14895.4493277734	4263.47552204656	4626.94932558382	5192.09507940332	5493.04502975412	7100.69075189721	7721.50915839111	7743.12481825546	7062.23363154535	7186.3476716485	7390.0486591026	10610.5627852308	9817.21614244498	19666.7891379271	19023.624186712	8536.36918499916	8678.02661545285	13161.2168289733	5370.45381922852	6445.29707813226	6558.05748450365	4513.80355665237	6907.89384444077	6895.79291664484
"ECASYN-PWY"	0	0	0	0	0	2.14714297324568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7497011052782	3.86843586739324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.2830493907987	48.8904337682196	0	0	0	0	0	0	0	0	0
"ENTBACSYN-PWY"	0	0	0	0	0	4.58346421829917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.4053819576122	8.35820356009701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66503418410397	0	0	0	0	0	0	0	0	0	0	106.225227292865	102.946712909496	0	0	0	0	0	0	0	0	0
"FAO-PWY"	42.2406256166194	2.24981613273178	15.3639015876041	0	0	361.218372449916	0	12.8267413307412	8.99155328460773	222.142483270847	263.313806071316	887.947312850772	0	0	0	0	18.8380441606093	0	0	0	138.748842123625	0	2.99788105477149	0	0	8.99312978690003	17.9883251958768	6.7166789523337	10.57709091897	7.49542182634644	0	0	0	11.6371255163703	0	4.99800482745531	0	0	0	0	25.6765561992406	7.49426068579297	56.7121218060562	17.9870606529298	0	0.999826464731046	0	5.99636480657585	2.99926024769508	30.2387287441065	0	0	0	0	0	0	56.5039296716358	56.5016639341069	11.0515575783242	0	4.49922856902562	0	0	0	0	10.5790933109935	0
"FASYN-ELONG-PWY"	15671.8050395179	6845.28378413366	12194.8017061139	7774.19896412459	7489.51022664258	10556.3420986004	10820.8215164133	8118.19062152532	10422.1431454041	15957.2830906762	8827.17934457028	15788.3911227009	3514.03116247349	9634.39221504248	8596.27094050258	10225.1656067091	7384.09785346039	7859.88781668891	7220.03933902793	5877.83061498159	7983.05604669092	6123.88812259512	5638.21622758114	6351.51274931469	6080.57966663793	4499.55474220898	6534.57611253777	6828.4048746213	6807.36050479164	9213.12660477897	6582.31696286429	7848.13138355866	4796.27862048285	7259.61509078918	7652.24807220963	7237.99037571353	8319.57644226062	10620.571951898	8677.72710907709	9982.91924522822	9385.69170582804	6690.27560920727	4498.49281418728	16538.8338271896	4940.01128527176	5151.88671397405	4259.38009931944	4632.97216699525	6152.35185173885	7922.06096196613	6610.2591601939	7610.62562321601	12141.3983482397	7349.99807055524	12604.7224872042	10279.2414948724	15738.5820945413	14889.8029737888	7221.74188443933	7009.44891541336	9092.94205435408	3863.79867001693	6873.39506310716	8012.11559860836	6528.92231614879	7023.17085342364	7064.87457010344
"FASYN-INITIAL-PWY"	216.184721834615	0	14.9892626381033	58.0546243062405	0	116.750393915342	0	66.3439351871266	163.227913563679	332.061226416735	48.852572095877	68.8071139703332	0	42.6548968701271	52.7972927055591	155.022436224809	66.84868403841	57.5960228167124	58.7536845422786	0	87.6124930386498	0	43.4962051365291	8.74267533946981	66.869774282411	20.9586411036179	65.5599580423845	88.4071802255612	54.0425502042605	140.669579631051	66.3649686896923	72.148838605416	0	32.9314863459323	18.7275333807242	182.471598127703	195.217771346089	98.760774379137	70.9351484053702	110.911679394893	71.5079138640166	59.4767464634937	32.9042521454126	119.550430322093	14.9722995721496	175.231495344063	121.035530919644	81.8095319081673	84.1253175437086	98.1676270589708	273.619915735861	96.8860989742091	27.9581414483014	82.8214106297909	215.289996561455	157.945323548188	2373.94306702277	2359.80209320327	88.7488080976655	165.91768640191	156.595567392609	162.103306707292	141.856978706743	81.8121273394497	71.2836767605554	63.9523615385083	68.9107102092442
"FERMENTATION-PWY"	13287.7713978899	6417.67791127475	8631.94898427014	6212.44240107465	2977.00217006733	9004.4299829176	5792.74857396333	5992.92329426908	5382.35968893065	13212.4306013908	6604.55546323791	8496.9824871021	3091.19568201037	7427.79513117951	4429.69776955888	7708.46547654563	3871.62667976152	5222.43727334885	5707.97492728163	4279.9739015088	7088.75513105164	4800.9837669364	2392.99195248243	3579.89309898731	4380.13074748476	3394.34082620917	4842.83533474537	5214.19569374003	4861.28310628124	6887.46111394477	4291.68679337058	4401.34371458361	4288.47030810285	6113.85279790049	6057.39988264364	6306.54623988991	7150.57799425599	7847.77814447451	5981.70489901543	5222.83733868832	7995.19190694116	4157.48680711866	3812.88650719151	13700.9263466267	2702.15660882816	3123.0665571242	3364.77590346819	4084.04909219391	4733.94421641543	6418.81302073139	3776.00135467149	6348.70168825428	5999.27956933547	6114.84134365268	9920.61479546392	7432.18678402287	9457.63311961114	9053.61804752279	6649.60789723559	6132.89843090263	9499.18289364397	3640.77680582646	4405.15299418464	5912.26032240257	4591.27208412385	5576.32401297114	5665.29724727328
"FOLSYN-PWY"	11322.3583667724	7089.2590648216	10174.9387372066	4794.60762486629	1985.00057738028	7293.46461659923	5775.68813198751	5852.27970593161	3625.49003128409	11171.3433410452	5412.75664749428	7723.28838650821	3065.63642722387	7212.29143083264	5702.52765863298	6628.57934112807	3608.43683585258	5604.66009146295	3775.16475117855	2842.99136677419	6215.15820466963	4625.79329776216	2153.52115889917	3610.34804623628	3248.12308990565	2801.01066953693	4713.30379711155	4153.77009698216	3830.08193124476	3953.00980235058	2219.38899212877	3157.70245688407	3249.79463791669	4209.86506529381	3285.56122226705	4050.92904588955	4575.95920304208	5190.45837392356	4065.22059011714	3458.71777038626	5671.52759692115	3512.61639212977	3050.11632607809	9252.67716411259	2539.78198760329	2077.7026145693	2213.53219997073	3601.54148817553	5154.86485721889	4849.19235947713	4599.31752899251	4925.20366104009	4078.38352084463	5099.7328249895	8520.27471640768	5466.76168026722	13274.9995387139	12465.6843839997	4978.69714921416	4748.56062282792	8388.5153666509	3119.89287578623	3263.73734543865	4206.20877788419	2736.84799678649	3876.39468480578	3874.22023572684
"FUC-RHAMCAT-PWY"	2659.84775674667	664.614950195058	776.187310072776	551.017766141062	288.147011090432	1172.5463662918	823.398939018977	978.895012510174	567.025756574097	2014.93844227278	876.300046668011	862.60348136166	521.369192307235	1549.01511602988	1081.34937939148	895.902102601875	548.800783407003	290.940510815024	459.467687886736	321.785884540113	854.916968356114	847.956005815238	316.87505044374	477.554476265934	352.996108118079	201.499026601089	205.88369309163	361.670624650403	336.380810470319	507.015540234866	392.411249779911	447.152578857647	637.552320980879	553.568245300031	457.877651109728	623.408284416777	664.949949139898	624.144443717867	556.145001399935	550.63783933259	775.268064698965	453.342218664453	455.741210733409	1494.24902370128	364.544613623805	265.832343121342	427.377374155735	391.996639666557	382.17100106147	610.297714927808	609.304725191813	783.44641470298	665.240560345801	747.982603157409	1476.39467765534	704.535867493914	6793.07444616393	6552.07734189249	746.219335322381	638.187046165235	1767.27883941951	420.972001870032	489.362569308901	696.47203736622	520.247479704475	553.089420981801	498.085969747856
"FUCCAT-PWY"	3536.43878132117	374.296879685346	386.515172101312	1395.01373524215	355.744179556118	956.552079770252	535.628079485206	1619.99296728054	516.973395002071	1631.31880678873	664.702656935831	897.975957518527	454.898269084546	1700.99387110375	755.997412285522	1959.24878623767	811.627387300509	523.631018307603	402.000074840293	293.341314272759	948.601719490331	983.213756206893	253.439413085514	355.937621274175	725.01874518831	274.092736210363	382.995759036893	358.676934027835	1151.41412069203	1160.39510580675	767.857930073986	417.589361646801	1789.01565171081	800.330332660499	577.811284901176	863.789818552012	1028.59773122423	923.986943933849	723.674812170265	547.917612812599	1038.68813437182	457.901801388839	511.769386509097	3173.7145738292	303.588766613575	179.11862166173	745.860978742494	570.753135159511	576.575024839914	741.748484609484	359.138306503096	1192.16752341024	704.376587632542	1243.63723446758	1557.16231500461	1400.11971857788	6239.89242412725	5414.46104942123	844.419333947543	796.51148047878	1847.70117190802	543.246735777994	522.307151884158	1369.16000355444	947.972546190082	540.236724077955	412.122960149679
"GALACT-GLUCUROCAT-PWY"	8032.82191332007	8840.8861738099	6849.19476240202	4768.23437415486	2076.47329030049	5183.63290143205	3336.56742994313	8388.20434481778	3219.00341601766	7431.08481219855	3446.34879781541	4289.80900688748	2484.54259462386	5440.01643558572	4377.53146213441	4879.56282483229	2485.60405648209	7596.45298541816	4123.5929415294	3501.34806610022	4654.25071832698	4747.69298120142	1622.24380275403	2802.80223309183	2687.44126738396	3449.29032852772	9626.07125458858	3282.50414581113	2869.246415366	4213.69812582276	2494.64183266169	3239.09245852508	3777.63339812242	3743.49210436955	3277.72626686497	3570.42166590707	4151.01799900132	3890.35834199383	3458.79182633106	3034.6453871955	5400.73371550477	3582.87114717923	2833.44712125062	8797.00885097076	2308.13843864942	1907.31122388156	2178.45509216518	2393.84808209508	2922.28787753166	4135.85991691577	3462.54839440087	3578.12962184348	3316.40664827668	3914.67950554973	5534.51808974972	4623.7546802319	7446.63272122356	7705.58658481714	4260.32885231194	4932.58655680816	7467.17674237774	1813.35993402705	3011.45303440016	4071.27322838054	2608.82573854464	3648.37226940588	3698.73761292178
"GALACTARDEG-PWY"	609.571598761338	0	7.68390839801535	122.491351082319	10.8085659155317	130.697421167799	43.4396441236345	127.672362644774	20.6446996638377	33.05843870589	38.2829576883436	79.5628328486665	48.4692354135358	141.439966462161	50.2090866139018	101.630528878974	53.5407646603954	0	24.5879797607118	0	147.463426960033	82.8154125249782	19.3476722025592	36.084170463179	59.4834252493193	0	11.7293906810036	4.40146829847643	82.5255752799557	54.2873227231865	32.207967677142	27.1732086296887	94.4722162823956	0	0	72.0232398997497	80.9075768252256	101.893864016502	81.5757737277344	52.1570306538735	138.360614432836	66.0770680595525	79.3061392681104	379.132512995096	0	11.9992743336623	65.4685250953781	0	1.98788307162279	0	0	98.6664628696299	43.9859759220831	82.2403075722027	99.310205039178	139.155962923703	583.483198070208	492.261294417007	54.6103386912653	119.201054521234	58.2262122527026	0	101.450695518587	110.370225125757	67.5065583472999	75.1966230206394	60.3430792905159
"GALACTUROCAT-PWY"	11658.9941517291	9865.18264542215	9325.77849071107	6170.01163664021	2488.75537318157	6613.8690280224	4820.23996938142	10126.731924703	4091.08859902567	9974.29189327713	4346.06995081292	5043.4993669324	3196.87129596649	7696.27371135237	5017.65810399231	5981.89454691322	2821.89625328209	8343.62076136227	4383.69806282047	3645.66970023357	6216.52438989394	5816.28576692775	1750.17584128141	3161.30142819403	3147.30924861287	3887.1280279561	10503.2844552485	4042.57021995137	3821.93284237153	5609.61479267129	3308.85126686389	3810.77933685183	4706.12444209636	4939.92263563547	4366.85642492542	4665.65779441942	5380.04881285656	5226.21198659657	4470.46139248532	3755.02140837225	6382.88026669576	3883.45594877736	3713.39289739548	12265.9527423794	2509.1375240973	2168.84325558931	3024.52934232024	2967.53463734937	3470.18416344248	5236.42578165976	3750.83106374778	4856.30203446152	4437.46220144656	5083.51965058302	7495.94915009892	5729.41894286557	9126.0286013708	9290.25778847949	5343.99191888345	6465.5530689907	9510.56858350778	2530.90674910162	3617.99177411208	5521.75959921409	3730.25055832719	4586.95652125766	4672.36884547564
"GALLATE-DEGRADATION-I-PWY"	0	0	4.94545454545455	0	0	0	0	0	0	5.27058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GALLATE-DEGRADATION-II-PWY"	0	0	4.94545454545455	0	0	0	0	0	0	5.27058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GLCMANNANAUT-PWY"	17861.3078006449	10343.5475987961	9205.12465012004	8305.29584408214	7254.20546091141	10205.2205876658	10251.8086530558	12370.7845205324	9857.34819638063	15853.9797964132	8728.62039760667	15237.6709328543	4073.80766517163	8339.53255304954	6910.9703289923	8797.006558218	7149.90861513424	12122.0942206796	5920.73490138622	4834.20235620903	8588.18738387492	7934.45353342143	5807.60084652321	6116.61055713171	5768.98516303554	5848.3726193711	13221.90800277	7638.83427993143	7034.0423868442	9372.54393566382	6871.65574303406	7531.57435217264	6620.57380104645	6836.1161553287	7810.27623769892	7267.83438580806	8051.7821439583	10520.8099640713	8442.12696346114	10399.2477209962	8823.09599066778	5609.23007095493	5274.56358575192	16535.4599345401	4868.36830887799	5222.94346398396	4872.50812826675	4011.49532243634	4771.79080428379	8275.33319305562	5857.82693850474	8114.00284941928	13447.5258808949	7957.42598866537	12072.1414987983	9712.67730082398	11314.9669399484	11202.796520339	7159.0477534757	7577.08442329714	9805.60128806456	4353.55630301182	6376.31306906734	8705.59960055455	6885.43160171753	6661.7652102935	6344.87392740622
"GLUCARDEG-PWY"	758.567426690744	74.8709036452375	59.6302558698616	159.047706117678	11.6372380735431	167.482996154001	186.77725014725	373.463236050381	28.3245776281095	426.465285776175	97.4007324795568	169.025883922219	57.5645420594844	165.173737379309	56.7098897312052	209.434517603308	66.4267816245537	99.2127052471198	143.458738596999	59.7144431641701	255.405374455775	299.968673230336	21.9944289693593	40.2585894400846	77.6088782548935	0	89.4306680161943	4.40146829847643	108.04383304345	179.443874107022	69.1259939520531	29.0296332074245	129.00556555467	115.363780002939	135.782335476856	113.563276585662	161.769867546645	130.358546643626	101.869378312071	172.192309574376	332.43785362242	157.185411112779	99.4692883084044	559.37306289213	0	13.3937318803573	101.067594672284	0	1.98788307162279	156.533381029467	0	205.224731964134	214.121671732437	171.639808101661	183.8293082584	315.043419460321	583.483198070208	492.261294417007	192.641718741935	142.142777861697	420.099571765192	0	208.084141376613	120.056371905741	73.3603461585663	134.741311157012	71.2981345854493
