	shannon_entropy
Julianne-663-COL_S268_L001_R1_001_F_filt-fastq-gz	4.995225913035805
Julianne-665-JEJ_S210_L001_R1_001_F_filt-fastq-gz	1.5490462213896863
Julianne-667-CEC_S236_L001_R1_001_F_filt-fastq-gz	5.497991572678558
Julianne-667-JEJ_S209_L001_R1_001_F_filt-fastq-gz	3.768321493102178
Julianne-716-CEC_S231_L001_R1_001_F_filt-fastq-gz	5.560563715232476
Julianne-716-COL_S258_L001_R1_001_F_filt-fastq-gz	4.8736539375587595
Julianne-717-CEC_S230_L001_R1_001_F_filt-fastq-gz	5.886063160215318
Julianne-717-COL_S257_L001_R1_001_F_filt-fastq-gz	5.802871002020387
Julianne-719-CEC_S245_L001_R1_001_F_filt-fastq-gz	5.758240741199227
Julianne-719-COL_S272_L001_R1_001_F_filt-fastq-gz	5.076673452118533
Julianne-719-JEJ_S218_L001_R1_001_F_filt-fastq-gz	4.200511340113524
Julianne-791-CEC_S229_L001_R1_001_F_filt-fastq-gz	6.039644239042383
Julianne-791-COL_S256_L001_R1_001_F_filt-fastq-gz	5.7840018685392725
Julianne-835-JEJ_S198_L001_R1_001_F_filt-fastq-gz	3.8983631536222374
Julianne-838-CEC_S281_L001_R1_001_F_filt-fastq-gz	5.6354880770324804
Julianne-838-JEJ_S277_L001_R1_001_F_filt-fastq-gz	3.789375499605117
Julianne-841-CEC_S278_L001_R1_001_F_filt-fastq-gz	5.7574229495388565
Julianne-841-COL_S282_L001_R1_001_F_filt-fastq-gz	5.6608759070040255
Julianne-847-CEC_S279_L001_R1_001_F_filt-fastq-gz	3.7844820184271826
Julianne-847-COL_S283_L001_R1_001_F_filt-fastq-gz	3.7750921162594797
Julianne-853-CEC_S280_L001_R1_001_F_filt-fastq-gz	5.255317651084463
Julianne-853-COL_S284_L001_R1_001_F_filt-fastq-gz	5.244156437636327
Julianne-856-COL_S254_L001_R1_001_F_filt-fastq-gz	4.797647265570278
Julianne-856-JEJ_S200_L001_R1_001_F_filt-fastq-gz	3.4930970750004615
Julianne-882-COL_S253_L001_R1_001_F_filt-fastq-gz	4.804253393951347
Julianne-882-JEJ_S199_L001_R1_001_F_filt-fastq-gz	1.1648656307682825
Julianne-891-CEC_S220_L001_R1_001_F_filt-fastq-gz	5.32014967121616
Julianne-891-COL_S247_L001_R1_001_F_filt-fastq-gz	5.009653572587789
Julianne-891-JEJ_S193_L001_R1_001_F_filt-fastq-gz	3.4417008890608645
Julianne-899-CEC_S221_L001_R1_001_F_filt-fastq-gz	5.653154177264076
Julianne-899-COL_S248_L001_R1_001_F_filt-fastq-gz	5.226039344506272
Julianne-899-JEJ_S194_L001_R1_001_F_filt-fastq-gz	2.7006359395268253
Julianne-923-CEC_S223_L001_R1_001_F_filt-fastq-gz	5.777506500619918
Julianne-923-JEJ_S196_L001_R1_001_F_filt-fastq-gz	3.871928457458843
Julianne-924-CEC_S224_L001_R1_001_F_filt-fastq-gz	6.192405833412493
Julianne-924-JEJ_S197_L001_R1_001_F_filt-fastq-gz	3.3746152601463733
Julianne-962-CEC_S222_L001_R1_001_F_filt-fastq-gz	6.6057903500722235
Julianne-962-JEJ_S195_L001_R1_001_F_filt-fastq-gz	2.1984665747864556
Rep1-Julianne-337-JEJ_S134_L001_R1_001_F_filt-fastq-gz	3.7940444459939395
Rep1-Julianne-351-JEJ_S150_L001_R1_001_F_filt-fastq-gz	4.299528185464668
Rep1-Julianne-536-CEC_S103_L001_R1_001_F_filt-fastq-gz	6.433792441573971
Rep1-Julianne-540-CEC_S119_L001_R1_001_F_filt-fastq-gz	4.958447058977539
Rep1-Julianne-540-JEJ_S118_L001_R1_001_F_filt-fastq-gz	4.445410838429414
Rep1-Julianne-544-CEC_S179_L001_R1_001_F_filt-fastq-gz	5.831993829610038
Rep1-Julianne-544-JEJ_S178_L001_R1_001_F_filt-fastq-gz	3.6501664654300807
Rep1-Julianne-579-COL_S159_L001_R1_001_F_filt-fastq-gz	4.754545321154909
Rep1-Julianne-582-JEJ_S142_L001_R1_001_F_filt-fastq-gz	3.926340136835207
Rep1-Julianne-604-COL_S166_L001_R1_001_F_filt-fastq-gz	5.105922905918133
Rep1-Julianne-661-CEC_S111_L001_R1_001_F_filt-fastq-gz	6.125490084359583
Rep1-Julianne-663-JEJ_S126_L001_R1_001_F_filt-fastq-gz	3.56271300455904
Rep1-Julianne-665-COL_S180_L001_R1_001_F_filt-fastq-gz	5.450491873220195
Rep1-Julianne-667-COL_S173_L001_R1_001_F_filt-fastq-gz	4.812630592923855
Rep1-Julianne-716-JEJ_S110_L001_R1_001_F_filt-fastq-gz	4.276136694973348
Rep1-Julianne-717-JEJ_S102_L001_R1_001_F_filt-fastq-gz	3.9421397423837226
Rep1-Julianne-835-CEC_S158_L001_R1_001_F_filt-fastq-gz	4.606642205435332
Rep1-Julianne-835-COL_S151_L001_R1_001_F_filt-fastq-gz	5.47174485974907
Rep1-Julianne-838-COL_S128_L001_R1_001_F_filt-fastq-gz	5.4936917314462494
Rep1-Julianne-840-CEC_S109_L001_R1_001_F_filt-fastq-gz	5.178168008919356
Rep1-Julianne-840-COL_S141_L001_R1_001_F_filt-fastq-gz	4.82450529703989
Rep1-Julianne-840-JEJ_S177_L001_R1_001_F_filt-fastq-gz	3.868192859454535
Rep1-Julianne-841-JEJ_S104_L001_R1_001_F_filt-fastq-gz	4.646275800483811
Rep1-Julianne-842-CEC_S117_L001_R1_001_F_filt-fastq-gz	5.653287711697329
Rep1-Julianne-842-COL_S133_L001_R1_001_F_filt-fastq-gz	5.361615004426261
Rep1-Julianne-847-JEJ_S112_L001_R1_001_F_filt-fastq-gz	4.01589090228438
Rep1-Julianne-853-JEJ_S120_L001_R1_001_F_filt-fastq-gz	3.2795546008111676
Rep1-Julianne-856-CEC_S172_L001_R1_001_F_filt-fastq-gz	5.142859648776652
Rep1-Julianne-858-CEC_S171_L001_R1_001_F_filt-fastq-gz	5.506121654921295
Rep1-Julianne-858-COL_S149_L001_R1_001_F_filt-fastq-gz	5.0696276228347354
Rep1-Julianne-858-JEJ_S164_L001_R1_001_F_filt-fastq-gz	2.144355520850325
Rep1-Julianne-872-CEC_S125_L001_R1_001_F_filt-fastq-gz	4.050651097848902
Rep1-Julianne-872-COL_S157_L001_R1_001_F_filt-fastq-gz	5.011661827904734
Rep1-Julianne-872-JEJ_S101_L001_R1_001_F_filt-fastq-gz	2.0510286103868727
Rep1-Julianne-882-CEC_S165_L001_R1_001_F_filt-fastq-gz	5.7921463620163145
Rep1-Julianne-923-COL_S135_L001_R1_001_F_filt-fastq-gz	5.818629069680305
Rep1-Julianne-924-COL_S143_L001_R1_001_F_filt-fastq-gz	5.767410568945692
