	shannon_entropy
Julianne-331-CEC_S246_L001_R1_001_F_filt-fastq-gz	6.282276347930502
Julianne-331-JEJ_S219_L001_R1_001_F_filt-fastq-gz	4.112135755585169
Julianne-337-CEC_S242_L001_R1_001_F_filt-fastq-gz	4.521930746546599
Julianne-337-COL_S269_L001_R1_001_F_filt-fastq-gz	5.103819950027435
Julianne-351-CEC_S244_L001_R1_001_F_filt-fastq-gz	5.894089298141667
Julianne-351-COL_S271_L001_R1_001_F_filt-fastq-gz	4.604254592469195
Julianne-536-COL_S265_L001_R1_001_F_filt-fastq-gz	6.114901181318363
Julianne-536-JEJ_S211_L001_R1_001_F_filt-fastq-gz	2.6196132394175935
Julianne-540-COL_S267_L001_R1_001_F_filt-fastq-gz	4.102767540664828
Julianne-542-CEC_S232_L001_R1_001_F_filt-fastq-gz	5.6192428791578966
Julianne-542-COL_S259_L001_R1_001_F_filt-fastq-gz	5.079998470701062
Julianne-542-JEJ_S205_L001_R1_001_F_filt-fastq-gz	2.4781466467704396
Julianne-544-COL_S255_L001_R1_001_F_filt-fastq-gz	4.818256036016628
Julianne-547-CEC_S233_L001_R1_001_F_filt-fastq-gz	6.194461671881663
Julianne-547-COL_S260_L001_R1_001_F_filt-fastq-gz	5.237568329451235
Julianne-547-JEJ_S206_L001_R1_001_F_filt-fastq-gz	3.3437823608056503
Julianne-579-CEC_S234_L001_R1_001_F_filt-fastq-gz	6.492841945459531
Julianne-579-JEJ_S207_L001_R1_001_F_filt-fastq-gz	2.827982771128778
Julianne-582-CEC_S243_L001_R1_001_F_filt-fastq-gz	5.868036688678386
Julianne-582-COL_S270_L001_R1_001_F_filt-fastq-gz	5.426867701152045
Julianne-604-CEC_S235_L001_R1_001_F_filt-fastq-gz	5.993289642538825
Julianne-604-JEJ_S208_L001_R1_001_F_filt-fastq-gz	4.51228747652674
Julianne-661-COL_S266_L001_R1_001_F_filt-fastq-gz	5.087859500847415
Julianne-661-JEJ_S212_L001_R1_001_F_filt-fastq-gz	4.050295377826258
Julianne-663-CEC_S241_L001_R1_001_F_filt-fastq-gz	5.802296252735477
