	chao1
Rep1-Julianne-856-CEC_S172_L001_R1_001_F_filt-fastq-gz	97.0
Rep1-Julianne-858-CEC_S171_L001_R1_001_F_filt-fastq-gz	134.5
Rep1-Julianne-858-COL_S149_L001_R1_001_F_filt-fastq-gz	108.0
Rep1-Julianne-858-JEJ_S164_L001_R1_001_F_filt-fastq-gz	40.0
Rep1-Julianne-872-CEC_S125_L001_R1_001_F_filt-fastq-gz	86.0
Rep1-Julianne-872-COL_S157_L001_R1_001_F_filt-fastq-gz	96.0
Rep1-Julianne-872-JEJ_S101_L001_R1_001_F_filt-fastq-gz	13.0
Rep1-Julianne-882-CEC_S165_L001_R1_001_F_filt-fastq-gz	141.2
Rep1-Julianne-923-COL_S135_L001_R1_001_F_filt-fastq-gz	135.25
Rep1-Julianne-924-COL_S143_L001_R1_001_F_filt-fastq-gz	134.0
