feature	k__Bacteria.p__Bacillota	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Thermodesulfobacteriota	k__Bacteria.p__Verrucomicrobiota	k__Bacteria.p__Pseudomonadota	k__Bacteria.p__Actinomycetota	k__Bacteria.p__Cyanobacteriota
Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz	0.418478558519086	0.573634919765595	0.00186209540500575	0.000219070047647735	0.00432663344104277	0.00147872282162221	0
Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz	0.528477702766949	0.465436911666825	0.000380336597889132	0.000190168298944566	0.0033279452315299	0.00218693543786251	0
Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz	0.484953895422671	0.498315940588593	0.00226381756943294	0.000496935564021865	0.00524543095356413	0.0085031196510408	0.000220860250676385
Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz	0.508392658872706	0.470119521912351	0.00842531513291098	0.000457187642871138	0.00587812683691464	0.00672718960224675	0
Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz	0.571895211341216	0.417717384203306	0.00117593257986542	0.000718625465473313	0.00372378650290717	0.00359312732736656	0.00117593257986542
Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz	0.569983729827184	0.387933688052416	0.00518886592498131	0.0051448924849391	0.0110373334505958	0.020711490259883	0
Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz	0.310574572127139	0.660146699266504	0.00116136919315403	0.0186430317848411	0.00568459657701711	0.00378973105134474	0
Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz	0.374574961360124	0.547217928902628	0.00425038639876352	0.0618238021638331	0.00494590417310665	0.00718701700154559	0
Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz	0.77536546533507	0.216239687364307	0.0044869011434361	0	0.00296714430453032	0.000361846866406137	0.000578954986249819
Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz	0.360304079482162	0.612750263435195	0.00225801595664609	0.000752671985548698	0.0194942044257113	0.00444076471473732	0
Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz	0.505897317298797	0.472594819611471	0.000925069380203515	0.00219703977798335	0.00647548566142461	0.0119102682701203	0
Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz	0.417723703511951	0.551212356545	0.00578134437828976	0.00595392182241781	0.00319268271636897	0.0161359910259729	0
Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz	0.487788038318806	0.445671873651506	0.00198498317079486	0.0581686372659014	0.00267541209976698	0.00371105549322517	0
Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz	0.586094465985196	0.404740923510751	0.00211491011632006	0.000704970038773352	0.00519915403595347	0.0011455763130067	0
Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz	0.569939917386406	0.426304919263988	0.00206533984228314	0	0.00168982350732257	0	0
Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz	0.46234082904362	0.49898401517204	0.00196423733405581	0	0.00806014630181523	0.0284475751828773	0.000203196965591981
Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz	0.523274021352313	0.459928825622776	0.00818505338078292	0.000498220640569395	0.00370106761565836	0.00398576512455516	0.000427046263345196
Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz	0.488656297509063	0.486375862472225	0.011869956730207	0.000233890773009005	0.00789381358905391	0.00497017892644135	0
Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz	0.437835448632948	0.530782345141125	0.00580918103176107	0.00511460503883311	0.00593546757592978	0.0145229525794027	0
Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz	0.542664170121707	0.449311221077972	0.00274174134010967	0.000668717400026749	0.00341045874013642	0.00120369132004815	0
Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz	0.38222683264177	0.592185338865837	0.00497925311203319	0.00546334716459198	0.0121023513139696	0.00304287690179806	0
Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz	0.444866803592778	0.534441004261059	0.00925784004169094	0.00131816927745931	0.00236044265963643	0.00766377486894945	9.19652984273934e-05
Rep1.Julianne.667.COL_S173_L001_R1_001_F_filt.fastq.gz	0.410450997398092	0.57838248048569	0.0013009540329575	0.0013009540329575	0.00292714657415438	0.00563746747614918	0
Rep1.Julianne.835.COL_S151_L001_R1_001_F_filt.fastq.gz	0.627290538204449	0.354500403365218	0.01267719257808	0.000576236026276363	0.00391840497867927	0.00103722484729745	0
Rep1.Julianne.840.COL_S141_L001_R1_001_F_filt.fastq.gz	0.4557604918471	0.443063352044908	0.0856722801390003	0.002071638599305	0.00447741245656242	0.00895482491312483	0
Julianne.540.COL_S267_L001_R1_001_F_filt.fastq.gz	0.432197363382747	0.522728515945517	0.00191455609649363	0.0287183414474044	0.00640008752256441	0.00804113560527323	0
Julianne.663.COL_S268_L001_R1_001_F_filt.fastq.gz	0.682960725075529	0.303323262839879	0.00471299093655589	0.000362537764350453	0.00326283987915408	0.00537764350453172	0
Julianne.791.COL_S256_L001_R1_001_F_filt.fastq.gz	0.443956977073309	0.538777243136145	0.0100009434852345	0	0.00485894895744882	0.00221719030097179	0.000188697046891216
Julianne.847.COL_S283_L001_R1_001_F_filt.fastq.gz	0.252635424277215	0.491911074000626	0.00850641895418015	0.220645026615176	0.0246320843335769	0.000104373238701597	0.00156559858052395
Rep1.Julianne.838.COL_S128_L001_R1_001_F_filt.fastq.gz	0.515799497878972	0.465241104666263	0.00277032291576487	0	0.00995584797853	0.00623322656047095	0
Rep1.Julianne.858.COL_S149_L001_R1_001_F_filt.fastq.gz	0.498335798816568	0.485022189349112	0.00600961538461538	0	0.00314349112426036	0.00748890532544379	0
Rep1.Julianne.923.COL_S135_L001_R1_001_F_filt.fastq.gz	0.453699025622519	0.528906531937929	0.00375315770479971	0.000793937206784554	0.00801154817755323	0.00483579935041501	0
Rep1.Julianne.924.COL_S143_L001_R1_001_F_filt.fastq.gz	0.419774376661637	0.566213982898613	0.00294603722066537	0.000646691097219228	0.00610763814040382	0.00380829201695768	0.000502981964503844
