Date of Experiment_Day_1,Date of Experiment_Day_1,Date_Imaged,Date_Imaged_GFAP,MouseID,Cohort,Genotype,Sex,Well_ID,Plate (X of X for the week),"Section (A,B,C,D,E,F)",Category,Slice ,Count,Total Area,Average Size,%Area,Mean,IntDen,Particle_Size,Threshold,Comments
10.26.23_11.5.23_P1_C,10.26.23,11.5.23,11.5.23,847,Two,WT,,,P1,C,Striatum_2,P1_C_1026.23_Ms_GFAP_Stitch-1.tif,140,293,2.093,0.028,255,533.679,1-10,70,
10.26.23_11.5.23_P1_C,10.26.23,11.5.23,11.5.23,847,Two,WT,,,P1,C,Striatum_2,P1_C_1026.23_Ms_GFAP_Stitch-1.tif,21,120,5.714,0.011,255,1457.143,3.5-10,70,
10.26.23_11.5.23_P1_D,10.26.23,11.5.23,11.5.23,847,Two,WT,,,P1,D,Striatum_1,P1_D_1026.23_Ms_GFAP_Stitch.tif,107,338,3.159,0.031,255,805.514,0-Inf,70,
10.26.23_11.5.23_P1_D,10.26.23,11.5.23,11.5.23,847,Two,WT,,,P1,D,Striatum_1,P1_D_1026.23_Ms_GFAP_Stitch.tif,99,181,1.828,0.017,255,466.212,1-10,70,
10.26.23_11.5.23_P1_D,10.26.23,11.5.23,11.5.23,847,Two,WT,,,P1,D,Striatum_1,P1_D_1026.23_Ms_GFAP_Stitch.tif,12,63,5.25,0.006,255,1338.75,3.5-10,70,
10.26.23_11.5.23_P1_D,10.26.23,11.5.23,11.5.23,847,Two,WT,,,P1,D,Striatum_2,NA,NA,NA,NA,NA,NA,NA,0-Inf,70,One hemisphere
10.26.23_11.5.23_P1_D,10.26.23,11.5.23,11.5.23,847,Two,WT,,,P1,D,Striatum_2,NA,NA,NA,NA,NA,NA,NA,1-10,70,One hemisphere
10.26.23_11.5.23_P1_D,10.26.23,11.5.23,11.5.23,847,Two,WT,,,P1,D,Striatum_2,NA,NA,NA,NA,NA,NA,NA,3.5-10,70,One hemisphere
10.26.23_11.5.23_P1_E,10.26.23,11.5.23,11.5.23,44/891,Three,HET,,,P1,E,Striatum_1,P1_E_1026.23_Ms_GFAP_Stitch-1.tif,104,254,2.442,0.019,255,622.788,0-Inf,70,
10.26.23_11.5.23_P1_E,10.26.23,11.5.23,11.5.23,44/891,Three,HET,,,P1,E,Striatum_1,P1_E_1026.23_Ms_GFAP_Stitch-1.tif,102,212,2.078,0.016,255,530,1-10,70,
10.26.23_11.5.23_P1_E,10.26.23,11.5.23,11.5.23,44/891,Three,HET,,,P1,E,Striatum_1,P1_E_1026.23_Ms_GFAP_Stitch-1.tif,19,102,5.368,0.008,255,1368.947,3.5-10,70,
10.26.23_11.5.23_P1_E,10.26.23,11.5.23,11.5.23,44/891,Three,HET,,,P1,E,Striatum_2,P1_E_1026.23_Ms_GFAP_Stitch-1.tif,132,393,2.977,0.03,255,759.205,0-Inf,70,
10.26.23_11.5.23_P1_E,10.26.23,11.5.23,11.5.23,44/891,Three,HET,,,P1,E,Striatum_2,P1_E_1026.23_Ms_GFAP_Stitch-1.tif,125,241,1.928,0.018,255,491.64,1-10,70,
10.26.23_11.5.23_P1_E,10.26.23,11.5.23,11.5.23,44/891,Three,HET,,,P1,E,Striatum_2,P1_E_1026.23_Ms_GFAP_Stitch-1.tif,17,94,5.529,0.007,255,1410,3.5-10,70,
10.26.23_11.5.23_P1_F,10.26.23,11.5.23,11.5.23,853,Two,MUT,,,P1,F,Striatum_1,P1_F_1026.23_Ms_GFAP_Stitch.tif,51,87,1.706,0.008,255,435,0-Inf,80,
10.26.23_11.5.23_P1_F,10.26.23,11.5.23,11.5.23,853,Two,MUT,,,P1,F,Striatum_1,P1_F_1026.23_Ms_GFAP_Stitch.tif,51,87,1.706,0.008,255,435,1-10,80,
10.26.23_11.5.23_P1_F,10.26.23,11.5.23,11.5.23,853,Two,MUT,,,P1,F,Striatum_1,P1_F_1026.23_Ms_GFAP_Stitch.tif,6,33,5.5,0.003,255,1402.5,3.5-10,80,
10.26.23_11.5.23_P1_F,10.26.23,11.5.23,11.5.23,853,Two,MUT,,,P1,F,Striatum_2,P1_F_1026.23_Ms_GFAP_Stitch.tif,59,100,1.695,0.011,255,432.203,0-Inf,80,
10.26.23_11.5.23_P1_F,10.26.23,11.5.23,11.5.23,853,Two,MUT,,,P1,F,Striatum_2,P1_F_1026.23_Ms_GFAP_Stitch.tif,59,100,1.695,0.011,255,432.203,1-10,80,
10.26.23_11.5.23_P1_F,10.26.23,11.5.23,11.5.23,853,Two,MUT,,,P1,F,Striatum_2,P1_F_1026.23_Ms_GFAP_Stitch.tif,6,29,4.833,0.003,255,1232.5,3.5-10,80,
10.26.23_1.8.24_P2_A,10.26.23,1.8.24,1.8.24,847,Two,WT,,,P2,A,Striatum_1,P2_A_10.26.23_Ms_GFAP_Stitch.tif,3420,17422,5.094,1.132,255,1299.009,0-Inf,80,
10.26.23_1.8.24_P2_A,10.26.23,1.8.24,1.8.24,847,Two,WT,,,P2,A,Striatum_1,P2_A_10.26.23_Ms_GFAP_Stitch.tif,2974,7039,2.367,0.457,255,603.546,1-10,80,
10.26.23_1.8.24_P2_A,10.26.23,1.8.24,1.8.24,847,Two,WT,,,P2,A,Striatum_1,P2_A_10.26.23_Ms_GFAP_Stitch.tif,590,3585,6.076,0.233,255,1549.449,3.5-10,80,
10.26.23_1.8.24_P2_A,10.26.23,1.8.24,1.8.24,847,Two,WT,,,P2,A,Striatum_2,P2_A_10.26.23_Ms_GFAP_Stitch.tif,1719,5568,3.239,0.357,255,825.969,0-Inf,80,
10.26.23_1.8.24_P2_A,10.26.23,1.8.24,1.8.24,847,Two,WT,,,P2,A,Striatum_2,P2_A_10.26.23_Ms_GFAP_Stitch.tif,1614,3660,2.268,0.235,255,578.253,1-10,80,
10.26.23_1.8.24_P2_A,10.26.23,1.8.24,1.8.24,847,Two,WT,,,P2,A,Striatum_2,P2_A_10.26.23_Ms_GFAP_Stitch.tif,299,1746,5.839,0.112,255,1489.064,3.5-10,80,
10.26.23_1.8.24_P2_B,10.26.23,1.8.24,1.8.24,44/891,Three,HET,,,P2,B,Striatum_1,P2_B_1026.23_Ms_GFAP_Stitch.tif,503,1871,3.72,0.137,255,948.519,0-Inf,90,
10.26.23_1.8.24_P2_B,10.26.23,1.8.24,1.8.24,44/891,Three,HET,,,P2,B,Striatum_1,P2_B_1026.23_Ms_GFAP_Stitch.tif,469,1041,2.22,0.076,255,566.002,1-10,90,
10.26.23_1.8.24_P2_B,10.26.23,1.8.24,1.8.24,44/891,Three,HET,,,P2,B,Striatum_1,P2_B_1026.23_Ms_GFAP_Stitch.tif,81,485,5.988,0.036,255,1526.852,3.5-10,90,
10.26.23_1.8.24_P2_B,10.26.23,1.8.24,1.8.24,44/891,Three,HET,,,P2,B,Striatum_2,P2_B_1026.23_Ms_GFAP_Stitch.tif,250,1054,4.216,0.086,255,1075.08,0-Inf,90,
10.26.23_1.8.24_P2_B,10.26.23,1.8.24,1.8.24,44/891,Three,HET,,,P2,B,Striatum_2,P2_B_1026.23_Ms_GFAP_Stitch.tif,226,501,2.217,0.041,255,565.288,1-10,90,
10.26.23_1.8.24_P2_B,10.26.23,1.8.24,1.8.24,44/891,Three,HET,,,P2,B,Striatum_2,P2_B_1026.23_Ms_GFAP_Stitch.tif,42,240,5.714,0.02,255,1457.143,3.5-10,90,
10.26.23_1.10.24_P2_C,10.26.23,1.10.24,1.10.24,44/891,Three,HET,,,P2,C,Striatum_1,P2_C_1026.23_Ms_GFAP_Stitch.tif,912,3352,3.675,0.251,255,937.237,0-Inf,100,
10.26.23_1.10.24_P2_C,10.26.23,1.10.24,1.10.24,44/891,Three,HET,,,P2,C,Striatum_1,P2_C_1026.23_Ms_GFAP_Stitch.tif,858,1879,2.19,0.141,255,558.444,1-10,100,
10.26.23_1.10.24_P2_C,10.26.23,1.10.24,1.10.24,44/891,Three,HET,,,P2,C,Striatum_1,P2_C_1026.23_Ms_GFAP_Stitch.tif,137,831,6.066,0.062,255,1546.752,3.5-10,100,
10.26.23_1.10.24_P2_C,10.26.23,1.10.24,1.10.24,44/891,Three,HET,,,P2,C,Striatum_2,P2_C_1026.23_Ms_GFAP_Stitch.tif,738,2332,3.16,0.2,255,805.772,0-Inf,100,
10.26.23_1.10.24_P2_C,10.26.23,1.10.24,1.10.24,44/891,Three,HET,,,P2,C,Striatum_2,P2_C_1026.23_Ms_GFAP_Stitch.tif,699,1631,2.333,0.14,255,595,1-10,100,
10.26.23_1.10.24_P2_C,10.26.23,1.10.24,1.10.24,44/891,Three,HET,,,P2,C,Striatum_2,P2_C_1026.23_Ms_GFAP_Stitch.tif,134,800,5.97,0.069,255,1522.388,3.5-10,100,
10.26.23_1.10.24_P2_D,10.26.23,1.10.24,1.10.24,853,Two,MUT,,,P2,D,Striatum_1,P2_D_1026.23_Ms_GFAP_Stitch-1.tif,440,1601,3.639,0.115,255,927.852,0-Inf,80,
10.26.23_1.10.24_P2_D,10.26.23,1.10.24,1.10.24,853,Two,MUT,,,P2,D,Striatum_1,P2_D_1026.23_Ms_GFAP_Stitch-1.tif,406,870,2.143,0.062,255,546.429,1-10,80,
10.26.23_1.10.24_P2_D,10.26.23,1.10.24,1.10.24,853,Two,MUT,,,P2,D,Striatum_1,P2_D_1026.23_Ms_GFAP_Stitch-1.tif,66,393,5.955,0.028,255,1518.409,3.5-10,80,
10.26.23_1.10.24_P2_D,10.26.23,1.10.24,1.10.24,853,Two,MUT,,,P2,D,Striatum_2,P2_D_1026.23_Ms_GFAP_Stitch-1.tif,412,2454,5.956,0.206,255,1518.859,0-Inf,80,
10.26.23_1.10.24_P2_D,10.26.23,1.10.24,1.10.24,853,Two,MUT,,,P2,D,Striatum_2,P2_D_1026.23_Ms_GFAP_Stitch-1.tif,349,841,2.41,0.071,255,614.484,1-10,80,
10.26.23_1.10.24_P2_D,10.26.23,1.10.24,1.10.24,853,Two,MUT,,,P2,D,Striatum_2,P2_D_1026.23_Ms_GFAP_Stitch-1.tif,69,423,6.13,0.036,255,1563.261,3.5-10,80,
10.26.23_1.12.24_P2_E,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,E,Striatum_1,P2_E_1026.23_Ms_GFAP_Stitch-1.tif,1589,4721,2.971,0.313,255,757.618,0-Inf,90,
10.26.23_1.12.24_P2_E,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,E,Striatum_1,P2_E_1026.23_Ms_GFAP_Stitch-1.tif,1514,3422,2.26,0.227,255,576.361,1-10,90,
10.26.23_1.12.24_P2_E,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,E,Striatum_1,P2_E_1026.23_Ms_GFAP_Stitch-1.tif,275,1599,5.815,0.106,255,1482.709,3.5-10,90,
10.26.23_1.12.24_P2_E,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,E,Striatum_2,P2_E_1026.23_Ms_GFAP_Stitch-1.tif,733,2177,2.97,0.15,255,757.347,0-Inf,90,
10.26.23_1.12.24_P2_E,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,E,Striatum_2,P2_E_1026.23_Ms_GFAP_Stitch-1.tif,699,1613,2.308,0.111,255,588.433,1-10,90,
10.26.23_1.12.24_P2_E,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,E,Striatum_2,P2_E_1026.23_Ms_GFAP_Stitch-1.tif,128,752,5.875,0.052,255,1498.125,3.5-10,90,
10.26.23_1.12.24_P2_F,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,F,Striatum_1,P2_F_1026.23_Ms_GFAP_Stitch.tif,644,2329,3.616,0.147,255,922.197,0-Inf,90,
10.26.23_1.12.24_P2_F,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,F,Striatum_1,P2_F_1026.23_Ms_GFAP_Stitch.tif,608,1344,2.211,0.085,255,563.684,1-10,90,
10.26.23_1.12.24_P2_F,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,F,Striatum_1,P2_F_1026.23_Ms_GFAP_Stitch.tif,112,622,5.554,0.039,255,1416.161,3.5-10,90,
10.26.23_1.12.24_P2_F,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,F,Striatum_2,P2_F_1026.23_Ms_GFAP_Stitch.tif,340,1109,3.262,0.077,255,831.75,0-Inf,90,
10.26.23_1.12.24_P2_F,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,F,Striatum_2,P2_F_1026.23_Ms_GFAP_Stitch.tif,319,720,2.257,0.05,255,575.549,1-10,90,
10.26.23_1.12.24_P2_F,10.26.23,1.12.24,1.12.24,853,Two,MUT,,,P2,F,Striatum_2,P2_F_1026.23_Ms_GFAP_Stitch.tif,52,320,6.154,0.022,255,1569.231,3.5-10,90,
10.26.23_12.10.23_P3_F,10.26.23,12.10.23,1.10.24,717,One,MUT,,,P3,F,Striatum_1,P3_F_1026.23_Ms_GFAP_Stitch.tif,130,315,2.423,0.028,255,617.885,0-Inf,100,
10.26.23_12.10.23_P3_F,10.26.23,12.10.23,1.10.24,717,One,MUT,,,P3,F,Striatum_1,P3_F_1026.23_Ms_GFAP_Stitch.tif,125,237,1.896,0.021,255,483.48,1-10,100,
10.26.23_12.10.23_P3_F,10.26.23,12.10.23,1.10.24,717,One,MUT,,,P3,F,Striatum_1,P3_F_1026.23_Ms_GFAP_Stitch.tif,18,91,5.056,0.008,255,1289.167,3.5-10,100,
10.26.23_12.10.23_P3_F,10.26.23,12.10.23,1.10.24,717,One,MUT,,,P3,F,Striatum_2,P3_F_1026.23_Ms_GFAP_Stitch.tif,211,532,2.521,0.055,255,642.938,0-Inf,100,
10.26.23_12.10.23_P3_F,10.26.23,12.10.23,1.10.24,717,One,MUT,,,P3,F,Striatum_2,P3_F_1026.23_Ms_GFAP_Stitch.tif,207,436,2.106,0.045,255,537.101,1-10,100,
10.26.23_12.10.23_P3_F,10.26.23,12.10.23,1.10.24,717,One,MUT,,,P3,F,Striatum_2,P3_F_1026.23_Ms_GFAP_Stitch.tif,34,196,5.765,0.02,255,1470,3.5-10,100,
10.26.23_1.17.24_P4_A,10.26.23,1.17.24,1.17.24,838,Two,WT,,,P4,A,Striatum_1,P4_A_102623_Ms_GFAP_Stitch.tif,477,1555,3.26,0.108,255,831.289,0-Inf,90,
10.26.23_1.17.24_P4_A,10.26.23,1.17.24,1.17.24,838,Two,WT,,,P4,A,Striatum_1,P4_A_102623_Ms_GFAP_Stitch.tif,448,942,2.103,0.065,255,536.183,1-10,90,
10.26.23_1.17.24_P4_A,10.26.23,1.17.24,1.17.24,838,Two,WT,,,P4,A,Striatum_1,P4_A_102623_Ms_GFAP_Stitch.tif,68,383,5.632,0.027,255,1436.25,3.5-10,90,
10.26.23_1.17.24_P4_A,10.26.23,1.17.24,1.17.24,838,Two,WT,,,P4,A,Striatum_2,NA,NA,NA,NA,NA,NA,NA,0-Inf,90,one hemisphere
10.26.23_1.17.24_P4_A,10.26.23,1.17.24,1.17.24,838,Two,WT,,,P4,A,Striatum_2,NA,NA,NA,NA,NA,NA,NA,1-10,90,one hemisphere
10.26.23_1.17.24_P4_A,10.26.23,1.17.24,1.17.24,838,Two,WT,,,P4,A,Striatum_2,NA,NA,NA,NA,NA,NA,NA,3.5-10,90,one hemisphere
10.26.23_1.17.24 _P4_B,10.26.23,1.17.24 ,1.17.24 ,838,Two,WT,,,P4,B,Striatum_1,P4_B_102623_Ms_GFAP_left_Stitch.tif,700,2658,3.797,0.177,255,968.271,0-Inf,85,
10.26.23_1.17.24 _P4_B,10.26.23,1.17.24 ,1.17.24 ,838,Two,WT,,,P4,B,Striatum_1,P4_B_102623_Ms_GFAP_left_Stitch.tif,641,1449,2.261,0.097,255,576.435,1-10,85,
10.26.23_1.17.24 _P4_B,10.26.23,1.17.24 ,1.17.24 ,838,Two,WT,,,P4,B,Striatum_1,P4_B_102623_Ms_GFAP_left_Stitch.tif,120,676,5.633,0.045,255,1436.5,3.5-10,85,
10.26.23_1.19.24_P4_B,10.26.23,1.19.24,1.19.24,838,Two,WT,,,P4,B,Striatum_2,P4_B_102623_Ms_GFAP_right_Stitch.tif,737,3147,4.27,0.228,255,1088.853,0-Inf,90,
10.26.23_1.19.24_P4_B,10.26.23,1.19.24,1.19.24,838,Two,WT,,,P4,B,Striatum_2,P4_B_102623_Ms_GFAP_right_Stitch.tif,662,1595,2.409,0.115,255,614.388,1-10,90,
10.26.23_1.19.24_P4_B,10.26.23,1.19.24,1.19.24,838,Two,WT,,,P4,B,Striatum_2,P4_B_102623_Ms_GFAP_right_Stitch.tif,143,852,5.958,0.062,255,1519.301,3.5-10,90,
10.26.23_1.19.24_P4_C,10.26.23,1.19.24,1.19.23,582,One,HET,,,P4,C,Striatum_1,P4_C_102623_Ms_GFAP_Stitch.tif,281,702,2.498,0.051,255,637.046,0-Inf,90,
10.26.23_1.19.24_P4_C,10.26.23,1.19.24,1.19.23,582,One,HET,,,P4,C,Striatum_1,P4_C_102623_Ms_GFAP_Stitch.tif,272,546,2.007,0.04,255,511.875,1-10,90,
10.26.23_1.19.24_P4_C,10.26.23,1.19.24,1.19.23,582,One,HET,,,P4,C,Striatum_1,P4_C_102623_Ms_GFAP_Stitch.tif,38,227,5.974,0.017,255,1523.289,3.5-10,90,
10.26.23_1.19.24_P4_C,10.26.23,1.19.24,1.19.23,582,One,HET,,,P4,C,Striatum_2,P4_C_102623_Ms_GFAP_Stitch.tif,1076,4708,4.375,0.343,255,1115.743,0-Inf,90,
10.26.23_1.19.24_P4_C,10.26.23,1.19.24,1.19.23,582,One,HET,,,P4,C,Striatum_2,P4_C_102623_Ms_GFAP_Stitch.tif,1076,4708,4.375,0.343,255,1115.743,1-10,90,
10.26.23_1.19.24_P4_C,10.26.23,1.19.24,1.19.23,582,One,HET,,,P4,C,Striatum_2,P4_C_102623_Ms_GFAP_Stitch.tif,199,1237,6.216,0.09,255,1585.101,3.5-10,90,
10.26.23_1.20.24_P4_D,10.26.23,1.20.24,1.20.24,582,One,HET,,,P4,D,Striatum_1,P4_D_1026.23_Ms_GFAP_Stitch.tif,2873,14354,4.996,1.3,255,1274.024,0-Inf,90,
10.26.23_1.20.24_P4_D,10.26.23,1.20.24,1.20.24,582,One,HET,,,P4,D,Striatum_1,P4_D_1026.23_Ms_GFAP_Stitch.tif,2528,6527,2.582,0.591,255,658.38,1-10,90,
10.26.23_1.20.24_P4_D,10.26.23,1.20.24,1.20.24,582,One,HET,,,P4,D,Striatum_1,P4_D_1026.23_Ms_GFAP_Stitch.tif,598,3645,6.095,0.33,255,1554.306,3.5-10,90,
10.26.23_1.20.24_P4_D,10.26.23,1.20.24,1.20.24,582,One,HET,,,P4,D,Striatum_2,P4_D_1026.23_Ms_GFAP_Stitch.tif,2884,13159,4.563,1.05,255,1163.504,0-Inf,90,
10.26.23_1.20.24_P4_D,10.26.23,1.20.24,1.20.24,582,One,HET,,,P4,D,Striatum_2,P4_D_1026.23_Ms_GFAP_Stitch.tif,2569,6452,2.511,0.515,255,640.428,1-10,90,
10.26.23_1.20.24_P4_D,10.26.23,1.20.24,1.20.24,582,One,HET,,,P4,D,Striatum_2,P4_D_1026.23_Ms_GFAP_Stitch.tif,572,3503,6.124,0.28,255,1561.652,3.5-10,90,
10.26.23_1.20.24_P4_E,10.26.23,1.20.24,1.20.24,717,One,MUT,,,P4,E,Striatum_1,P4_E_1026.23_Ms_GFAP_Stitch.tif,946,3074,3.249,0.209,255,828.615,0-Inf,100,
10.26.23_1.20.24_P4_E,10.26.23,1.20.24,1.20.24,717,One,MUT,,,P4,E,Striatum_1,P4_E_1026.23_Ms_GFAP_Stitch.tif,896,2015,2.249,0.137,255,573.465,1-10,100,
10.26.23_1.20.24_P4_E,10.26.23,1.20.24,1.20.24,717,One,MUT,,,P4,E,Striatum_1,P4_E_1026.23_Ms_GFAP_Stitch.tif,158,903,5.715,0.062,255,1457.373,3.5-10,100,
10.26.23_1.20.24_P4_E,10.26.23,1.20.24,1.20.24,717,One,MUT,,,P4,E,Striatum_2,P4_E_1026.23_Ms_GFAP_Stitch.tif,468,1356,2.897,0.094,255,738.846,0-Inf,100,
10.26.23_1.20.24_P4_E,10.26.23,1.20.24,1.20.24,717,One,MUT,,,P4,E,Striatum_2,P4_E_1026.23_Ms_GFAP_Stitch.tif,448,964,2.152,0.067,255,548.705,1-10,100,
10.26.23_1.20.24_P4_E,10.26.23,1.20.24,1.20.24,717,One,MUT,,,P4,E,Striatum_2,P4_E_1026.23_Ms_GFAP_Stitch.tif,78,438,5.615,0.03,255,1431.923,3.5-10,100,
10.26.23_1.20.24_P4_F,10.26.23,1.20.24,1.20.24,717,One,MUT,,,P4,F,Striatum_1,P4_F_1026.23_Ms_GFAP_left_no_AF_Stitch.tif,1025,3238,3.159,0.199,255,805.551,0-Inf,85,
10.26.23_1.20.24 _P4_F,10.26.23,1.20.24 ,1.20.24,717,One,MUT,,,P4,F,Striatum_1,P4_F_1026.23_Ms_GFAP_left_no_AF_Stitch.tif,971,2027,2.088,0.125,255,532.322,1-10,85,
10.26.23_1.20.24 _P4_F,10.26.23,1.20.24 ,1.20.24,717,One,MUT,,,P4,F,Striatum_1,P4_F_1026.23_Ms_GFAP_left_no_AF_Stitch.tif,147,827,5.626,0.051,255,1434.592,3.5-10,85,
10.26.23_1.20.24 _P4_F,10.26.23,1.20.24 ,1.20.24,717,One,MUT,,,P4,F,Striatum_2,P4_F_1026.23_Ms_GFAP_right_Stitch.tif,397,3214,8.096,0.227,255,2064.408,0-Inf,90,
10.26.23_1.20.24 _P4_F,10.26.23,1.20.24 ,1.20.24,717,One,MUT,,,P4,F,Striatum_2,P4_F_1026.23_Ms_GFAP_right_Stitch.tif,346,751,2.171,0.053,255,553.483,1-10,90,
10.26.23_1.20.24 _P4_F,10.26.23,1.20.24 ,1.20.24,717,One,MUT,,,P4,F,Striatum_2,P4_F_1026.23_Ms_GFAP_right_Stitch.tif,60,361,6.017,0.025,255,1534.25,3.5-10,90,
10.30.23_1.20.24_P1_A,10.30.23,1.20.24,1.20.24,663,One,WT,,,P1,A,Striatum_1,P1_A_1030.23_Ms_GFAP_Stitch.tif,188,371,1.973,0.041,255,503.218,0-Inf,100,
10.30.23_1.20.24_P1_A,10.30.23,1.20.24,1.20.24,663,One,WT,,,P1,A,Striatum_1,P1_A_1030.23_Ms_GFAP_Stitch.tif,184,304,1.652,0.034,255,421.304,1-10,100,
10.30.23_1.20.24_P1_A,10.30.23,1.20.24,1.20.24,663,One,WT,,,P1,A,Striatum_1,P1_A_1030.23_Ms_GFAP_Stitch.tif,16,76,4.75,0.008,255,1211.25,3.5-10,100,
10.30.23_1.20.24_P1_A,10.30.23,1.20.24,1.20.24,663,One,WT,,,P1,A,Striatum_2,P1_A_1030.23_Ms_GFAP_Stitch.tif,154,251,1.63,0.028,255,415.617,0-Inf,100,
10.30.23_1.20.24_P1_A,10.30.23,1.20.24,1.20.24,663,One,WT,,,P1,A,Striatum_2,P1_A_1030.23_Ms_GFAP_Stitch.tif,154,251,1.63,0.028,255,415.617,1-10,100,
10.30.23_1.20.24_P1_A,10.30.23,1.20.24,1.20.24,663,One,WT,,,P1,A,Striatum_2,P1_A_1030.23_Ms_GFAP_Stitch.tif,11,56,5.091,0.006,255,1298.182,3.5-10,100,
10.30.23_1.22.24_P1_B,10.30.23,1.22.24,1.22.24,663,One,WT,,,P1,B,Striatum_1,P4_B_103023_Ms_GFAP_Stitch.tif,134,528,3.94,0.062,255,1004.776,0-Inf,100,section in pieces
10.30.23_1.22.24_P1_B,10.30.23,1.22.24,1.22.24,663,One,WT,,,P1,B,Striatum_1,P4_B_103023_Ms_GFAP_Stitch.tif,123,303,2.463,0.036,255,628.171,1-10,100,section in pieces
10.30.23_1.22.24_P1_B,10.30.23,1.22.24,1.22.24,663,One,WT,,,P1,B,Striatum_1,P4_B_103023_Ms_GFAP_Stitch.tif,28,163,5.821,0.019,255,1484.464,3.5-10,100,section in pieces
10.30.23_1.22.24_P1_B,10.30.23,1.22.24,1.22.24,663,One,WT,,,P1,B,Striatum_2,P4_B_103023_Ms_GFAP_Stitch.tif,159,416,2.616,0.064,255,667.17,0-Inf,100,section in pieces
10.30.23_1.22.24_P1_B,10.30.23,1.22.24,1.22.24,663,One,WT,,,P1,B,Striatum_2,P4_B_103023_Ms_GFAP_Stitch.tif,153,308,2.013,0.047,255,513.333,1-10,100,section in pieces
10.30.23_1.22.24_P1_B,10.30.23,1.22.24,1.22.24,663,One,WT,,,P1,B,Striatum_2,P4_B_103023_Ms_GFAP_Stitch.tif,22,127,5.773,0.019,255,1472.045,3.5-10,100,section in pieces
10.30.23_1.24.24_P1_C,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,C,Striatum_1,P1_C_1030.23_Ms_GFAP_Stitch.tif,79,245,3.101,0.017,255,790.823,0-Inf,100,
10.30.23_1.24.24_P1_C,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,C,Striatum_1,P1_C_1030.23_Ms_GFAP_Stitch.tif,74,142,1.919,0.01,255,489.324,1-10,100,
10.30.23_1.24.24_P1_C,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,C,Striatum_1,P1_C_1030.23_Ms_GFAP_Stitch.tif,8,50,6.25,0.004,255,1593.75,3.5-10,100,
10.30.23_1.24.24_P1_C,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,C,Striatum_2,NA,NA,NA,NA,NA,NA,NA,0-Inf,100,too folded
10.30.23_1.24.24_P1_C,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,C,Striatum_2,NA,NA,NA,NA,NA,NA,NA,1-10,100,too folded
10.30.23_1.24.24_P1_C,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,C,Striatum_2,NA,NA,NA,NA,NA,NA,NA,3.5-10,100,too folded
10.30.23_1.24.24_P1_D,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,D,Striatum_1,P1_D_1030.23_Ms_GFAP_Stitch-1.tif,184,355,1.929,0.021,255,491.984,0-Inf,90,
10.30.23_1.24.24_P1_D,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,D,Striatum_1,P1_D_1030.23_Ms_GFAP_Stitch-1.tif,183,344,1.88,0.02,255,479.344,1-10,90,
10.30.23_1.24.24_P1_D,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,D,Striatum_1,P1_D_1030.23_Ms_GFAP_Stitch-1.tif,20,111,5.55,0.006,255,1415.25,3.5-10,90,
10.30.23_1.24.24_P1_D,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,D,Striatum_2,NA,NA,NA,NA,NA,NA,NA,0-Inf,90,half of the striatum missing
10.30.23_1.24.24_P1_D,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,D,Striatum_2,NA,NA,NA,NA,NA,NA,NA,1-10,90,half of the striatum missing
10.30.23_1.24.24_P1_D,10.30.23,1.24.24,1.24.24,536,One,HET,,,P1,D,Striatum_2,NA,NA,NA,NA,NA,NA,NA,3.5-10,90,half of the striatum missing
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,E,Striatum_1,P1_E_1030.23_Ms_GFAP_left_Stitch.tif,1025,5018,4.896,0.413,255,1248.38,0-Inf,70,
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,E,Striatum_1,P1_E_1030.23_Ms_GFAP_left_Stitch.tif,924,1886,2.041,0.155,255,520.487,1-10,70,
,10.30.23,2.2.24,2.2.24,665,One,MUT,,,P1,E,Striatum_1,P1_E_1030.23_Ms_GFAP_left_Stitch.tif,137,793,5.788,0.065,255,1476.022,3.5-10,70,
