feature	k__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium	k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Coriobacteriaceae.UCG.002	k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriales.Incertae.Sedis.g__	k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Enterorhabdus	k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Gordonibacter	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculum	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	k__Bacteria.p__Cyanobacteria.c__Vampirivibrionia.o__Gastranaerophilales.f__.g__	k__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__HT002	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Ligilactobacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Staphylococcus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.UCG.014.f__.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.sensu.stricto.1	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.NK4A136.group	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.001	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.006	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Marvinbryantia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium..xylanophilum.group	k__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales.f__Monoglobaceae.g__Monoglobus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium..coprostanoligenes.group.g__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Mitochondria.g__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.Shigella	k__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia
PFF_Jejunum_1906	0.000601364237727874	0	0	0	0	0.010858919949829	0.000618546073091528	3.43636707273071e-05	0	0	0.000876273603546331	0.000378000378000378	0.00202745657291112	0.000859091768182677	0.0354289445198536	0.008728372364736	0.847975120702393	0.0522499613408704	0.00187282005463824	0	0.0353258535076717	0.000154636518272882	0.000618546073091528	0	0	0.00024054569509115	0.000274909365818457	0	0	0	0	0	0	0	0	0.000257727530454803	0.000395182213364032	0.000223363859727496	0
PFF_Jejunum_1908	0	0.00267403915881073	0.000317258883248731	0.00140500362581581	0	0.0619787889775199	0.00194887599709935	0.000317258883248731	6.79840464104423e-05	0.000362581580855693	0.0367113850616389	0.00620920957215373	0.00262871646120377	0	0.0493790790427846	0.0715418781725888	0.743518854242205	0.00852066715010878	0.00113306744017404	0	0	0	0.00405638143582306	0.000430565627266135	0.00201686004350979	0.00115572878897752	0	0.0005891950688905	0.00108774474256708	0	0	0	0	0	0.000407904278462654	0	0.000475888324873096	0	0.0010650833937636
PFF_Jejunum_1910	0	0	8.21580172531836e-05	0.000356018074763796	0	0.229713816239901	0.0193619060660003	0	0	0	0.0163220594276325	0.000629878132274408	0.00577844721347391	0	0.191565110228673	0.324880186224839	0.191510338217171	0.00446391893742298	0	0.000136930028755306	0	0.000465562097768041	0.00712036149527591	0	0.00542242913871012	0	0	0.000739422155278653	0	0	0	0	0	0	0	0	0.00145145830480624	0	0
PFF_Jejunum_1913	0	0.0178087898354509	0	0.0055457196417413	0	0.276921474692772	0.00466048739845865	0.000104144969797959	0	0.000312434909393876	0.0737867111018538	0.00864403249323058	0.00341074776088315	0.00085919600083316	0.00244740679025203	0	0.565975838367007	0.00257758800249948	0.00184857321391377	0	0	0	0.0020308269110602	0	0.0174442824411581	0.00955530097896272	0	0.00164028327431785	0	0.00145802957717142	0.00229118933555509	0	0.000182253697146428	0	0	0	0.000234326182045407	0	0.000260362424494897
PFF_Jejunum_1914	6.83963339564999e-05	0	9.11951119419999e-05	0.0011627376772605	0.000136792667913	0.188842278053896	0.0047649445989695	0	0	0	0.0124253340020975	0.00786557840499749	0.0019834936847385	0	0.0264237836851945	0.0505904883498245	0.698121380693995	0.000957548675390999	0.0003419816697825	0	0	0	0	0	0.000866353563448999	0.000706762117550499	0	0.000524371893666499	0	0	0.000227987779855	0.0001595914458985	0	0	0	0.0003875792257535	0.000661164561579499	0	0.002690255802289
PFF_Jejunum_1917	0	0	0.000508549996821563	0.00346449685334689	0.000286059373212129	0.353187972792575	0.00651579683427627	0	0	0	0.0802237619986015	0.00311486873053207	0.00403661559977115	0	0.0658890089631937	0.189593795690039	0.230945267306592	0.00225669061089568	0	0.00257453435890916	0.000127137499205391	0.000572118746424258	0.0418282372385735	0	0.0075328968279194	0.00054033437162291	0.000635687496026953	0.000762824995232344	0	0.000508549996821563	0.000921746869239082	0.000222490623609434	0	0	0	0	0.00177992498887547	0	0.00197063123768355
PFF_Jejunum_1920	0	0	0	0.000291199068162982	0	0.11721882489976	0.00172479448065766	0	0	0	0.00425598638084358	0.0099903680308223	0.0104607665255471	0.000291199068162982	0.241807226216876	0.50491678426629	0.103756467979302	0.000246399211522523	0	0	0	0.000783997491208028	0.00132159577089353	0	0	0.000492798423045046	0	0	0	0	0	0	0	0	0	0	0	0	0.002441592186905
PFF_Jejunum_1921	0.000108664942516245	0	0	0	0	0.0481820355117032	0.00104318344815596	0	8.69319540129963e-05	0	0.000651989655097472	0	0	0	0.445700128224632	0.358072718579532	0.130224067111469	0.00749788103362093	0.00173863908025993	0	0.00306435137895812	0	0	0	0	0.000738921609110469	0	0	0	0	0	0	0	0	8.69319540129963e-05	8.69319540129963e-05	0	0.00193423597678917	0.000782387586116967
PFF_Jejunum_1937	0	0	0	0.00128339356276808	0.000135094059238745	0.231584991050019	0.00876422709311358	0	0	0	0.000320848390692019	0.00221216522003445	0.00081056435543247	0	0	0	0.561586004255463	0	0	0.000168867574048431	0	0	0	0	0	0.000574149751764666	0	0	0	0	0.000185754331453274	6.75470296193725e-05	0	0	0.000101320544429059	0	0.00155358168124557	0	0.190651491100679
PFF_Jejunum_1938	0	0.0128347717768485	0	0.000622831212741347	0	0.691876501468102	0.0151926327965121	0	0	0	0	0.156352878369962	0	0	0.00413737877035323	0	0.100342557167008	0.00108995462229736	0	0	0.000111219859418098	0	0.000355903550137913	0	0.000889758875344782	0	0	0	0	0	0	0	0	0	0	0	0.00620606815552985	0	0.00998754337574517
PFF_Jejunum_1942	0	6.25143261997541e-05	0.000187542978599262	0.00716830940423847	0	0.244785263289504	0.00131280085019484	0	0	0.000125028652399508	0.091437621121507	0.00116693408906208	0	0	0.015086790722874	0.00791848131863552	0.614140740586384	0.00543874637937861	0.00239638250432391	0.00045843839213153	0.00275063035278918	0	0.000937714892996312	0	0	0.000312571630998771	0	0.000229219196065765	0	0	0	0	0	0	0	0.00122944841526183	0.000854362458063306	0.00110441976286232	0.000896038675529809
PFF_Jejunum_1943	0	0	0.000179712972709301	0.00926805473543683	0	0.429899104002465	0.00164309003619933	7.70198454468435e-05	0	0	0.155580087802624	0.00118097096351827	0.000154039690893687	0	0	0	0.374059716053503	0.000924238145362122	0.000410772509049832	0	0	0.00023105953634053	0.00148905034530564	0	0.00793304408102488	0.00793304408102488	0	0.00243896177248338	0	0.000641832045390362	0	0	0.00074452517265282	0	0	0	0	0	0.00521167620856974
PFF_Jejunum_1944	0	0	0	0.00297295033916757	0	0.16889289004271	0	0	0	0	0.0274265136923206	0.000146553889958965	0	0	0.000314044049912068	0	0.775374759232895	0.0123314630265472	0.000146553889958965	0	0	0	0	0	0	0.000565279289841722	0	0	0	0	0	0	0	0	0	0	0	0	0.0118289925466879
PFF_Jejunum_1945	0	0.0015316713355771	8.06142808198472e-05	0.00294242124992442	0	0.52506096454987	0.027429009048953	0	0	0	0.0729559241419618	0.01320058848425	0	0	0.000181382131844656	0	0.325016626695419	0.00104798565065801	0	0.00143090348455229	0	0	0.00423224974304198	0.00130998206332252	0.0160825490235595	0.00149136419516717	0	0.000544146395533969	0.0013704427739374	0	0	0	0	0	0	0	0.00159213204619198	0	0.00249904270541526
PFF_Jejunum_1946	0.00046098882102109	0.00364949483308363	0	0.000307325880680727	0	0.286274057854097	0.0103722484729745	0.00257385425070109	0.000845146171871999	0.00172870807882909	0.0187468787215243	0.0227421151703738	0.00998809112212362	0	0.034689408781837	0.0318082286504552	0.445123122430948	0.0208981598862894	0.00918136068533671	0.00222811263493527	0.00238177557527563	0	0.0236256770773309	0.000921977642042181	0.00845146171871999	0.0286197226383927	0.00457147247512581	0.00222811263493527	0.00703007952057163	0.00268910145595636	0.000576236026276363	0	0.000576236026276363	0.00046098882102109	0.00153662940340363	0	0.00518612423648726	0.00384157350850909	0.00568552879259345
PFF_Jejunum_21	0	0	0.00017082336863683	0.00185058649356565	0.00017082336863683	0.304578066279467	0.0154879854230725	0	0	0	0.076187222412026	0	0	0.000797175720305204	0.00116729301901834	0.000483999544471017	0.553752419997722	0.00316023231978135	0	0.000939528527502562	0	0	0.0126409292791254	0	0.00999316706525453	0.00071176403598679	0	0.000825646281744676	0	0	0	0.000227764491515773	0	0	0.000142352807197358	0	0.016541396196333	0.00017082336863683	0
PFF_Jejunum_25	0	0.00101840971406189	0	0.000509204857030944	0	0.262377594986291	0.00607128867998433	0	0	0	0.0182334508421465	0.00137093615354485	0	0.000489620054837446	0.00577751664708186	0.00552291421856639	0.677692910301606	0.00446533490011751	0.000332941637289463	0.000293772032902468	0	0	0.00115550332941637	0	0.0113396004700353	0.000607128867998433	0	0.00154719937328633	0	0	0	0	0	0.000195848021934978	0	0	0.000352526439482961	0.000352526439482961	0.000293772032902468
PFF_Jejunum_27	0	0.000106409392402369	0	0.00308587237966871	0	0.117156741035009	0.000514312063278119	7.09395949349129e-05	0	0	0.0713652325045224	0	0.000549781860745575	0.000390167772142021	0.00461107367076934	0.00230553683538467	0.788493597701557	0.000638456354414216	0.00120597311389352	0.000939949632887596	0	0	0.00290852339233143	0	0.0031390770758699	0.00136558720249707	0.000141879189869826	0	0	0	0	0	0	0.00101088922782251	0	0	0	0	0
PFF_Jejunum_28	0.000264142637023993	0	0.000132071318511996	0.0051287695355492	0	0.554941668500991	0.00158485582214396	0	0	0	0.098481179837112	0.000638344706141316	0	0	0.000220118864186661	0.000704380365397315	0.247897864847017	0.00270746202949593	0.00121065375302663	0.00688972044904248	0	0	0.0300682368478979	0.0011666299801893	0.0373981950253137	0.00257539071098393	0	0.00349988994056791	0.000484261501210654	0.000770416024653313	0	0.000594320933303984	0.000858463570327977	0	0	0.00011005943209333	0	0	0.00167290336781862
PFF_Jejunum_30	0	0	0	0.00305583260828046	0	0.32612524669482	0.00182501114105638	0.00027587377713643	0	0.000106105298898627	0.0767141311037073	0	0.00867941344990769	0.00229187445621034	0	0.000381979076035057	0.564374084841797	0.00207966385841309	0.000212210597797254	0	0	0	0.0024192008148887	0.0011671582878849	0.0053477070644908	0.00193111643995501	0	0.000212210597797254	0.00106105298898627	0	0.00146425312480105	0	0	0	0	0.000148547418458078	0	0	0.000127326358678352
PFF_Jejunum_32	0.000195589457728228	0.00828810327123368	0.000366730233240428	0.00337391814581194	0.000244486822160286	0.489951591609212	0.0131044936677913	0.000244486822160286	0	0	0.0383355337147328	0.012860006845631	0.0465991883037504	0	0.0274803188108161	0.126473033103516	0.203975355728326	0.00432741675223705	0.000929049924209085	0	0.000244486822160286	0.00361840496797223	0.00163806170847391	0	0.00552540218082245	0.00195589457728228	0.00156471566182583	0.00381399442570045	0	0	0.000562319690968657	0.000317832868808371	0	0	0	0	0.00400958388342868	0	0
PFF_Jejunum_35	0.000447277200044728	0	0.000363412725036341	0.00100637370010064	0.000363412725036341	0.0984289388348429	0.0144246897014425	0	0	0	0.0215531700771553	0.000363412725036341	0	0	0.0448674941294867	0.616152297886615	0.0650229229565023	0.0784691937828469	0.00360617242536062	0	0	0.0400592642290059	0.000698870625069887	0	0.00117410265011741	0.0043329978754333	0.00380185620038019	0	0	0	0.00030750307503075	0	0	0.000167728950016773	0	0	0.00416526892541653	0.000111819300011182	0.000111819300011182
PFF_Jejunum_36	0	0.0006858255348333	0.00017698723479569	0.00612818300480078	0	0.0496891661688901	0	0.000309727660892458	0.000199110639145152	0.00017698723479569	0.108625915355855	0.000530961704387071	0.285613150151545	0	0.0103316298311984	0.06488794495697	0.0620782726045884	0.00181411915665583	0	0.00146014468706445	0.000796442556580607	0.00190261277405367	0.0429857746510033	0.00168137873055906	0.0469458640295569	0.286675073560319	0.00134952766531714	0.0167474170925422	0	0.00491139576558041	0.00126103404791929	0	0.000752195747881684	0.0006858255348333	0.000530961704387071	0	0	0	6.63702130483839e-05
PFF_Jejunum_37	0	0	0	0.000957816959224364	0	0.19318581649009	0.00523867234841081	0	0	0	0.0398373665897807	0	0	0	0.0536377497165644	0.0502169748621916	0.648696196098362	0.00299073458696587	0.000703702255756675	0	0	0	0	0	0	0.00318620743578717	0	0	0.000586418546463896	0	0	0	0	0	0	0.000136830994174909	0.000488682122053247	0	0.000136830994174909
