feature	k__Bacteria.p__Bacillota	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Thermodesulfobacteriota	k__Bacteria.p__Verrucomicrobiota	k__Bacteria.p__Pseudomonadota	k__Bacteria.p__Actinomycetota	k__Bacteria.p__Cyanobacteriota
Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz	0.496062457569586	0.483435166327223	0.0119484046164291	0.000475220638153428	0.00427698574338086	0.00380176510522743	0
Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz	0.482589402244845	0.477264421821979	0.0115896632732968	0.00323675280605586	0.006734534064213	0.0185852257896111	0
Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz	0.479311205390566	0.497878712253556	0.0082855003743449	0.00489143998003494	0.00514100324432244	0.00449213875717494	0
Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz	0.613494848862221	0.367485565493037	0.00724555643609193	0.000226423638627873	0.00339635457941809	0.00724555643609193	0.000905694554511491
Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz	0.499836619104673	0.492430018516501	0.000653523581309226	0	0.00490142685981919	0.00217841193769742	0
Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz	0.452329207219125	0.479920627421336	0.0538599640933573	0.00292922611735803	0.00292922611735803	0.00803174903146556	0
Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz	0.514726002736372	0.468927774177288	0.00756102829984878	0	0.00475264635990495	0.0031684309066033	0.000864117519982718
Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz	0.504873874544237	0.480318476077089	0.00736661954014436	0.000446461790311779	0.00372051491926483	0.00327405312895305	0
Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz	0.542263556588915	0.439885997149929	0.0102002550063752	0	0.00277506937673442	0.00487512187804695	0
Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz	0.524997216345619	0.451842779200534	0.00874067475782207	0.00038971161340608	0.00874067475782207	0.00517759714953791	0.00011134617525888
Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz	0.457991234026792	0.507870856225693	0.0130872276066424	0	0.0122847089326502	0.00876597320822273	0
Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz	0.55428300352399	0.433383030631607	0.00908105177554893	0.000677690431011114	0.00169422607752779	0.000880997560314448	0
Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz	0.5825	0.394607843137255	0.0127941176470588	0.000637254901960784	0.00745098039215686	0.00161764705882353	0.000392156862745098
Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz	0.652152051488335	0.309131134352373	0.0159895414320193	0.0101568785197104	0.00271520514883347	0.00985518905872888	0
Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz	0.560323522803864	0.424099453306373	0.00823784917247061	0	0.00322025013105669	0.0041189245862353	0
