"Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.856.CEC_S172_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.CEC_S125_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz"
"k__Bacteria;p__Bacillota"	16283	9449	8038	14271	15275	7355	3963	8115	7130	5941	9153	7623	5112	12059	7408	9279	7427	6584	7307	9244	9603	5419	4589	4787	7148	6785	7230	9430	7419	8179	11883	6485	7482
"k__Bacteria;p__Bacteroidota"	11474	3989	6234	3424	12108	6216	2792	10290	12400	9014	6194	3416	2716	2886	4063	7128	3717	7968	7121	9142	9975	3246	4521	5079	6512	6455	5865	8116	8227	6395	8050	3074	5663
"k__Bacteria;p__Thermodesulfobacteriota"	383	112	123	102	251	151	101	227	460	70	137	264	45	103	85	49	64	255	176	222	166	64	6	570	105	99	136	157	212	134	261	159	110
"k__Bacteria;p__Verrucomicrobiota"	67	7	0	0	15	112	25	112	531	8	5	0	0	0	834	6	2	0	7	62	98	2	0	31	0	6	0	7	0	10	13	101	0
"k__Bacteria;p__Pseudomonadota"	70	16	24	34	255	123	9	84	21	287	33	27	27	28	23	36	14	59	63	129	103	30	45	31	66	50	37	157	199	25	152	27	43
"k__Bacteria;p__Actinomycetota"	300	0	36	36	164	76	46	68	57	56	147	109	0	10	63	20	17	52	56	356	90	64	20	85	44	44	65	93	142	13	33	98	55
"k__Bacteria;p__Cyanobacteriota"	0	0	0	91	76	0	0	16	0	4	10	6	0	0	0	0	0	7	0	0	0	8	0	0	12	0	0	2	0	0	8	0	0
"k__;p__"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Patescibacteria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
