"Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz"	"Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.856.CEC_S172_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.CEC_S125_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.667.COL_S173_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.COL_S151_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.COL_S141_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz"	"Julianne.540.COL_S267_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.COL_S268_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.COL_S256_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.838.COL_S128_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.COL_S149_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.923.COL_S135_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.924.COL_S143_L001_R1_001_F_filt.fastq.gz"
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae UCG-006"	1130	96	91	980	230	79	119	844	226	178	194	193	144	1183	376	1273	186	42	118	81	105	157	44	145	339	120	101	90	831	973	635	92	2010	248	175	663	743	221	149	477	466	140	86	3293	213	72	679	405	516	386	11	535	105	500	447	1435	206	227	574	69	380	1092	684	71	61
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium"	1928	146	100	480	98	233	338	375	101	451	192	179	141	275	75	752	195	509	245	171	272	606	99	65	10	140	158	108	81	454	337	100	262	514	331	206	352	571	312	77	320	110	120	407	59	56	262	115	64	258	48	402	278	422	481	345	247	202	827	288	128	315	270	106	134
"k__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus"	0	0	0	0	0	177	0	0	0	112	128	379	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__"	3047	788	527	1812	340	809	1106	2682	524	2846	1089	827	1066	1417	305	736	201	1120	885	536	1226	1662	100	385	453	722	926	634	781	1548	797	504	1122	1196	1133	1029	1055	1094	775	597	1409	433	847	1927	227	86	578	558	570	1021	146	1570	1613	2004	2072	812	1185	2184	3226	1275	420	866	446	894	913
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes"	427	103	149	139	54	293	109	396	150	305	59	45	42	185	83	161	54	514	82	45	462	94	27	72	102	189	207	314	96	168	57	42	63	102	108	109	132	67	46	64	99	71	126	269	75	54	56	8	11	347	29	109	128	126	226	223	143	113	242	31	170	104	58	137	109
"k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Turicimonas"	68	16	72	24	35	89	90	27	51	251	123	251	9	84	93	21	55	41	287	259	33	27	56	37	31	21	22	46	23	36	18	119	14	59	52	63	135	129	94	51	103	175	30	77	27	43	34	31	64	48	117	50	54	37	103	157	199	25	149	27	115	43	34	111	85
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia"	16	73	210	247	152	607	131	202	138	214	215	230	34	107	168	72	21	64	124	138	168	67	53	46	27	88	36	108	15	160	138	18	167	134	177	90	50	109	102	102	117	72	96	312	127	76	83	32	0	132	0	200	107	195	298	47	90	77	260	0	25	60	41	151	111
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__A2"	290	58	56	386	64	123	30	489	28	284	97	39	44	387	64	199	15	40	497	564	259	98	0	24	27	36	54	49	79	302	128	115	96	173	161	218	125	212	179	19	89	33	159	241	21	31	461	9	10	33	25	164	467	240	214	249	456	88	147	324	85	110	51	485	511
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae UCG-001"	0	901	2557	0	0	0	744	0	0	0	0	0	315	500	639	0	0	0	0	0	0	215	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus"	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia"	97	106	81	293	39	309	268	352	41	1129	426	429	340	168	13	65	13	343	233	174	1010	666	42	89	167	134	69	53	371	474	165	89	189	118	112	84	83	90	52	54	245	65	437	125	59	0	0	11	7	163	0	199	404	275	255	410	325	1524	829	0	136	178	142	305	342
"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
"k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium"	0	0	0	0	0	62	0	0	0	15	27	257	0	0	0	0	0	0	0	0	23	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus"	0	6	13	0	0	68	0	0	0	0	35	140	0	0	0	0	0	0	0	0	23	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Coriobacteriaceae UCG-002"	140	0	11	10	12	23	92	7	9	96	34	71	46	50	58	20	28	0	49	36	57	72	31	129	25	0	0	0	20	0	0	140	0	16	16	23	40	102	74	8	46	30	28	64	32	10	9	40	71	7	82	0	6	8	6	26	15	0	8	67	26	22	8	10	16
"k__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Anaeroplasma"	286	0	0	75	54	27	2	631	25	365	8	30	5	13	19	71	47	0	37	44	38	0	21	26	119	29	0	0	70	165	32	72	35	60	83	19	22	19	47	25	93	132	39	124	60	8	7	0	15	95	0	24	0	31	66	22	26	22	525	3	100	3	0	29	26
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Extibacter"	611	0	0	104	29	106	24	61	17	0	22	50	57	174	73	62	46	0	13	0	99	25	27	58	48	0	0	0	49	64	20	80	69	0	0	49	104	82	74	29	79	38	74	375	33	23	46	0	0	0	0	61	24	50	63	83	30	137	105	103	63	228	141	50	72
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter"	86	0	6	85	16	147	0	49	0	56	9	9	0	266	27	12	0	16	178	94	175	0	0	0	65	87	0	0	62	218	0	70	185	335	529	97	52	45	66	282	143	19	185	106	26	31	195	94	35	158	0	98	110	53	53	7	0	301	57	0	0	221	129	95	170
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides"	136	12	48	15	10	169	6	0	9	494	45	36	7	40	170	61	24	6	11	12	35	0	35	12	7	11	8	20	7	0	0	0	9	0	10	33	26	30	33	22	0	13	38	46	11	54	15	14	12	12	251	31	5	39	98	22	9	18	113	64	21	28	16	26	14
"k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium"	34	0	9	3	11	51	0	4	43	10	5	104	0	5	0	0	35	0	7	8	33	8	32	14	0	0	0	0	0	0	0	264	0	7	12	10	13	129	90	8	0	0	23	96	6	10	0	23	10	5	54	11	0	10	15	11	0	0	0	15	15	14	39	13	8
"k__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__[Eubacterium] coprostanoligenes group;g__"	0	0	0	25	19	153	42	17	29	104	52	113	30	12	9	53	51	9	62	47	63	44	38	57	105	0	0	0	106	13	11	11	19	34	26	48	63	45	76	40	59	55	30	170	32	32	38	56	64	32	10	85	48	50	65	135	86	56	83	11	114	66	59	72	82
"k__Bacteria;p__Bacillota;c__Clostridia;o__Clostridia UCG-014;f__;g__"	289	32	48	125	73	35	37	90	215	196	34	31	17	49	89	33	26	14	112	55	16	35	48	37	139	38	0	0	131	211	151	79	17	105	44	107	128	33	8	241	437	242	7	199	0	39	15	160	101	190	18	165	40	133	243	549	125	44	21	8	495	245	158	80	5
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster"	187	41	27	79	26	83	32	106	71	174	28	33	49	66	0	30	31	20	30	33	166	65	29	20	63	30	0	0	61	83	72	29	47	96	59	68	123	68	58	70	23	21	81	165	32	0	58	27	0	80	0	73	39	104	107	70	58	32	148	34	63	71	31	34	43
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ASF356"	139	30	41	19	0	67	0	108	21	340	0	0	0	30	6	0	17	54	31	20	118	0	9	0	0	33	37	10	7	177	50	24	10	51	49	0	0	38	51	20	75	19	95	0	0	0	11	0	7	33	0	49	38	100	107	0	0	66	359	0	8	9	9	19	31
"k__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus Arthromitus"	0	0	10	0	0	34	22	0	0	27	28	110	3	0	0	9	4	0	12	22	8	0	6	0	26	0	0	0	15	0	0	0	0	0	0	0	0	15	11	0	0	0	6	0	0	5	0	0	0	0	0	24	0	27	10	39	8	0	0	0	31	9	14	8	7
"k__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Jeotgalicoccus"	0	0	0	0	0	50	0	0	0	23	43	218	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae AC2044 group"	119	0	0	13	0	28	0	46	19	67	0	0	27	61	0	0	0	0	92	52	32	0	0	16	60	0	0	0	112	0	0	0	36	62	27	45	58	169	90	28	170	55	23	0	0	0	0	130	150	33	0	27	0	0	21	0	0	343	0	0	0	131	62	76	84
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae FCS020 group"	20	86	0	97	14	0	0	15	0	32	12	0	0	8	0	350	0	315	0	0	17	6	0	0	0	91	138	89	0	28	0	8	0	115	125	130	96	16	12	4	0	0	8	39	0	64	202	0	0	92	0	0	10	0	0	133	0	158	43	0	51	21	0	41	71
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas"	399	25	48	154	50	76	33	148	62	147	137	52	0	102	40	172	63	16	0	20	113	77	43	12	17	0	0	0	14	79	30	53	155	188	156	39	52	76	74	39	78	30	81	180	20	0	69	70	58	72	0	109	156	163	164	18	132	28	295	45	0	46	39	66	17
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella"	85	23	13	12	5	79	14	30	15	99	18	19	17	113	22	39	9	31	47	25	85	3	16	11	10	23	10	17	10	20	0	10	23	30	15	50	63	9	8	31	92	79	32	97	16	0	7	5	25	77	6	29	8	28	70	37	24	56	155	11	24	30	29	44	36
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae RC9 gut group"	97	61	161	26	14	224	21	121	106	372	59	62	0	27	32	46	0	44	46	21	83	19	36	9	21	0	4	8	17	29	0	39	0	9	13	42	36	48	44	6	48	5	51	49	18	21	7	7	0	27	82	44	12	68	161	57	14	57	68	34	46	35	0	29	7
"k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila"	40	13	5	18	0	20	0	36	0	58	23	19	8	9	0	113	9	3	7	5	66	35	0	14	9	18	19	10	21	26	8	0	23	32	22	25	33	32	25	10	19	11	18	72	0	0	37	16	26	39	0	22	7	31	27	25	59	45	148	0	12	8	5	15	8
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter"	18	17	24	16	15	48	32	57	17	83	15	13	0	23	17	54	8	40	11	10	21	8	6	7	13	25	9	12	15	37	9	7	8	25	19	32	56	0	10	3	59	67	11	39	0	8	7	0	11	19	5	14	24	23	86	40	7	21	75	33	24	11	5	20	11
"k__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum"	98	37	29	95	0	26	17	152	0	146	139	85	30	97	0	19	0	58	0	13	41	73	0	0	53	57	0	19	23	24	22	10	0	0	108	0	20	21	14	29	34	14	0	87	0	0	28	36	0	88	0	37	30	22	0	170	12	96	12	0	127	56	42	0	0
"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia"	110	0	7	23	0	18	8	25	3	28	10	33	0	13	4	35	30	5	0	13	34	29	35	44	18	0	10	13	38	11	0	12	17	23	28	20	32	125	66	2	32	9	9	76	14	0	0	18	53	32	5	30	83	47	26	56	123	13	17	16	31	19	34	39	29
