"Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz"	"Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.856.CEC_S172_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.CEC_S125_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.667.COL_S173_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.COL_S151_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.COL_S141_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz"	"Julianne.540.COL_S267_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.COL_S268_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.COL_S256_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.838.COL_S128_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.COL_S149_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.923.COL_S135_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.924.COL_S143_L001_R1_001_F_filt.fastq.gz"
"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus"	1880	318	991	963	2518	1409	4152	611	2937	2231	1867	5112	330	691	1258	1572	2531	1362	508	500	541	978	2430	1547	851	863	300	595	1037	1795	1876	1358	336	937	1740	668	565	3206	2574	4318	553	461	434	3684	1149	858	385	280	289	1489	396	1855	5941	1589	3200	1560	203	834	250	187	1147	2517	2485	902	967
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__"	9786	2698	6982	5749	4603	7366	5978	2657	5691	9586	5338	7893	2287	8818	9129	11654	6729	2163	8287	7714	5032	2861	3710	5793	4775	2328	2455	3841	3773	6427	4243	6808	3430	7453	6062	6256	7365	8651	7904	6073	9223	7932	2768	16017	4861	3864	2678	4780	6270	5572	8347	5776	4668	5216	9772	7257	7385	5593	6400	2635	4628	5100	4827	6524	7142
"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__HT002"	1034	239	498	839	1337	767	200	833	1386	544	693	1617	104	692	776	206	366	424	448	328	555	117	317	428	815	204	945	1354	918	1015	736	882	508	214	370	537	719	0	72	297	749	560	350	290	454	842	509	176	229	312	760	70	0	40	48	1352	520	161	108	401	988	0	0	647	541
"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"	1573	378	1180	147	331	1085	297	577	991	1088	350	961	245	727	1015	266	431	182	1231	1122	666	152	658	1114	1006	131	1045	1718	977	660	461	1415	1004	288	439	791	1021	0	133	333	1741	1363	437	715	919	1418	729	528	796	201	381	55	0	0	0	1431	1268	64	278	180	1052	0	0	900	457
"k__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter"	20	25	69	0	0	68	210	481	1030	58	117	361	62	0	0	0	91	0	0	0	258	86	38	132	290	47	12	13	370	25	12	1375	0	21	26	1332	1491	1070	791	346	964	504	306	35	61	844	691	481	277	120	276	61	27	0	0	16	12	10	10	360	0	0	0	64	48
"k__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum"	67	18	33	9	20	131	65	6	27	160	298	587	16	116	360	114	152	0	37	41	127	29	157	108	110	0	0	4	88	11	6	112	8	26	14	4	7	1052	432	92	225	251	26	314	49	0	37	1231	3131	69	5606	19	31	8	7	16	51	0	49	2857	11	26	19	62	11
"k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio"	343	99	29	105	4	21	129	66	18	193	128	99	93	218	19	347	46	59	63	25	71	229	8	53	14	27	84	14	64	23	14	29	41	223	93	151	170	190	67	31	147	61	46	230	12	6	73	554	1256	66	35	77	71	105	185	132	153	89	113	159	20	102	60	37	33
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	621	103	343	162	80	556	71	106	305	808	559	461	43	249	335	219	130	110	311	170	274	44	168	76	124	84	95	239	86	236	136	263	97	98	36	280	294	190	160	337	189	188	136	413	125	313	183	124	137	256	789	304	93	251	691	348	191	371	537	266	334	185	142	253	308
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae NK4A136 group"	1248	6672	3230	628	90	1384	526	3832	532	2677	684	499	1021	1009	248	473	226	5846	724	524	1887	2329	120	416	502	2108	8027	1637	653	424	205	177	737	1120	932	688	1060	601	436	416	646	473	1054	843	180	41	230	312	334	1590	0	584	1008	745	454	270	1773	1006	1711	61	297	555	247	768	740
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum"	304	71	197	115	114	290	223	57	101	361	123	293	81	335	373	166	127	80	219	144	202	172	89	131	112	56	98	142	59	211	96	198	87	251	199	319	346	147	201	183	265	208	84	504	132	207	123	141	164	202	47	148	82	114	317	132	452	166	460	0	127	170	169	295	253
"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia"	67	7	4	0	2	9	7	0	11	15	112	117	25	112	305	531	800	0	8	10	5	0	19	69	674	0	0	8	834	6	0	0	2	0	7	7	4	62	81	10	98	79	2	43	12	0	5	31	31	0	525	6	6	0	0	7	0	10	13	101	0	0	0	11	9
