feature	k__Bacteria.p__Bacillota	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Thermodesulfobacteriota	k__Bacteria.p__Verrucomicrobiota	k__Bacteria.p__Pseudomonadota	k__Bacteria.p__Actinomycetota	k__Bacteria.p__Cyanobacteriota
Julianne.331.JEJ_S219_L001_R1_001_F_filt.fastq.gz	0.602418004329535	0.316423640893681	0.0409263570640853	0.00061267001592942	0.0120900216476739	0.0273659273781808	0.000163378670914512
Julianne.536.JEJ_S211_L001_R1_001_F_filt.fastq.gz	0.846563912388458	0	0	0.000173832425541778	0.000115888283694518	0.153146366902306	0
Julianne.547.JEJ_S206_L001_R1_001_F_filt.fastq.gz	0.831503150315032	0.148574857485749	0.0153615361536154	0	0.003000300030003	0.00156015601560156	0
Julianne.579.JEJ_S207_L001_R1_001_F_filt.fastq.gz	0.872644304847695	0.115029038757852	0.00242977361621429	0.00029631385563589	0.00112599265141638	0.00847457627118644	0
Julianne.604.JEJ_S208_L001_R1_001_F_filt.fastq.gz	0.579675188937128	0.354773007450287	0.0434153400868307	0.000321595111754301	0.00900466312912044	0.0125958085437101	0.000214396741169534
Julianne.719.JEJ_S218_L001_R1_001_F_filt.fastq.gz	0.521084637623368	0.456584587777889	0.0188415910676902	0.00089721862227096	0.00159505532848171	0.000996909580301067	0
Julianne.856.JEJ_S200_L001_R1_001_F_filt.fastq.gz	0.741150100479208	0.229865512443964	0.0183181326325553	0.000193229247178853	0.00641521100633792	0.00405781419075591	0
Julianne.891.JEJ_S193_L001_R1_001_F_filt.fastq.gz	0.741188706136127	0.23797234313008	0.00481491467971188	0.000192596587188475	0.0118639497708101	0.00396748969608259	0
Rep1.Julianne.337.JEJ_S134_L001_R1_001_F_filt.fastq.gz	0.827496193169458	0.163856863171634	0.00255601479225582	0.000326299760713509	0.00364368066130085	0.0020121818577333	0.000108766586904503
Rep1.Julianne.351.JEJ_S150_L001_R1_001_F_filt.fastq.gz	0.526810392482034	0.430323131815669	0.0353786622443339	0.000201015126388261	0.00261319664304739	0.00457309412533293	0.00010050756319413
Rep1.Julianne.544.JEJ_S178_L001_R1_001_F_filt.fastq.gz	0.677751717205562	0.262271737309432	0.0368570949907857	0	0.00653375774836656	0.0165856927458536	0
Rep1.Julianne.582.JEJ_S142_L001_R1_001_F_filt.fastq.gz	0.823956989247312	0.088	0.00382795698924731	0	0.00455913978494624	0.0796559139784946	0
Rep1.Julianne.716.JEJ_S110_L001_R1_001_F_filt.fastq.gz	0.564187007619786	0.375952473201601	0.0344827586206897	0.00309957380860132	0.0095570192431874	0.0127211675061346	0
Rep1.Julianne.872.JEJ_S101_L001_R1_001_F_filt.fastq.gz	0.997350069735007	0.00134821013482101	0.00130172013017201	0	0	0	0
Julianne.542.JEJ_S205_L001_R1_001_F_filt.fastq.gz	0.9357859853033	0.0608520243984439	0.00148888141779934	0	0.00163296671629605	0	0.000240142164161183
Julianne.661.JEJ_S212_L001_R1_001_F_filt.fastq.gz	0.635379435379435	0.22978502978503	0.0186998186998187	0	0.000259000259000259	0.115876715876716	0
Julianne.665.JEJ_S210_L001_R1_001_F_filt.fastq.gz	0.975984630163305	0.0161303234069805	0	0	0.00280179314761447	0.00492315081652257	0.00016010246557797
Julianne.667.JEJ_S209_L001_R1_001_F_filt.fastq.gz	0.673279886340572	0.304343413842095	0.0111629795007104	0.000253704079561599	0.00131926121372032	0.00964075502334077	0
Julianne.835.JEJ_S198_L001_R1_001_F_filt.fastq.gz	0.606380638063806	0.357829116244958	0.0279427942794279	0	0.00498716538320499	0.00286028602860286	0
Julianne.882.JEJ_S199_L001_R1_001_F_filt.fastq.gz	0.987990019875671	0.00824628916987356	0.000253731974457648	0	0.00338309299276864	0.000126865987228824	0
Julianne.899.JEJ_S194_L001_R1_001_F_filt.fastq.gz	0.981385055975006	0.0161416297839104	0.000234313980734184	0	0.00111950013017443	0.00111950013017443	0
Rep1.Julianne.717.JEJ_S102_L001_R1_001_F_filt.fastq.gz	0.644316580554251	0.284112259276656	0.0628816345702208	0	0.0019962423673086	0.00669328323156411	0
Rep1.Julianne.840.JEJ_S177_L001_R1_001_F_filt.fastq.gz	0.564406871511407	0.364601961740638	0.0505608844090392	0.00493144746111743	0.00270958651709749	0.0124099062483065	0.000379342112393649
Rep1.Julianne.841.JEJ_S104_L001_R1_001_F_filt.fastq.gz	0.505733676573836	0.438684764802247	0.0188392230283173	0.0274982447928856	0.00579218347765036	0.00345190732506436	0
Rep1.Julianne.853.JEJ_S120_L001_R1_001_F_filt.fastq.gz	0.792796260654385	0.19609568325543	0.00406928787462194	0.00450921088809458	0.00208963431399505	0.000439923013472642	0
Julianne.838.JEJ_S277_L001_R1_001_F_filt.fastq.gz	0.673699527100764	0.294379774463441	0.0158239359767188	0	0.0135503819570753	0.00254638050200073	0
Julianne.923.JEJ_S196_L001_R1_001_F_filt.fastq.gz	0.631232599341939	0.348456087066565	0.00588458618071374	0	0.0137939762085548	0.000632751202227284	0
Julianne.924.JEJ_S197_L001_R1_001_F_filt.fastq.gz	0.880268482874346	0.0683052018556905	0.00261573388609219	0.000246767347744546	0.0474286842365018	0.00113512979962491	0
Julianne.962.JEJ_S195_L001_R1_001_F_filt.fastq.gz	0.999570661896243	0	0	0	0.000429338103756708	0	0
Rep1.Julianne.540.JEJ_S118_L001_R1_001_F_filt.fastq.gz	0.43710316212988	0.538819387690954	0.00320613566354435	0.000628654051675363	0.00999559942163827	0.0102470610423084	0
Rep1.Julianne.663.JEJ_S126_L001_R1_001_F_filt.fastq.gz	0.759701855302601	0.231588754759783	0.00490156363930973	0.000243052742445111	0.00206594831078344	0.00149882524507818	0
Rep1.Julianne.847.JEJ_S112_L001_R1_001_F_filt.fastq.gz	0.642922152781991	0.285601601844548	0.017960075238153	0.0399247618469753	0.00782719495176264	0.00564286147685213	0.00012135185971725
Rep1.Julianne.858.JEJ_S164_L001_R1_001_F_filt.fastq.gz	0.758603625894102	0.126861307301273	0.0884880111565972	0	0.00107967070043637	0.024967384947591	0
