"Julianne.331.JEJ_S219_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.JEJ_S211_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.JEJ_S206_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.JEJ_S207_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.JEJ_S208_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.JEJ_S218_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.JEJ_S200_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.JEJ_S193_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.337.JEJ_S134_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.351.JEJ_S150_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.JEJ_S178_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.582.JEJ_S142_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.716.JEJ_S110_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.JEJ_S101_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.JEJ_S205_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.JEJ_S212_L001_R1_001_F_filt.fastq.gz"	"Julianne.665.JEJ_S210_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.JEJ_S209_L001_R1_001_F_filt.fastq.gz"	"Julianne.835.JEJ_S198_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.JEJ_S199_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.JEJ_S194_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.717.JEJ_S102_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.JEJ_S177_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.841.JEJ_S104_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.853.JEJ_S120_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.JEJ_S277_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.JEJ_S196_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.JEJ_S197_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.JEJ_S195_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.JEJ_S118_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.663.JEJ_S126_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.847.JEJ_S112_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.JEJ_S164_L001_R1_001_F_filt.fastq.gz"
"k__Bacteria;p__Bacillota"	14749	14610	13857	14725	10815	5227	19178	19242	15216	10483	8091	19157	8737	21453	19484	12266	24384	13269	8268	23363	37695	10974	10415	8644	14417	7408	9976	17836	27938	6953	18754	10596	16863
"k__Bacteria;p__Bacteroidota"	7747	0	2476	1941	6619	4580	5948	6178	3013	8563	3131	2046	5822	29	1267	4436	403	5998	4879	195	620	4839	6728	7498	3566	3237	5507	1384	0	8571	5717	4707	2820
"k__Bacteria;p__Thermodesulfobacteriota"	1002	0	256	41	810	189	474	125	47	704	440	89	534	28	31	361	0	220	381	6	9	1071	933	322	74	174	93	53	0	51	121	296	1967
"k__Bacteria;p__Verrucomicrobiota"	15	3	0	5	6	9	5	5	6	4	0	0	48	0	0	0	0	5	0	0	0	0	91	470	82	0	0	5	0	10	6	658	0
"k__Bacteria;p__Pseudomonadota"	296	2	50	19	168	16	166	308	67	52	78	106	148	0	34	5	70	26	68	80	43	34	50	99	38	149	218	961	12	159	51	129	24
"k__Bacteria;p__Actinomycetota"	670	2643	26	143	235	10	105	103	37	91	198	1852	197	0	0	2237	123	190	39	3	43	114	229	59	8	28	10	23	0	163	37	93	555
"k__Bacteria;p__Cyanobacteriota"	4	0	0	0	4	0	0	0	2	2	0	0	0	0	5	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0
"k__;p__"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	19	0	0	0	0
"k__Bacteria;p__"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"k__Bacteria;p__Patescibacteria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
