"Julianne.331.JEJ_S219_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.JEJ_S211_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.JEJ_S206_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.JEJ_S207_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.JEJ_S208_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.JEJ_S218_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.JEJ_S200_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.JEJ_S193_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.337.JEJ_S134_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.351.JEJ_S150_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.JEJ_S178_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.582.JEJ_S142_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.716.JEJ_S110_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.JEJ_S101_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.JEJ_S205_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.JEJ_S212_L001_R1_001_F_filt.fastq.gz"	"Julianne.665.JEJ_S210_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.JEJ_S209_L001_R1_001_F_filt.fastq.gz"	"Julianne.835.JEJ_S198_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.JEJ_S199_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.JEJ_S194_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.717.JEJ_S102_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.JEJ_S177_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.841.JEJ_S104_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.853.JEJ_S120_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.JEJ_S277_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.JEJ_S196_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.JEJ_S197_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.JEJ_S195_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.JEJ_S118_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.663.JEJ_S126_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.847.JEJ_S112_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.JEJ_S164_L001_R1_001_F_filt.fastq.gz"
"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus"	899	4018	1276	10840	1380	2766	6669	1863	8198	4771	4491	1337	768	2472	3252	1994	19874	1676	982	20100	2599	4062	6263	4046	2065	921	404	3982	13648	627	14088	6232	16026
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__"	7400	0	2417	1812	6159	4326	5772	5821	2681	8160	2918	1746	5545	29	1160	4109	312	5775	4464	177	569	4695	6584	6520	3077	3119	4922	1263	0	7759	5115	3984	2688
"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__HT002"	2978	233	5237	555	1431	802	6593	4858	1905	3777	1780	4914	2242	8624	10098	2793	788	1835	3323	243	5646	2962	490	1577	294	1704	1688	7671	4968	1279	554	1645	246
"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"	7548	346	5975	1262	5397	1189	5139	9873	865	1190	1188	4382	4836	10192	5962	6645	1675	9231	3489	419	16889	3166	894	1852	304	4504	7520	1000	8749	1803	319	1919	0
"k__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter"	546	0	1075	452	1394	0	0	0	1011	0	256	455	0	0	47	76	168	16	288	178	9199	9	1303	208	10249	7	23	263	0	187	394	132	0
"k__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum"	2274	0	9	118	211	44	35	56	80	24	140	1717	531	0	6	503	274	73	8	124	456	44	1221	50	317	23	57	15	0	2968	144	52	325
"k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio"	1002	0	256	35	810	181	474	125	25	704	440	89	534	28	31	361	0	220	381	6	9	1071	925	316	57	174	93	50	0	51	90	292	1967
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	34	0	0	24	72	28	0	17	139	23	0	0	0	0	0	0	14	0	0	0	18	0	17	79	147	7	7	0	0	0	206	60	0
"k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae NK4A136 group"	0	0	0	68	170	91	56	0	141	37	0	33	0	0	0	9	0	0	0	0	0	0	0	168	99	0	0	17	0	0	307	157	0
"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum"	294	0	59	59	320	196	171	340	103	322	213	300	277	0	104	327	71	223	415	18	33	144	123	643	204	97	578	121	0	812	155	500	132
