"Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.856.CEC_S172_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.CEC_S125_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.CEC_S279_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz"
"SO4ASSIM-PWY"	1672.06732295129	317.169642427169	639.971782656405	808.350454255861	1694.27961723129	796.625384180004	319.314787099038	955.159697487112	1042.0980781541	418.504996408016	806.378652375042	613.911077839058	177.594186898088	219.531305311081	733.653876253208	612.429093125728	403.812677533708	509.814895334336	625.259517948906	639.748330608602	670.579089263264	489.320076525546	195.150148961118	776.690219171562	486.782192951546	630.361825591099	680.877146890729	845.036852449199	5535.06440321952	575.652198372535	899.713063182582	1058.91714695198	403.98635263824	583.606606234927
"SULFATE-CYS-PWY"	3303.29598136079	673.232242863829	1287.14856240882	1637.07546267597	3342.32080978698	1552.20578134811	645.11229958938	1890.98851656122	2045.15647370439	869.405860687523	1607.06708077207	1234.38976934138	374.111674093314	464.756948898902	1403.34284046384	1241.03676962824	815.700404451786	1051.93631354039	1247.97098089268	1313.76647128549	1371.28617030361	964.257471922907	403.711091306977	1448.13433344729	999.733653997947	1261.70825944336	1359.01729688542	1678.04592256441	8565.77572680821	1175.20017211625	1770.24703338424	2140.20832403647	806.396042491026	1186.99780289329
"TCA"	7556.2189582155	2131.17599056663	2373.76335110242	2798.15689014819	8288.68784345558	4106.59325222927	1330.49111226792	3858.35916469978	4528.47539858115	3421.1996313648	4045.4343526475	2270.77030726553	1147.36003366851	1300.90250293827	2605.66913978753	2261.46612266263	1541.3275362547	2550.63061414875	2779.70003326521	4062.77281560467	3573.82960203428	2084.01642654286	1217.22134364926	2455.49124520476	2798.54040527952	2875.43444343664	2960.28046255681	3633.10182486203	13765.0323107173	3465.24362433223	3152.47681451433	5450.22730211432	2068.76762466822	2722.54752143081
"TCA-GLYOX-BYPASS"	0	13.2434149836138	0	0	634.979341583363	454.16834556325	0	0	0	0	256.773996042312	0	0	25.8351808758666	0	0	0	0	0	0	0	151.657285902934	2.1640985879857	0	21.7365715747575	0	0	0	89.7101209275864	0	0	0	0	0
"TEICHOICACID-PWY"	2831.74453301856	520.606979269445	824.228418618892	930.858721831079	3227.83914526018	1774.0402042843	471.598051276712	1093.29064780641	865.993111767653	1414.92092311844	1182.31985799325	859.382937363316	343.429309169703	590.276699780655	1517.28412380293	1400.7014267427	597.118643837431	803.453706607625	1055.13535704675	1652.62869260052	2221.01851966472	813.843427784428	1323.95309666934	1238.83812563448	858.598268072401	1310.6534602212	1205.32049235585	2198.18341814165	2066.16042888773	1132.31865890268	643.078606435191	965.080134883155	1852.49651471923	968.185644216664
"THISYN-PWY"	8657.4262950039	3068.21448414243	3823.69492872427	3930.42197024193	8671.28419711602	4113.60677810554	2019.00750569387	6121.51546205669	6484.62174085787	4681.66251782221	4967.38384605007	3073.29964026095	1916.5318122859	2277.63379284765	2905.77318658381	4156.21177937089	2415.40975684353	4305.32138418294	3833.68177691326	4878.21205892918	5559.59076107844	2390.57269625755	2132.54190230002	3096.69290749798	4105.26539895529	3801.16508476859	3809.4843031597	4944.36320232222	12088.4458474626	4718.92581442968	4153.28010867538	6427.45797627471	2265.15315762118	3419.45661900285
"THREOCAT-PWY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"THRESYN-PWY"	19756.5722042552	11390.2436567228	8966.56873665941	14383.9884494418	19415.4132269648	8787.37877656242	4745.45659558802	10623.6532298876	11366.6911415822	8492.54788159007	10605.332965385	8926.72869205168	5755.72808225716	12156.35232443	7226.00553454312	9748.10928081143	7177.88017551103	9100.46853668866	8862.78880754917	11909.2315060164	12128.9970844161	6030.32234039134	4700.12992002141	5972.17491857614	9141.52483200885	8875.09541735377	9146.88051438287	10248.2803187928	15054.2332666849	9135.2577737921	9619.96406812454	15001.0822417434	5494.82189955786	8797.47018769126
"TRNA-CHARGING-PWY"	20545.1308510273	11790.5687108959	9338.18828189161	15188.4746692536	19205.4318045998	8982.90850692841	4855.00658016116	11052.258109361	11006.6430393671	8349.30923945229	10940.7547956276	8883.29558389375	6013.50806314017	13513.928737539	8199.28199226788	10395.5881122499	7662.02564088007	8806.02804702987	9198.20642537325	11355.2550419408	12166.5307192785	6265.0098752799	5585.92787690682	5840.88913878837	9259.59304425759	8529.54777002697	8792.49297001599	11276.4484644732	13664.8596652791	9451.05318662264	9439.0375312765	14356.0910179045	5546.40940338722	8808.15737474849
"TRPSYN-PWY"	13016.5167908261	10304.3965120806	6787.45453445689	10860.3769010731	13749.8655318871	6091.50420367791	3740.62990886013	7952.16008883583	8214.86644656373	5728.76688584373	7849.13651686726	6968.63133260079	4665.04096090817	11427.3910317468	4952.65893402223	6400.08054856261	5233.262666506	6738.78697545516	5593.97397989871	6814.05599628127	7337.88235785114	4472.70505874459	2075.18564555024	4048.47426504179	6473.73129941323	6068.94908847099	6604.89061575707	6425.87258883567	11471.4898971169	6926.66251295252	7849.27657051491	11427.7932328928	3443.83982152685	5879.23026851695
"TYRFUMCAT-PWY"	0	0	0	0	8.05548545421319	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48148148148148	0	0	0	0.623209169054441	0	0	0	0	0	0	0	0	0	0	0
"UBISYN-PWY"	84.8226971027639	0	30.4678613841339	16.6886787921074	146.095168146137	25.8722587619968	1.60500999068104	0	33.1994032763412	106.371007991648	0	0	51.977639443845	14.2339580212777	26.0282060237123	53.0053782718163	11.8069559375577	25.9734606988676	18.9731856977347	23.6999224997816	392.226293345355	0	17.3679626840291	258.368077432608	220.285715412969	179.806507114691	118.233428687532	387.611815300077	68.4217350751363	0	16.5902610123192	14.3150642509202	0	91.9998271216996
"UDPNAGSYN-PWY"	13581.2695274006	8443.59296816825	5681.37673185679	9655.41008800808	13400.0932806882	6599.23380400485	3063.35260983626	6271.97099695299	6215.73291122387	5465.89695974066	6878.5825755182	5256.38415877803	4352.70461856179	10703.6626606599	6447.22756306136	7088.37204995924	4888.0149275059	5300.29986312458	6762.78912259477	8507.63209417596	8488.48603419957	4185.61605140585	4967.59244857608	4077.08842878332	6276.30952683221	5332.58480613169	5319.5323949668	8045.48305145041	4540.38885145225	6392.11833554881	5182.60236249622	8033.88215844849	4234.25763873449	5818.66923045919
"VALSYN-PWY"	22032.8775334761	13234.7993450687	10060.106487881	16261.9628700476	20266.776445375	8393.59228154688	5424.90660149118	11656.6932463141	12430.5937307508	7821.07311791534	11568.5340894043	10446.0157640626	6211.30876796176	13654.7786571587	7166.47303139037	9904.33101535005	7626.73075781717	9768.3306595794	8380.5745796099	10929.7994553641	10778.0632983259	6389.37461114161	3069.8499181705	6047.2729749328	9572.28477232022	9285.79628894063	9883.84324787543	10365.2145820626	17582.4203498075	9324.17415099876	10948.9003123654	16533.4570348199	5791.26981999837	9839.51200942633
