feature	X1CMET2.PWY	ANAEROFRUCAT.PWY	ANAGLYCOLYSIS.PWY	ARG.POLYAMINE.SYN	ARGORNPROST.PWY	ARGSYN.PWY	ARGSYNBSUB.PWY	ARO.PWY	ASPASN.PWY	AST.PWY	BIOTIN.BIOSYNTHESIS.PWY	BRANCHED.CHAIN.AA.SYN.PWY	CALVIN.PWY	CATECHOL.ORTHO.CLEAVAGE.PWY	CENTFERM.PWY	COA.PWY	COBALSYN.PWY	CODH.PWY	COLANSYN.PWY	COMPLETE.ARO.PWY	DAPLYSINESYN.PWY	DENOVOPURINE2.PWY	DTDPRHAMSYN.PWY	FAO.PWY	FASYN.ELONG.PWY	FASYN.INITIAL.PWY	FERMENTATION.PWY	FOLSYN.PWY	FUC.RHAMCAT.PWY	FUCCAT.PWY	GALACT.GLUCUROCAT.PWY	GALACTARDEG.PWY	GALACTUROCAT.PWY	GLCMANNANAUT.PWY	GLUCARDEG.PWY	GLUCARGALACTSUPER.PWY	GLUCONEO.PWY	GLUCOSE1PMETAB.PWY	GLUCUROCAT.PWY	GLUTORN.PWY	GLYCOCAT.PWY	GLYCOGENSYNTH.PWY	GLYCOL.GLYOXDEG.PWY	GLYCOLYSIS	GLYCOLYSIS.E.D	GLYCOLYSIS.TCA.GLYOX.BYPASS	GLYOXYLATE.BYPASS	GOLPDLCAT.PWY	HEME.BIOSYNTHESIS.II	HEMESYN2.PWY	HEXITOLDEGSUPER.PWY	HISDEG.PWY	HISTSYN.PWY	HOMOSER.METSYN.PWY	HSERMETANA.PWY	ILEUSYN.PWY	LACTOSECAT.PWY	LEU.DEG2.PWY	MET.SAM.PWY	METH.ACETATE.PWY	NAD.BIOSYNTHESIS.II	NAGLIPASYN.PWY	NONMEVIPP.PWY	NONOXIPENT.PWY	OANTIGEN.PWY	P105.PWY	P108.PWY	P122.PWY	P124.PWY	P125.PWY	P161.PWY	P162.PWY	P163.PWY	P164.PWY	P23.PWY	P341.PWY	P4.PWY	P42.PWY	P441.PWY	P461.PWY	P562.PWY	PANTO.PWY	PANTOSYN.PWY	PENTOSE.P.PWY	PEPTIDOGLYCANSYN.PWY	PHOSLIPSYN.PWY	POLYAMINSYN3.PWY	POLYAMSYN.PWY	POLYISOPRENSYN.PWY	PPGPPMET.PWY	PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY	PRPP.PWY	PWY.1269	PWY.1861	PWY.2941	PWY.2942	PWY.3001	PWY.3781	PWY.4984	PWY.5022	PWY.5097	PWY.5100	PWY.5101	PWY.5103	PWY.5104	PWY.5121	PWY.5154	PWY.5177	PWY.5180	PWY.5182	PWY.5188	PWY.5189	PWY.5265	PWY.5304	PWY.5345	PWY.5347	PWY.5384	PWY.5415	PWY.5484	PWY.5505	PWY.5509	PWY.5659	PWY.5667	PWY.5676	PWY.5677	PWY.5686	PWY.5695	PWY.5705	PWY.5747	PWY.5837	PWY.5838	PWY.5840	PWY.5845	PWY.5855	PWY.5856	PWY.5857	PWY.5861	PWY.5862	PWY.5863	PWY.5897	PWY.5898	PWY.5899	PWY.5910	PWY.5913	PWY.5918	PWY.5920	PWY.5971	PWY.5973	PWY.5989	PWY.6121	PWY.6122	PWY.6123	PWY.6125	PWY.6126	PWY.6147	PWY.6151	PWY.6163	PWY.621	PWY.6263	PWY.6269	PWY.6277	PWY.6282	PWY.6317	PWY.6353	PWY.6385	PWY.6386	PWY.6387	PWY.6396	PWY.6467	PWY.6470	PWY.6471	PWY.6478	PWY.6507	PWY.6519	PWY.6545	PWY.6572	PWY.6588	PWY.6590	PWY.6608	PWY.6609	PWY.6612	PWY.6628	PWY.6630	PWY.6700	PWY.6703	PWY.6708	PWY.6737	PWY.6749	PWY.6891	PWY.6892	PWY.6895	PWY.6897	PWY.6901	PWY.6969	PWY.7003	PWY.7013	PWY.7090	PWY.7094	PWY.7111	PWY.7184	PWY.7187	PWY.7196	PWY.7197	PWY.7199	PWY.7200	PWY.7208	PWY.7211	PWY.7219	PWY.7220	PWY.7221	PWY.7222	PWY.7228	PWY.7229	PWY.7234	PWY.7237	PWY.7242	PWY.7254	PWY.7315	PWY.7323	PWY.7328	PWY.7332	PWY.7371	PWY.7374	PWY.7377	PWY.7392	PWY.7400	PWY.7431	PWY.7456	PWY.7539	PWY.7560	PWY.7663	PWY.7664	PWY.841	PWY.922	PWY0.1061	PWY0.1241	PWY0.1261	PWY0.1296	PWY0.1297	PWY0.1298	PWY0.1319	PWY0.1415	PWY0.1479	PWY0.1533	PWY0.1586	PWY0.162	PWY0.166	PWY0.41	PWY0.42	PWY0.781	PWY0.845	PWY0.862	PWY490.3	PWY4FS.7	PWY4FS.8	PWYG.321	PYRIDNUCSAL.PWY	PYRIDNUCSYN.PWY	PYRIDOXSYN.PWY	REDCITCYC	RHAMCAT.PWY	RIBOSYN2.PWY	RUMP.PWY	SALVADEHYPOX.PWY	SER.GLYSYN.PWY	SO4ASSIM.PWY	SULFATE.CYS.PWY	TCA	TCA.GLYOX.BYPASS	TEICHOICACID.PWY	THISYN.PWY	THRESYN.PWY	TRNA.CHARGING.PWY	TRPSYN.PWY	UBISYN.PWY	UDPNAGSYN.PWY	VALSYN.PWY
Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz	-6.96813039334167	-6.67417783709051	-6.57843110627909	-11.8372878011936	-11.0003253011942	-7.66928005356301	-7.70781638957475	-7.16975079385762	-6.79855835362027	-18.3483317403081	-15.1178256723601	-6.92727570527337	-6.51384349989132	-18.5003348337531	-15.3442040617952	-6.80838277760601	-7.67528771299037	-13.2238459909973	-7.81833975280535	-7.10136564800824	-7.39093746819299	-7.51450583775947	-6.90594931583124	-16.5588621109366	-6.92635615485857	-16.5944773238599	-7.4248642107199	-7.18760234608013	-10.9000737973594	-11.9059535977824	-7.75861616402166	-17.5584945134114	-7.31332638642457	-7.33211329129721	-14.6023622115722	-17.5584945134114	-6.81348474366884	-17.0867878370309	-7.89350085673292	-7.92600379518916	-6.84304490883067	-6.9239694338702	-14.2355242817934	-6.60892471018325	-9.38303765500631	-13.4668683552419	-14.1865715980142	-10.8425644250709	-9.42307581017032	-9.15615842025452	-11.2274663178145	-8.77989095489716	-7.53526776900166	-9.02682316773386	-9.99385337847002	-6.85730795043451	-8.9353400487324	-16.8823305227986	-8.5156358861372	-11.5730417169983	-11.9346650789524	-7.97780578373689	-6.96648889219776	-6.47689341398071	-7.2811559508319	-14.6052972629459	-7.42973801685563	-7.99398085246655	-7.65858939256887	-14.9655514880505	-7.77650161080354	-13.9797629741431	-15.5336364492359	-10.617299336801	-9.59476741406583	-11.9595193139155	-8.2728386045897	-7.10382574588662	-8.59716136115675	-10.3419993363646	-14.5830451124905	-7.78791174227513	-7.47519326402309	-7.78202745913322	-6.78788883722288	-6.89818822112502	-12.9707556741501	-12.7945639001966	-7.29180674823135	-19.4829622641184	-17.8225340654136	-9.06577455706447	-8.11721548184135	-10.426667389123	-8.29002371985011	-6.80838649165647	-6.8899349828023	-13.0157238631001	-10.6435398755051	-12.6930658998936	-6.82627111654908	-6.65053316675523	-6.81397662847709	-6.94573397576377	-6.84897053161627	-6.96294150949266	-8.27403304375129	-16.1997042297814	-16.8270077361843	-16.8270077361843	-8.31913857793701	-8.21360824456137	-14.0319481050394	-12.6978184686319	-11.2750216164139	-8.14103235746713	-10.039894268262	-17.5782522353818	-6.65117585628846	-7.31795274017979	-7.78119921906672	-7.27707673972855	-6.69392326050856	-15.3928524782087	-14.1808060235754	-6.63473101627106	-6.9435707758282	-13.829057547463	-18.3368361014702	-13.3748420979866	-11.6499178480383	-11.6484168589129	-17.076716883629	-16.3876934116143	-16.3876934116143	-16.3876934116143	-12.2097945378839	-17.6602110637389	-13.1844604565683	-11.8314913240888	-11.8314913240888	-11.8314913240888	-8.55072746565204	-9.1389589901271	-8.86811276638188	-16.5057570072572	-15.5958900902043	-6.72758092881342	-16.3314341587359	-6.7187314631834	-6.76651594426686	-6.87275788187119	-7.91866902691848	-6.61554261248147	-7.32001768062898	-7.0106361459638	-6.98761431036591	-6.81224357120891	-11.4525701278284	-7.77966846775382	-6.76651594426686	-16.3314753471524	-6.8816053659853	-9.74634148431562	-6.7883796878719	-6.79289710192048	-6.76960241796473	-13.5926819880554	-8.12066405813288	-15.541615851075	-7.42372896702948	-10.0475132087997	-7.64600915713137	-15.4621601107175	-11.2926553602727	-11.0102363355481	-11.9774032989417	-14.982564389295	-10.4752598957284	-6.89944628002177	-7.39188835406194	-10.7741498836555	-10.7850131420988	-7.60733376204544	-7.97369390813133	-16.3876934116143	-6.81378389362265	-13.5472647930889	-14.2081290487916	-8.41640259957083	-11.9520246779256	-7.60153162702053	-8.05260516650558	-7.72515141402838	-10.6243147886717	-11.0542324506148	-14.830877889275	-16.7485582715242	-6.74543224536136	-8.50126993183918	-8.08175687101851	-7.93590863271868	-8.74287733992005	-7.29383123984215	-8.30094156987689	-6.52183126786152	-9.83906023141549	-6.61692923515464	-6.51780044212107	-6.76902649423461	-6.51780044212107	-8.07078006204175	-6.57069092883556	-7.83560933909418	-11.2458966854859	-7.23910710812275	-13.9721382870208	-8.44058560652263	-7.62259877750892	-9.72240529958293	-12.3845413457557	-12.9728578276927	-12.9728578276927	-11.5141514886545	-7.53752967235916	-7.66709524394086	-17.6077629012293	-10.5837658304137	-7.28098433469929	-6.96648889219776	-6.62912093601044	-16.109393848168	-7.60150478682466	-8.92441665548651	-11.892264497765	-13.6422742106027	-9.94559176740788	-7.33262289426566	-7.70342603175801	-7.67793855888086	-6.69392326050856	-12.8150320544399	-12.2842894565882	-19.2861047077921	-7.17290662781975	-7.67658176792122	-8.09059451922967	-14.8827452608823	-18.3710518168081	-8.37247676158905	-9.57289349016127	-16.33156469537	-12.738725520577	-7.04755777498584	-7.04755777498584	-16.0547456357348	-7.23808437002358	-7.65232552189712	-9.88826297736918	-14.4900231247459	-8.58820005960155	-7.24454161222887	-10.8441026539869	-10.254778279881	-7.00698017815717	-11.8015826965623	-10.7075436491358	-8.35158814389298	-14.4353309306919	-9.63955628801431	-7.93686892748871	-6.90266663297946	-6.82689067712658	-7.4550803337523	-16.4436501431038	-7.53453372206557	-6.85730795043451
Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz	-7.01835351050705	-6.80374838303533	-6.47625207254739	-11.5193270985655	-11.907725387139	-8.12078087153802	-8.3143388681186	-8.11465449018352	-7.21790988691537	-21.672659594438	-16.1178256723601	-7.58033678206308	-6.87550594335148	-21.3596108468473	-18.0041171265585	-6.76151492209859	-9.51005558357337	-13.2085285292593	-8.17739173159312	-8.02990314091534	-7.53421035843732	-6.7027000912383	-7.27680816556787	-19.2200407978958	-6.59637452721371	-17.5944773238599	-7.9273856313297	-8.51210647754236	-11.2963689445133	-10.9923338468855	-8.44711059007029	-16.0329269758586	-8.18582147384586	-6.64242829720118	-15.9263533977973	-16.0329269758586	-6.68483253295162	-19.0449335061384	-8.47323138245189	-8.57552445129337	-7.24054488117654	-6.87094162739739	-16.4700541034819	-6.78626301750239	-10.9534205148435	-16.6396356773537	-16.470218985805	-9.57961596022011	-15.1540321362061	-8.81069818094737	-11.0137168446445	-11.8217190045016	-8.09647180498287	-8.25927702936692	-8.38102144674965	-7.44805011430531	-7.76116888696865	-20.6227082365985	-7.71943052230294	-11.0579619837183	-10.6317032154554	-8.8780511246164	-7.78734905343485	-6.62141131774133	-7.13781424809545	-16.9030308689518	-8.20534710100272	-6.92882914125098	-6.62526137386922	-16.2978255186185	-6.63991373457649	-16.1406270816563	-15.7801395595019	-9.58732304547945	-11.1368723542227	-11.2804955636149	-7.78875636299627	-7.48151303803268	-9.94823016970104	-11.632926241019	-12.3883309680932	-8.31941506022836	-7.93901651588936	-7.26250982277352	-6.61682618903656	-6.66955173163161	-12.6973582641992	-12.4487487010101	-6.94804847631678	-19.4829622641184	-20.6815914836183	-9.12400374964408	-9.01901214631385	-9.33842239929502	-6.91869069884432	-6.66806990712104	-7.31444524306674	-15.4693239068549	-10.4629463983966	-12.7487278909854	-6.67322615669648	-6.20689298432622	-7.38535622700542	-7.69244112640085	-7.51629876035588	-7.5564950028205	-8.27785663969451	-18.815480537542	-17.8270077361843	-17.8270077361843	-9.55495259479355	-9.662316829245	-17.7430466339376	-16.4670301892117	-11.7226251428182	-7.67895141577834	-8.20895735852951	-18.6912572838082	-6.76334189310612	-8.23409860308917	-9.53677133270968	-8.01728200936356	-6.5500450902267	-16.3928524782087	-14.3398030788096	-6.54336816884899	-7.37116091599604	-12.7839956699649	-20.7174995981736	-18.82314277984	-17.0466973966345	-17.0465255043738	-17.076716883629	-15.6157840775491	-15.6157840775491	-15.6157840775491	-17.6310352040393	-17.6602110637389	-18.6305456911317	-17.2389943185654	-17.2389943185654	-17.2389943185654	-7.44805798896791	-10.1732555321396	-13.8760723949339	-19.6748497885433	-16.5958900902043	-6.57203075859404	-17.3314341587359	-6.49431192016959	-6.47712588057062	-6.75885212044417	-6.81853200691876	-6.4975104619935	-8.20933249185032	-7.01102593378159	-7.96777967660794	-6.54624056228118	-12.0138631096191	-9.52793254683666	-6.47712588057062	-17.3314753471524	-6.65679632215496	-8.77548856239417	-6.6196743129904	-6.64905767926854	-6.58227112348994	-14.886835249863	-9.0233924597942	-16.541615851075	-6.81102983141317	-11.483674312573	-8.38483160301416	-16.4621601107175	-11.7712269801191	-12.1473687012963	-12.0504384069244	-17.6418969574957	-9.37694851317742	-6.63138991817696	-8.97158072410886	-11.0047490560529	-11.0227712753213	-8.28510789837917	-8.83415448988818	-15.6157840775491	-7.35527371849033	-12.3609748995971	-18.473384335837	-8.19762145348306	-16.1569652695834	-7.74978957893005	-7.29756574546923	-8.6970840226537	-10.6203191275485	-12.8273470844627	-18.4820723581145	-19.3781937298106	-7.23186235611319	-7.1001821429344	-7.0238628349045	-6.9239772932795	-7.26837278068766	-7.65928235595745	-7.35739606264532	-6.3310975934888	-9.9308957606309	-6.52758390517719	-6.35303502866907	-6.57451463761818	-6.35303502866907	-6.86806009466393	-6.45132186415509	-6.76209090346773	-11.7121426870483	-8.14393316249504	-18.2208777592984	-10.2295676761422	-8.45487879019348	-10.819686172922	-15.7727836942878	-13.5481669519372	-13.5481669519372	-17.0545693614265	-7.61586042384311	-8.11308106918748	-20.6387566040128	-13.5973833531454	-7.97346077122717	-7.78734905343485	-6.48005977419184	-17.109393848168	-6.76503570265151	-7.66768334215688	-11.4760185241331	-15.0800569118992	-10.007469338453	-6.65260011402839	-6.85990256267046	-6.92179090979321	-6.5500450902267	-14.7621821578536	-12.7523020968383	-19.2861047077921	-6.63039260923454	-6.75131908008798	-6.9987875627971	-17.9137258933865	-20.4877904037485	-7.79258833433789	-11.1469231309966	-17.33156469537	-11.0950536874022	-6.74145529401123	-6.74145529401123	-17.0547456357348	-8.20518562101491	-8.04595396479127	-11.5075388715309	-17.9984043617622	-11.7879934303332	-7.29277908216095	-9.66034416844145	-9.17475315968377	-7.18265803356128	-11.9413605440656	-10.865490372946	-9.40836334048959	-17.638243895415	-9.74011298820101	-8.26557969310633	-7.13592361065623	-6.86763299950298	-7.99252502424754	-15.6649282684998	-7.01167269561499	-7.44805011430531
Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz	-7.10603450709329	-6.76400550248233	-6.65311638840163	-10.1103677831789	-10.0566369473563	-7.45786063953543	-7.51771295836285	-7.29515561713646	-6.99238697075268	-20.672659594438	-12.1607920472245	-7.07828323063503	-6.70904394880432	-16.5008718489785	-10.9645463239791	-6.96573761859334	-8.38880032377805	-12.8973254275163	-8.03154669760707	-7.22712418157854	-7.31131941278674	-7.26300170687506	-7.11898096543327	-11.9583406959073	-7.08924576996964	-13.5877845520004	-7.3186489241516	-7.62267957348356	-10.2596389019868	-10.5533684509086	-8.11532032276859	-13.4249812944491	-7.76378939804232	-7.13804841299725	-13.0671973373608	-13.4249812944491	-6.8511749747244	-17.5069275032028	-8.1559006642074	-7.75986351360025	-6.98682197444312	-6.95671311249149	-14.9667899801735	-6.72295844928682	-9.75562964294627	-12.8901535148248	-14.9540937038883	-10.3596770846794	-10.8366954257565	-8.58977038695932	-9.9758107911657	-9.78911624450079	-7.37681137863125	-8.87929223582146	-8.86204230666783	-6.96125462268121	-8.68156044202013	-20.6227082365985	-8.37926371624285	-10.8696335302983	-11.0977869677779	-8.59560059518572	-7.23315131158643	-6.51525826704881	-7.39089881779991	-12.639957928367	-7.83909721065469	-7.7342689361287	-7.44803693881232	-12.028931551475	-7.37033917147876	-12.9871261890726	-14.4858831266984	-9.3671686443629	-9.80688311704714	-11.0844825256506	-8.01199745313616	-7.30559207888169	-8.88684859537095	-10.5022414327662	-12.093281118689	-7.92184734080342	-7.64557369162861	-7.33181545128328	-6.85828032819882	-6.87101795066777	-11.3166422345917	-10.9871184973929	-7.55470322543406	-16.8527360917021	-15.8238116663859	-8.37326236518843	-8.69026242298017	-9.11203414668579	-7.73721643226173	-6.8514896068564	-7.02345347811958	-9.01788324966389	-9.12343734416642	-10.4549215203495	-6.87106533813735	-6.6260381500537	-6.86225428739765	-7.11761987837314	-7.00844778379122	-7.18235366037755	-7.90376729396524	-12.1720112130761	-12.8046773119346	-12.8046773119346	-8.45852054430993	-8.44415020852856	-9.37524121235939	-11.408489792745	-9.75931774595209	-8.06970358379866	-9.481652258741	-15.2272450850175	-6.75704387748788	-7.46326800366589	-8.48604050956925	-7.75029048984054	-6.71670261730839	-16.3928524782087	-14.9192330998539	-6.71208274046045	-7.29873709125925	-12.3928988803617	-19.7174995981736	-11.2923680763721	-9.75728596599195	-9.73974787254274	-14.8990102975627	-19.3520983668661	-19.3520983668661	-19.3520983668661	-10.2286528874774	-15.4808751744547	-11.1099263023117	-9.89509229388143	-9.89509229388143	-9.89509229388143	-8.23528144615691	-8.42414496306787	-9.89165154492532	-18.6748497885433	-12.6005924184786	-6.84544766241238	-13.32632986849	-6.81195262182664	-6.81548822728873	-7.03822583347555	-7.50985892210547	-6.69155209143927	-7.72682860514613	-7.25529976053117	-7.21662819159596	-6.82263835333665	-10.5398255261996	-8.48151336850689	-6.81548822728873	-13.3261838512828	-6.89973664475954	-8.6656226092513	-6.85883420582274	-6.86745487601283	-6.83488224511404	-10.8439806840156	-8.72697333297985	-9.48016809947517	-7.35946861639173	-9.71135786266354	-8.03239711044277	-12.485911691288	-10.2965290093641	-10.4711062567951	-10.0600065439329	-10.6223484591995	-9.1889320481774	-6.95678574042254	-7.90457910845688	-10.3557534895959	-10.3638195382551	-7.92692380887944	-8.32822961470243	-19.3520983668661	-7.04243396017701	-14.7584081213682	-11.6556731848679	-7.86515829522944	-9.71513744703609	-7.6257884191139	-7.50572135500192	-7.64211397921233	-9.05525036335684	-12.0259323311262	-13.9778520579713	-19.3781937298106	-6.77139664997019	-7.98224558187084	-7.6760377594237	-7.52294105618003	-8.15610093780521	-7.48041901852945	-7.92598314457648	-6.58599499949297	-9.04074714019097	-6.69692793684806	-6.56606859287682	-6.81701869299933	-6.56606859287682	-7.63148346738971	-6.64458649038677	-7.53927682083879	-10.5421039964949	-7.63357673244655	-10.0672497320011	-9.48012258502754	-8.19960364823877	-9.24531808295359	-11.0735421823377	-11.9787000566213	-11.9830304455126	-17.0545693614265	-7.51174016122996	-7.45419984258029	-20.6387566040128	-10.0509485507279	-7.6177804278557	-7.23315131158643	-6.74712019238159	-13.1064668576419	-7.33103437894319	-8.55982736185086	-10.7475642426001	-13.3972699911541	-9.54666133831187	-7.23229527247217	-7.45594751453522	-7.45454102382457	-6.71670261730839	-12.5588437113049	-11.4929948532432	-13.7399462318175	-7.1123558305667	-7.32582137720733	-7.68519278723697	-13.0000319372024	-19.4083481834379	-8.11301912823668	-9.30979162114647	-13.3268355803451	-11.1493722656732	-6.96021216859931	-6.96021216859931	-13.0537021861987	-7.56571402187976	-7.70465416687764	-9.66398947997948	-9.83890631006357	-10.1378255533668	-7.29328395383344	-9.54239292792869	-9.07654457794997	-7.12405812543749	-10.3940508337266	-9.43479045520372	-7.99770142659877	-13.8283855651087	-9.08420300776648	-7.92668210453038	-6.9565965068469	-6.92519011189286	-7.44182278065987	-19.410792308891	-7.54568674057644	-6.96125462268121
Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz	-7.11209133165617	-6.75117238454429	-6.57804549830322	-10.4590870780435	-11.4982706695465	-7.78172755309098	-7.85920047741919	-7.64106231357907	-6.99545959137137	-21.672659594438	-16.1178256723601	-7.20702850847776	-6.77136744986838	-21.3596108468473	-18.0041171265585	-6.81183537270246	-8.51990542507806	-12.6096085849384	-7.89430092281325	-7.57653710944936	-7.41066687663465	-6.88047869822398	-7.41895536432864	-19.2200407978958	-6.75683481152385	-17.5944773238599	-7.65832489085753	-7.66258009551531	-10.4729094442886	-11.0932694402492	-8.45420827898294	-14.7174168448601	-7.92346796815344	-6.83476638768482	-12.6131822914524	-14.7174168448601	-6.77354791890872	-17.9383361884928	-8.58366328137069	-8.21932168719045	-6.97583485111776	-6.6879579820047	-12.5523754898268	-6.70429448062068	-8.24056900365634	-16.6396356773537	-12.1948777268411	-11.6244326488251	-9.91257943446287	-8.37553568946372	-9.37034967657092	-9.99142043361295	-7.90203567736608	-10.229837908534	-10.2378835236796	-7.09247851701751	-7.83793031750489	-20.6227082365985	-9.63450450651053	-10.4310248622881	-10.8780063413032	-8.58344552818419	-7.43530544153874	-6.59350630768726	-7.33373364422237	-16.9030308689518	-7.92977944297393	-7.31423811494833	-6.99160521930398	-18.3380021870979	-6.97212891231381	-12.393783362213	-15.3648600997146	-9.2225120025771	-9.84991717474592	-10.0496963659897	-8.78046422294329	-7.37489052951713	-7.5605019021619	-8.76712803311836	-13.6453712668935	-8.29891915106674	-7.86751469331595	-7.72157920990702	-6.71942670091967	-6.7722251978907	-11.4837168956172	-11.3361169111143	-7.18687585453511	-19.4829622641184	-20.6815914836183	-8.78076655605944	-8.70777186498946	-9.47792813197512	-7.13234063275155	-6.69253725616324	-7.09400090165855	-11.1855593023426	-10.7761148738704	-11.1191097879592	-6.69811614931746	-6.46834275868458	-7.05459915996116	-7.29882052792883	-7.14938306229658	-7.32200602549873	-8.35722905314593	-18.815480537542	-17.8270077361843	-17.8270077361843	-8.9073674885574	-8.8745035828488	-13.5075344386869	-12.1471299683327	-11.3784275421532	-9.17756836056739	-10.5355586858991	-18.6912572838082	-6.68525475974355	-7.7999224515486	-8.60282235141127	-7.55243636038997	-6.61941045734804	-16.3928524782087	-15.3713960191812	-6.61279057411854	-7.23666233753421	-11.547781647063	-20.7174995981736	-17.2539451576538	-15.4805586340015	-15.4802042515982	-17.076716883629	-20.3520983668661	-20.3520983668661	-20.3520983668661	-16.0629104532714	-17.6602110637389	-17.0614511221835	-15.6721881131661	-15.6721881131661	-15.6721881131661	-7.89957596496822	-9.8171944005131	-9.39880974261692	-19.6748497885433	-16.5958900902043	-6.65701348986961	-17.3314341587359	-6.56069722743625	-6.56337931718562	-6.82065035666799	-7.08834126596179	-6.58168552044914	-7.89807691960421	-6.9534963470258	-7.51712371685021	-6.58332394956735	-10.7849878029487	-8.59512040891442	-6.56337931718562	-17.3314753471524	-6.80615367464506	-8.43709429954438	-6.72149587534108	-6.73426970675217	-6.6911775745487	-16.9272533744009	-8.72411995272909	-16.541615851075	-7.02155684211848	-10.3682275133361	-8.18000511896179	-16.4621601107175	-10.1518502621953	-12.8678920878794	-11.4935094537868	-17.6418969574957	-8.97677632038648	-6.77351168243649	-7.98394984675622	-10.3173654011181	-10.334269766872	-7.98890898665501	-8.46657006431883	-20.3520983668661	-7.09007587600487	-13.6735623258558	-11.2899146214596	-8.09711278743089	-9.49522759081131	-8.09569284452402	-8.83712456876336	-8.3173725244794	-10.083706111527	-12.6730502785417	-16.7643638179162	-19.3781937298106	-6.92984088476439	-7.46081277832829	-7.28873425773451	-7.10759566010851	-7.62373523642279	-7.43665451876985	-7.52435810348752	-6.4563463607125	-9.54618137866352	-6.58998195874963	-6.43743170569528	-6.6721326976941	-6.43743170569528	-7.16973374218253	-6.53611785526025	-6.89553863699705	-12.8052103982579	-7.85291488166715	-18.2208777592984	-9.43140982078518	-8.09878088906263	-9.67513561189654	-14.7727836942878	-12.2217192847534	-12.2217192847534	-17.0545693614265	-7.40875138404853	-7.77961617576005	-20.6387566040128	-13.9019860759826	-7.89702815445703	-7.43530544153874	-6.58982423194117	-17.109393848168	-6.95724112350325	-8.19138294782178	-11.0547011406091	-12.1936519826793	-9.65403598985716	-7.00847306395154	-7.17070854800877	-7.2570107457168	-6.61941045734804	-12.2097598840144	-11.3066020406154	-14.6578041151672	-6.85582982032782	-6.96225685472233	-7.28311503118133	-11.8883039894374	-20.4877904037485	-8.99682573045677	-11.5064944244	-17.33156469537	-11.0685595403681	-6.86151038493582	-6.86151038493582	-17.0547456357348	-7.77717369561485	-7.89444056784991	-11.8527967432173	-17.9984043617622	-9.86450898623893	-7.61727311081927	-9.82016605588812	-8.80890931354848	-6.95350836112106	-11.6030250331628	-10.5313072820567	-8.98811244075948	-17.638243895415	-10.3945548837645	-8.10859942516423	-6.90233054584279	-6.8723462370701	-7.80547116567554	-20.410792308891	-7.26023082744208	-7.09247851701751
